,cellid,internet0,internet10,internet20,internet30,internet40,internet50,internet60,internet70,internet80,internet90,internet100,internet110,internet120,internet130,internet140,internet150,internet160,internet170,internet180,internet190,internet200,internet210,internet220,internet230,internet240,internet250,internet260,internet270,internet280,internet290,internet300,internet310,internet320,internet330,internet340,internet350,internet360,internet370,internet380,internet390,internet400,internet410,internet420,internet430,internet440,internet450,internet460,internet470,internet480,internet490,internet500,internet510,internet520,internet530,internet540,internet550,internet560,internet570,internet580,internet590,internet600,internet610,internet620,internet630,internet640,internet650,internet660,internet670,internet680,internet690,internet700,internet710,internet720,internet730,internet740,internet750,internet760,internet770,internet780,internet790,internet800,internet810,internet820,internet830,internet840,internet850,internet860,internet870,internet880,internet890,internet900,internet910,internet920,internet930,internet940,internet950,internet960,internet970,internet980,internet990,internet1000,internet1010,internet1020,internet1030,internet1040,internet1050,internet1060,internet1070,internet1080,internet1090,internet1100,internet1110,internet1120,internet1130,internet1140,internet1150,internet1160,internet1170,internet1180,internet1190,internet1200,internet1210,internet1220,internet1230,internet1240,internet1250,internet1260,internet1270,internet1280,internet1290,internet1300,internet1310,internet1320,internet1330,internet1340,internet1350,internet1360,internet1370,internet1380,internet1390,internet1400,internet1410,internet1420,internet1430,h/w
0,4273,0.022899744730523475,0.02672576710237033,0.05276654024907869,0.03448657631097752,0.07406132205140753,0.09990319095832696,0.06655959434845392,0.02058375265068096,0.021802464661131338,0.019653401234710464,0.020546234038256537,0.02195938599853815,0.017561298712292412,0.0218665208361872,0.02050543971068897,0.022538041202701628,0.02143780778895407,0.01808210934777847,0.017553429842354976,0.018251920888602585,0.017138596910024565,0.016973573106705053,0.01850108168293563,0.017988331823441086,0.017736217329290226,0.022098642035449315,0.026620198539969924,0.017495983309824374,0.02202593675177717,0.017500719381933892,0.017322161688011525,0.022803945234926057,0.02173353196287574,0.017652098570709485,0.022565149143462256,0.0217251711780212,0.02024585599445291,0.019307509939009482,0.022656441396365686,0.023001395959326307,0.024853121452500345,0.02769198231770783,0.024528404257064138,0.029097086245992602,0.036557273426061375,0.034140370351665277,0.037151216606647004,0.04217723513333666,0.03544459621641657,0.04486466951825208,0.04517161663858884,0.044853477763252506,0.038581322947291156,0.037917117390362416,0.0468372342921625,0.03575079510057604,0.04435346616393235,0.03889828916531169,0.04028388972292981,0.03474500768239358,0.03327127904158442,0.04304237845075251,0.03302421388401493,0.0332382202627441,0.031095128662490194,0.032609449336290265,0.035212266386466066,0.07073660337810844,0.03914001867742132,0.03733491997524836,0.028696639865918857,0.029431344373519717,0.02973965337134217,0.03472835590513644,0.034372038495818706,0.04268601925398588,0.04162007716563154,0.04092633210206823,0.03137586139346796,0.07996883552383999,0.07761664109752439,0.05612868902486014,0.034410796710815324,0.032365183739289045,0.040502402289893144,0.042360488784687636,0.04229415134312071,0.037488560143245156,0.041424219189427076,0.033728787777792806,0.032010913687557666,0.06301826606335585,0.08695509231470348,0.05865204802156096,0.0640065978806936,0.06518260325936101,0.0617833404663674,0.11437325548560763,0.104830015908101,0.0738514905636621,0.06957620190714188,0.06373315800474094,0.06583803919415258,0.06006271752303908,0.06661876963226006,0.06925398711060705,0.07552865902746843,0.06004115968498151,0.05791129728388957,0.0779144773136508,0.06467602907027825,0.05776448428752681,0.06187776583493816,0.05349574290860777,0.058453241894857795,0.047667244327527246,0.05418932855425605,0.053808444880537605,0.05591958056399877,0.05298130085811357,0.07453456763952385,0.09809654447097793,0.06414818198895442,0.058911719416655975,0.04683863670729824,0.05247124690620263,0.06342313440617552,0.04480665752278152,0.04652693394437313,0.06384744588264903,0.056328702441075795,0.04118530376730763,0.04945948561108387,0.04568807697588472,0.040196386289188875,0.04358713557031168,0.0414280482424066,0.03958511072478415,0.042952128863534667,0.03640746211089837,0.035783809799205986,0.03427179833657832,0.03576127972843399,0.03518874707967888,1
1,4274,0.016021076204907593,0.015306905525421384,0.013378421234338642,0.01426774522250711,0.015030236615738926,0.019514979595543998,0.014287559411037206,0.008711847274005107,0.011185454761641492,0.012966579580740612,0.01140913403380705,0.01386674080464308,0.014285684085519447,0.013843043805319111,0.01529297375413134,0.045663799315776035,0.011117160364169985,0.013199216748261695,0.014277385646688127,0.00898293888345345,0.012683335895627918,0.013566710238355545,0.011609201063222729,0.013953035062277512,0.02001801472375713,0.01398282215474701,0.054736126444384005,0.016832842319987346,0.019055604374865337,0.021481477820893415,0.019009457147933968,0.02938468842334962,0.024588985077996738,0.023228927909842156,0.027132945034405078,0.02602986042116569,0.034723499605902416,0.025353606172215496,0.030376153639247363,0.03604855053904763,0.02998147286088009,0.03999122854328316,0.035592438496764855,0.04048758741569253,0.057894355278442416,0.053528886570363414,0.04395884225181172,0.06291281917564626,0.048175776469516665,0.05630333325178927,0.06389618053986472,0.061865938666262596,0.06587174013948661,0.061967772945846746,0.059792374667133344,0.06251842568016028,0.0646964347408492,0.06243217243860373,0.06211605723566223,0.05394877815715575,0.05045445638858738,0.05797155467245468,0.05371147819713286,0.05392172410021756,0.05553336083514354,0.055335949017238296,0.05801811879896284,0.05151573138844389,0.06415435185895169,0.04628009449327303,0.04320746651708681,0.03536424956141585,0.03763103731487105,0.038572993053230885,0.04042236731344059,0.04906567642441516,0.04696572984371924,0.038313988181107615,0.04200589916658519,0.04093692896802336,0.03996366302733333,0.0464610382109991,0.04589798798702463,0.045099218673230454,0.04013892613194243,0.03980159612697097,0.04401960960773035,0.04541933654697445,0.03658415299478695,0.03903617535310315,0.044561689483200474,0.04398581707056662,0.043486512478670754,0.05075651731318486,0.04530789415470907,0.046939740525807246,0.04519653669947462,0.05033759165318788,0.1010425120452324,0.06939914979121514,0.048876280804103785,0.05416301186197067,0.04692245412682141,0.047892986572151144,0.08759744988197944,0.08081199787979379,0.08113161383373786,0.061784112347313264,0.06942502565609873,0.08748886209398432,0.09272560338312452,0.10854899717484287,0.10270881788196078,0.08812900934252718,0.06807277871110542,0.05357341529273413,0.06786253067928076,0.07067068565989862,0.05420261585309622,0.036429581560612816,0.05565321424305299,0.035453265552655336,0.04600024506505719,0.05913479750718085,0.026443644544222187,0.033206898188945115,0.027321195332223915,0.02372916692908096,0.02473989471803711,0.02843442476949552,0.022673615887585374,0.020699852529535708,0.026965564359881518,0.020075192493602997,0.020084997062822477,0.020918213707339657,0.01675401694194209,0.01805832525301471,0.018129751213442753,0.013065889832724057,0.015078666928343943,0.024678435279249244,0.024295949388158117,0.018663696795144787,0
2,4275,0.020206429544775365,0.02139667156414574,0.0145963012571626,0.016345414846201792,0.014456745470884078,0.016734366227603683,0.013130645884020492,0.012062175817445592,0.013556191717923504,0.014681338166082128,0.014286672330054748,0.015799882101181377,0.016566604253340066,0.0181290618246949,0.017421297291358318,0.04852535432871289,0.013934690196003236,0.015916774179746677,0.016326921385352824,0.012194809874844724,0.015287211602101185,0.015829816165042178,0.013820578259924676,0.016521406920702156,0.021393999249053396,0.018536754048357855,0.057845193909025816,0.01973125119094351,0.02094069172505051,0.02455691150045605,0.021158550469338337,0.032510641134772415,0.026756441517049808,0.02486745353416234,0.028675705341491477,0.027999154634900797,0.037873875600948105,0.02981266617375616,0.0341019447736341,0.03884167092877204,0.034222387635253156,0.042106645046690434,0.0388814345663319,0.04447966948564345,0.061498396500539544,0.05725111269016244,0.04771316285997601,0.06987394635894066,0.05604474814949197,0.061690284048579985,0.06956764319696104,0.06747184014247583,0.07259268217554131,0.06696082045753698,0.0643547890417968,0.06939878979009051,0.07069572371638037,0.06903453287929598,0.06845814201723037,0.05996672759547259,0.05663254368305645,0.06352732390319786,0.060100710768959516,0.0593752315754389,0.06177226465425338,0.061241975614573084,0.06392396048588078,0.05275951213623083,0.06941672842537186,0.05006859020252798,0.049018834238766545,0.040708687527364736,0.04185568169723731,0.0434531822777854,0.04552317726612643,0.0546750623106061,0.052384205700471406,0.042910179714453454,0.04648023503081435,0.04164924849075198,0.043028492160750324,0.05068576286901684,0.051938167352490155,0.051292575146321115,0.04522092221637212,0.04302321086565774,0.05125704176576412,0.05126779478572131,0.04322852346991438,0.04589954069156193,0.05094684692786051,0.04778471675089437,0.04492822471855906,0.05378971460903466,0.04905853893520692,0.04894536845614974,0.04953429315980873,0.0487968060023378,0.10151558932941764,0.07229863757640025,0.051431499630242135,0.058767105345214614,0.05080425613021647,0.05272114951082914,0.09257474563862522,0.08475430848388449,0.0858163411962301,0.06631725995637167,0.07428214182634067,0.09287410897395304,0.09922717493714227,0.11674684898055104,0.10971919351855224,0.09641056224670677,0.0732637371446729,0.059901823891014276,0.07438014208075718,0.07631682700947612,0.05982893363919157,0.04176950775715266,0.05809085189893028,0.03655687789238853,0.04986531147678793,0.06364823595000993,0.03104368807321853,0.03764857879534145,0.0291594725359972,0.027870048790266645,0.02857475590090978,0.03063119579387232,0.026305656539781272,0.02620781346189122,0.030213876188218643,0.0236690171125334,0.02458299240414759,0.024421642174734064,0.021192420550204438,0.021327552524498857,0.02036394272582739,0.017071425729990986,0.019175709538998432,0.027831634399618176,0.02792752336451973,0.022001808494563433,0
3,4276,0.035486777359592374,0.03256664925492935,0.031655938519569014,0.026300946215542093,0.02476509759992545,0.02980091026891326,0.03010163638583057,0.025048877512093063,0.024084580512069964,0.021872681662859127,0.026966688927565388,0.022347779256053298,0.024236488920939447,0.025270912575824915,0.02112728526021856,0.02275278995809353,0.025202096371019517,0.05447959690729173,0.024515354584125248,0.02348312141951507,0.021960042226798877,0.021138310008907205,0.018796797281931732,0.024056612758406534,0.02532547366709609,0.026175074594280076,0.027944428992976493,0.025064034256610003,0.026342346224997207,0.024800842452559996,0.023755975998941782,0.022880300034163175,0.02198692507583256,0.01973431691302562,0.021772063101925046,0.022267841212067853,0.023783854448001712,0.024722600473448993,0.025693969081671132,0.024427349338906074,0.02846284103798441,0.023624123997761114,0.026551910681993005,0.026891540673184465,0.029201025033310977,0.029705868040965772,0.03000648061422146,0.033291723024360516,0.038097087666529444,0.03462231299480184,0.029126106050833593,0.030663288638915067,0.031102046679419883,0.030496731962060115,0.0291027968604913,0.038123652009531245,0.03178046001832793,0.045743964088952475,0.04023559795477323,0.0464814430943595,0.059364525639740706,0.035251604917804234,0.03421706879828193,0.033395628171580996,0.03637005871382103,0.03613036000777777,0.037185645972246405,0.035719815241593136,0.0352797244370958,0.03638165141530478,0.03433711048022811,0.037192352965768706,0.033937231306448795,0.03654882378945734,0.03405924689072434,0.03086229619048588,0.03603186081856856,0.03303671861950951,0.04241018515316991,0.02925361947778977,0.029557660166148945,0.03543821250892672,0.029514652889819318,0.031839586062123934,0.03295694890865077,0.02620302228835242,0.04013770808262197,0.025570793133457243,0.02635341265692531,0.026678278969395824,0.029634456466330623,0.028107734882157304,0.03183090833858558,0.03746127406240673,0.032001518406171735,0.027257720621381133,0.03848573798036848,0.03333163133834028,0.03800302347451696,0.04061876641842228,0.04803609440735636,0.03262591034796476,0.03509393300936508,0.03374694537890906,0.04107510141464437,0.0570105672569839,0.05263456674376367,0.0317214661971685,0.03873518992711077,0.06137274927766737,0.0848061772573421,0.07706908807214864,0.04456462047865445,0.04357136091770612,0.04750451025883244,0.041202742249725734,0.040973785493863706,0.04512719119337113,0.037442355485365036,0.04281078598558092,0.048748594764938286,0.038654239547251855,0.057300084472883636,0.041801907512018295,0.036610651470299016,0.04265610906259766,0.034541285835517854,0.03781933415485384,0.041018160986027126,0.05629167313485085,0.06886284585745298,0.1003813621202174,0.0456229548112316,0.06038912740849424,0.05476906658006296,0.037772371560052316,0.03478812825411924,0.03497671258360955,0.046927467835777247,0.033856287843756154,0.06911840781675614,0.02736430450694698,0.028860816407609187,0.029383796936796307,1
4,4277,0.03913482066835525,0.03254044338986162,0.03540062609213728,0.028892078472077264,0.02689261009102756,0.03294420544504195,0.03455320932362765,0.027183947382341662,0.026839419880162266,0.024885888499397213,0.03001753497918468,0.024813356393679927,0.027468031463075096,0.02593881290078735,0.023316777278960487,0.024217384258335424,0.027991471492702338,0.06357451369117091,0.027825856517970808,0.025243713554292904,0.02413759894203749,0.02409770628388852,0.020151959732654406,0.026984484091596834,0.028408531100599,0.026256745297534086,0.029474753054705455,0.02714405472419269,0.029967820265038407,0.027376686342420353,0.02671974190571538,0.02436244846976997,0.023806368992574423,0.021542158425643273,0.02307863019851168,0.02383296409800707,0.025491380473596406,0.024806103183099275,0.027348353488628192,0.026072317307865085,0.029772134688155212,0.024920265695325024,0.02828159991557144,0.027607051332373986,0.030250166597412344,0.03132069514529496,0.03143228881210406,0.032828531847228594,0.03833734527676376,0.03529477455032123,0.02782464764952582,0.03086548062760884,0.030168643532754898,0.03080450832624838,0.02880677769355819,0.03889720246782095,0.03138718290887657,0.048614766886112167,0.041544095446720934,0.050012218789681685,0.06676872185109821,0.036574286227803364,0.03448120609782489,0.03503003236443977,0.03785931336750665,0.03830727467461212,0.03840466413740251,0.03812957101560924,0.036286726650350896,0.04009345333228613,0.035770539831304314,0.04032555607059926,0.03720667552457783,0.0384058730058475,0.03635117444843038,0.03141982235644488,0.03757175379005418,0.03463178577148058,0.047066206428972426,0.03019644750663253,0.029189460105527035,0.03713414341886054,0.029495832697916953,0.03324037821004673,0.035325676249530036,0.027370642000284686,0.04115710644097593,0.02496794044396917,0.02449542399693319,0.025167403734713992,0.02991893664794928,0.02856054630547158,0.03300948434017857,0.04111978262824364,0.033233502770853914,0.028543773256036246,0.0413880003108441,0.03579887268509647,0.03933307509065507,0.04364269103892056,0.052397316199504725,0.03263231739043088,0.03722344857401315,0.03426965412280872,0.04171696363203313,0.06263280518520205,0.05619248307708314,0.03225137272682156,0.04019983375401671,0.06625721939721561,0.09448943489794785,0.08447932431989756,0.04447424140929725,0.04356033687720598,0.05126082876795502,0.043363820203265645,0.041901920501616646,0.0476046817596755,0.03861138063872799,0.045609519972401945,0.053959174209360784,0.04187623204748636,0.06450828899802868,0.04443434875114826,0.03956691557732772,0.04624538476589544,0.03860760292486636,0.041640653812454215,0.045397967997385796,0.06502621356543478,0.07826710057345825,0.11672415190683337,0.050959971637786226,0.06887781948782562,0.06141547467752538,0.04183543273803503,0.03751425698541273,0.03877699561345953,0.05452855123927266,0.036857312548707756,0.08106306214042633,0.03017937224005457,0.031156289039008418,0.03193721804393645,1
5,4278,0.03836812113649537,0.03200070316398505,0.03472471429464967,0.0286339872898744,0.026394268026187766,0.032089852516310066,0.03362570260033125,0.026578044107428866,0.026302557021076672,0.024352471011505582,0.029254821920494778,0.024287502530879173,0.026858565668374575,0.025433704080205528,0.022885862896361207,0.023639688481365072,0.027274531146340222,0.061126747271270286,0.027084365374369306,0.02462625450728753,0.02357248109065688,0.023552981278053435,0.019827152124814455,0.02634722771109971,0.027632323726491895,0.025602978727797536,0.028750851264191763,0.026502000250338963,0.02925894231712169,0.02678881360637032,0.02610990847581094,0.02393030967421371,0.023259340823260238,0.021155159675419782,0.022608648122821207,0.023291306806101232,0.024996049430584102,0.024303357792374112,0.026767534431838897,0.025621397242772986,0.029038984759677585,0.024499455436712517,0.02774732590667566,0.02704656538601817,0.02986964886457011,0.030797056168577825,0.03088937630033089,0.032321991315832035,0.037831105861639916,0.03466121550176246,0.027816399339463144,0.030589477324678593,0.029956013247734656,0.03030968198866942,0.02840550808684265,0.038259691173089465,0.030873049563584436,0.04744300486412561,0.04116493965001057,0.049161838799040215,0.06462671031157737,0.03594541116455704,0.03372191692636635,0.0349039029043568,0.0380065748752691,0.037507928664142355,0.037801957898513296,0.037513732411778994,0.03680208529748213,0.03987913181984023,0.0352369625841285,0.03957353963637373,0.036515028983826595,0.0375054231296581,0.035779878461551645,0.030828359211083768,0.036777718024827336,0.03414672677919043,0.04592989404794034,0.029795560174938042,0.029421826116860575,0.03732109534606918,0.029142471094634578,0.03282056683794539,0.034881967121858794,0.027020465600275972,0.040497814052830025,0.0247966733569099,0.024237335391196893,0.02487147663866014,0.029591727391128336,0.028677879915320822,0.03258211611898423,0.04056477475351181,0.03282700528240818,0.02826234342447886,0.04075887259290119,0.03524228776825874,0.038418943899931904,0.042590971566240865,0.05091240496032843,0.032084482114715936,0.03656088016619749,0.0336116929796002,0.04074861445861636,0.06072296348471478,0.05496994208596287,0.03251762408429642,0.0394261979246512,0.06444043563192188,0.09129357144068886,0.08182145687341176,0.04350338139586504,0.04261276967582503,0.049911443981222166,0.04233397449111182,0.04088336579974918,0.04638638775049321,0.03819149818097301,0.04446757033044371,0.05251590688581251,0.04086403839316031,0.06276591546093228,0.04357174705806122,0.03868462359962278,0.045149847400381936,0.037956810082029224,0.040932292817612285,0.04440457713808533,0.06315814573950106,0.07559058707229566,0.11228964070289231,0.049705186791850875,0.06685417899194243,0.05945499624712182,0.04106784115142885,0.03690663742496947,0.03817568293683503,0.05289914175900539,0.03621399057443156,0.07854949408688425,0.029677988613106235,0.03049169028768277,0.03134908574573381,1
6,4279,0.029912864326692226,0.0284631030634628,0.03414866171662391,0.03733310225419126,0.02818363929388205,0.029082557855749012,0.024083363560447206,0.02042561827580277,0.023316538576395006,0.021165697353918243,0.019658316737030425,0.021040946359615398,0.021220783371204713,0.022046117938448073,0.020961677075754432,0.019183090317574977,0.0206639246443969,0.027695717620326098,0.018654431702659638,0.019573026755023697,0.020059505832266004,0.01752305757218487,0.01812358181460599,0.020128462489112313,0.018670654328559806,0.019915377453573666,0.019537900891595166,0.01823161294380713,0.022376164271730326,0.021589929337122254,0.017961649499477636,0.020708242200695868,0.020219798160933822,0.01734484857951615,0.020808504700373032,0.018479454618484423,0.019363143445903824,0.020166596275895524,0.02599675830931132,0.023726399346210337,0.023416923786289987,0.02629448395383401,0.02538368749570233,0.025648233389001098,0.030112558837951085,0.026762177873418818,0.03226388515179886,0.03476588751952044,0.034051376960487725,0.03429609363850199,0.033146272772151965,0.033023176865498646,0.03598450066501661,0.035491968247001814,0.03843000826689323,0.03960743184964553,0.03547678856340862,0.03752734057357854,0.041998040336161384,0.04487044460061709,0.04427730961466184,0.04198272104808936,0.03538817595004601,0.03788562636155761,0.03983372279320762,0.037999888865199144,0.042975961807422976,0.043363726337622276,0.04815523457114145,0.046677768862942184,0.03936965076397691,0.03950779710540671,0.040142247646758146,0.038649121831586836,0.04245356713742995,0.039277837424880495,0.046493463459294726,0.04534213978090424,0.054285665029456066,0.043078437332790986,0.05086686225386337,0.047601009797407445,0.04024505169889481,0.046977631568164216,0.045232189210792105,0.03907902477395223,0.050115510215435595,0.041787283222368965,0.04128380131514594,0.03738521090897129,0.0432567697636847,0.04373903445669195,0.04214106369722043,0.05179142639132119,0.03926051069198341,0.04256389276792584,0.05137157441047347,0.050381665446922054,0.06332918643092253,0.04945129605981561,0.047359551217130126,0.044735587136362956,0.05617995915778968,0.04295937727576081,0.046521563142481626,0.05985249540234607,0.04952899229612904,0.047682286916125666,0.045211186603090966,0.04710374358135313,0.057817085724911545,0.05391330256920521,0.04391775808167227,0.04258525747222477,0.051191161753560234,0.04410619365955594,0.04521187528961938,0.042576700549021816,0.04304694572391289,0.04337281109468501,0.04433829306742556,0.043250348615102366,0.05231859912187545,0.04423859617443498,0.040784229091007165,0.037779700391727684,0.04929092756005484,0.048139488428708556,0.04554545697341565,0.04764203724546084,0.045309348597108993,0.051859623107891446,0.04509804899424309,0.0443327835372988,0.04352610895481831,0.04196752068934913,0.039599084431672996,0.038553059964657625,0.04642644352517137,0.03978650004499135,0.053305812349519,0.03340528207272312,0.033254562407735055,0.038458131271862664,1
7,4280,0.03275117531067521,0.035229285163711606,0.046959278514815524,0.05900493437895109,0.04011324624544698,0.040152431910828144,0.025999529878339693,0.022911486446607187,0.02931303062732347,0.024977628788723498,0.01904976445682255,0.02537028560338868,0.022445330342169976,0.025913021347053457,0.02525884830871395,0.021927628133554082,0.023088858343090917,0.02369572510612026,0.017867465007345307,0.022599822184128964,0.022850640439939413,0.015868907790067308,0.021306311988598656,0.020254213344812692,0.01714567376331912,0.02106588950898418,0.018699770121235217,0.016695115363138693,0.025164380730082935,0.02096015709943793,0.014540571755638934,0.021956777490647325,0.022078867413230778,0.017433757379289556,0.024374778345583752,0.018564366068719116,0.017221676508595768,0.020041213705439622,0.031228515918521674,0.02601747651373591,0.025059850813813563,0.034016905483006926,0.026983573986349072,0.030717790326581187,0.036087312712952825,0.028120519942059066,0.044082496938425426,0.04334855278419011,0.03497020560230642,0.03853515242074286,0.03621711187873745,0.03515792536404084,0.04028698190583073,0.04095105251255558,0.047725553915358376,0.04421139155966247,0.038771503457132414,0.034350940820931035,0.042588447881313864,0.0409528558042462,0.03384434736317104,0.047976386150400445,0.03511742849059827,0.03303886807570069,0.031001405381989783,0.034601278804978104,0.043117091219791674,0.041324137172392174,0.0367824628530491,0.036618307894576034,0.04055488171534334,0.03370339633529203,0.04117287986450636,0.038090104364282014,0.04570054608290454,0.04491069801776029,0.05465060098363476,0.050216484717165215,0.06512633102398538,0.05038271944249701,0.046043865786702796,0.0472178277540843,0.04469486381444347,0.047777181020568445,0.04942516381247361,0.044454319564781776,0.04846386834593599,0.04675641318368882,0.04256027626394196,0.04017490979557621,0.052120118991369736,0.049736902284883255,0.04303352713010052,0.05726807549062101,0.04428968043373557,0.048255794546664586,0.05174945842101579,0.06531232114616954,0.09615711001758834,0.05461121072158825,0.05034447726799838,0.056316691301866326,0.06443333685169017,0.05657359773663063,0.06036585465635716,0.06480846369479755,0.05439589105274449,0.060944276893949864,0.0552325111782695,0.04988720963402355,0.05834530346766849,0.05333788321745966,0.05529215561337133,0.05091889891835182,0.060236941770378534,0.061670746989180014,0.06116001331304498,0.052434340123137496,0.0561303876871699,0.05588058099146827,0.05410072453941531,0.06711430140363735,0.06686946938113794,0.059651502720596966,0.05821187464965335,0.04243888732253668,0.07244229036927097,0.06564784593333423,0.05607526748106664,0.0522783495418382,0.04707635575359089,0.04144363871818799,0.05037765537284452,0.04480710627800836,0.04985106596219302,0.0509837030960369,0.049495654389029926,0.046792419886594425,0.05844564941856872,0.04992559809243888,0.04627376077043618,0.04249928780828877,0.04442946157741139,0.05161085313016252,1
8,4281,0.02943461535716395,0.030336134813352855,0.03849901755569614,0.04884605936955854,0.032882564380830315,0.0332570906735231,0.02200147849676697,0.02019545519768038,0.02539259619128038,0.02190292580144108,0.01684742824001004,0.025300264552961242,0.022850960107992677,0.021412419023253214,0.02295642173381695,0.020499601619829194,0.019181295921141196,0.022143994807594287,0.01642283374419765,0.019251897857762313,0.023289429043778703,0.014105993601014196,0.018150624797488843,0.018912457811577067,0.015627234159033672,0.017862855046480924,0.017952386368499624,0.016194629994133652,0.022300192062302687,0.018645782928581257,0.014784577420493706,0.019344276271646994,0.019494383360217887,0.017699137811394854,0.021041205221326627,0.017313273497139854,0.018403770419025932,0.018716085659260882,0.02919543773159851,0.02602363028492778,0.02421309801976064,0.03215309458864068,0.02681020295282301,0.03007005037153647,0.033512874588876716,0.028955842180295253,0.03902541059751543,0.04052725868776135,0.03231209676844373,0.03805066087062299,0.037520691331421364,0.03930281727609385,0.038310015844926694,0.04016006328648656,0.043378386674950836,0.04362870655274733,0.039958223005821684,0.034574256891543524,0.03937421537780691,0.03928223637239551,0.032917058383122075,0.042417188510492934,0.03785848401001457,0.032359935223410706,0.03145849822497011,0.03376514403337594,0.04113225344940937,0.0379736026194363,0.03536462217889718,0.03609753833357547,0.03845403901956238,0.03416116219826135,0.03915169552902106,0.03674919803251906,0.040675342725221844,0.04070905962698345,0.048226606623892006,0.04485949118697106,0.05552978322230642,0.04615550533598926,0.043308836881272086,0.04337663620597055,0.043149188022261704,0.04611910195402052,0.0482839920328006,0.04358771952587108,0.043926162634325354,0.043993191995776025,0.04061072064763673,0.03928571004101526,0.045830887603752646,0.04467535563586933,0.040812007592282915,0.05089994902659301,0.04142190488565228,0.04607158860829057,0.04708179600202387,0.0568661302766316,0.08355802268774126,0.04978628493508034,0.04517561526611751,0.05137347797554608,0.05757409523486051,0.05208525605599575,0.054800894659427314,0.06004524755252182,0.05163889614355227,0.05770732055886081,0.051683998928178605,0.04886971792402218,0.05263858837880119,0.05062674185398974,0.050790000068358376,0.04678021183275563,0.05343617607263717,0.054372718617188474,0.05228012796922143,0.04697945573531229,0.050210894939276704,0.05045995263176096,0.047489284378134,0.05751545927480538,0.058385985299432765,0.053741622370403,0.049004301373523136,0.03737962002805045,0.05959669444611712,0.053337099424749165,0.0462524908720111,0.04390374387764592,0.040552085355861904,0.037827585844686415,0.041708656671944004,0.03786858952059078,0.04227086226525404,0.04243693398298006,0.04239788635612118,0.03963698027025451,0.047774077608136616,0.04172085968458272,0.039296832592915006,0.037776093750030215,0.03800554180470895,0.043523567973541503,1
9,4282,0.01627353860970545,0.013830059646358084,0.013321951976122407,0.015244632197877367,0.012876271453777694,0.0123159854821319,0.010627951655542136,0.0114959012806377,0.011384991317790206,0.010998287875649297,0.010163609602874329,0.01561004551937877,0.015284591206775182,0.010771975221821571,0.012897751347750253,0.022679639398119667,0.008170445616816584,0.01313169745853093,0.010748850558550776,0.009586885818197548,0.01658531751179934,0.009462534323427923,0.009163971147382608,0.012164265913638221,0.008984050325093758,0.00959627330725926,0.011386014974615838,0.011269765831587808,0.01214521962779357,0.010840588443314973,0.012499771472419678,0.015255549529735514,0.0109135632676926,0.01412114156152956,0.010428455966439659,0.012201108464610016,0.016325137829220418,0.012482591463648609,0.02254095995611364,0.023154249030634243,0.01629021743413247,0.02193396561539831,0.020589615561528444,0.023762456987151848,0.02313252719199041,0.022477032182781912,0.020451501268793262,0.024141243467943597,0.02084912003907853,0.03483316797102148,0.029376501695592153,0.03220218540228243,0.03016868724451454,0.032485890392508314,0.03548294210043419,0.032788513435535425,0.03267499429905838,0.03170119697301447,0.0283105952500724,0.029287020688553645,0.030327740948860392,0.027065938144068026,0.03307041680533661,0.027877339635064315,0.027870827461902798,0.02581549303184737,0.03079242998487693,0.028187668328479715,0.028040123726596998,0.029036825854145455,0.02843826771665669,0.027069923588252734,0.027650458808793927,0.029800059181205086,0.024459556179700966,0.027332445254210875,0.02686596192043011,0.0291749954193522,0.029492184880768144,0.02605432231757818,0.028928513371866405,0.03464761788073214,0.03287272114025278,0.046298299346823425,0.03534792482963437,0.030010158291887266,0.03074072614262167,0.02930926537025688,0.030530757671078382,0.02796525249825639,0.026731121620030822,0.026874105685657377,0.027967418638108976,0.027378913852886783,0.028589096428106742,0.02982540248798264,0.030383100069007907,0.026344296772117685,0.04003666530830512,0.03964107748695003,0.02942528790341708,0.03254671961486616,0.03652454948721896,0.030679476384059243,0.031335533710034474,0.03470634822263255,0.03394325847121074,0.03246898362775896,0.030593214350796327,0.03189063680152664,0.028055291756095266,0.034638000630002025,0.026991361999938776,0.028260717649954165,0.031014647601414085,0.024322263423160163,0.023438239304921282,0.024925475756138397,0.028186040657240855,0.026787942441396498,0.023490679634093594,0.023680062680577235,0.027872596872405665,0.027112046217071847,0.020699326926386062,0.023580793021201654,0.02718512913550174,0.019135013685649984,0.017982376310738728,0.018674522792467296,0.015923552002172034,0.02142391100446937,0.017723627665126987,0.01691968086245474,0.021035411399905567,0.01721494107362557,0.017727574307637148,0.019092983420632297,0.01744482679928967,0.01763306818487296,0.020160838747200965,0.02023406637173509,0.014350350279458432,0.017749977886341417,0
