,cellid,smsout0,smsout10,smsout20,smsout30,smsout40,smsout50,smsout60,smsout70,smsout80,smsout90,smsout100,smsout110,smsout120,smsout130,smsout140,smsout150,smsout160,smsout170,smsout180,smsout190,smsout200,smsout210,smsout220,smsout230,smsout240,smsout250,smsout260,smsout270,smsout280,smsout290,smsout300,smsout310,smsout320,smsout330,smsout340,smsout350,smsout360,smsout370,smsout380,smsout390,smsout400,smsout410,smsout420,smsout430,smsout440,smsout450,smsout460,smsout470,smsout480,smsout490,smsout500,smsout510,smsout520,smsout530,smsout540,smsout550,smsout560,smsout570,smsout580,smsout590,smsout600,smsout610,smsout620,smsout630,smsout640,smsout650,smsout660,smsout670,smsout680,smsout690,smsout700,smsout710,smsout720,smsout730,smsout740,smsout750,smsout760,smsout770,smsout780,smsout790,smsout800,smsout810,smsout820,smsout830,smsout840,smsout850,smsout860,smsout870,smsout880,smsout890,smsout900,smsout910,smsout920,smsout930,smsout940,smsout950,smsout960,smsout970,smsout980,smsout990,smsout1000,smsout1010,smsout1020,smsout1030,smsout1040,smsout1050,smsout1060,smsout1070,smsout1080,smsout1090,smsout1100,smsout1110,smsout1120,smsout1130,smsout1140,smsout1150,smsout1160,smsout1170,smsout1180,smsout1190,smsout1200,smsout1210,smsout1220,smsout1230,smsout1240,smsout1250,smsout1260,smsout1270,smsout1280,smsout1290,smsout1300,smsout1310,smsout1320,smsout1330,smsout1340,smsout1350,smsout1360,smsout1370,smsout1380,smsout1390,smsout1400,smsout1410,smsout1420,smsout1430
0,4273,0.0010849111080732602,0.00012326202131801236,0.0014054608036583433,0.0,0.0004128406457231311,0.0003205496955850826,0.0,0.0006593646883591564,0.0011524127736312064,0.0006184790003564226,0.00012326202131801236,0.00037195495772039764,0.00012326202131801236,0.00049521697903841,0.00037195495772039764,0.0,0.0,0.0,0.0,0.0,0.0022317297463223863,0.0022317297463223863,0.0,0.0007333903413082138,0.00020642032286156555,0.0017351258417458897,0.0007439099154407953,0.00037195495772039764,0.0011158648731611931,0.0014878198308815906,0.0011158648731611931,0.0005783752805819632,0.0007439099154407953,0.0011968542809383859,0.0,0.0007439099154407953,0.0021142869619449845,0.0009503302383023608,0.00037195495772039764,0.00020642032286156555,0.001280012582481939,0.0011158648731611931,0.001876670466344925,0.0040295796986564774,0.002159285335921908,0.003912136914279077,0.007055817036187815,0.003033663435159413,0.006496246613372557,0.0014977517537963917,0.004847834892474667,0.008169133159831367,0.004770975476763694,0.0029814588987037926,0.006591328720678809,0.009242880173644491,0.0033534138564241893,0.00592941528280201,0.0047187709403080725,0.006257308588966509,0.003387110688040258,0.0027890831847312177,0.011805861367012154,0.007119323115004291,0.0033202911975698975,0.0033738653534715725,0.0065873331339373386,0.0054389159470476026,0.003974861024867279,0.003888372005577809,0.0013850093066109608,0.009486415699325849,0.005128795129361322,0.0013004640795293214,0.004448256887412252,0.008023268053791643,0.004766250306526275,0.003414751041474306,0.008170294983810921,0.00889043999055045,0.0036007371733805206,0.001454697172027298,0.0023958947617351636,0.00481826805292482,0.005519905354824795,0.0019487523270861522,0.0029012687652469047,0.0013497004478982763,0.0011863347068058045,0.013512444745087037,0.004439124238817756,0.0037170354398703975,0.004323051073886409,0.004450425781178611,0.006922035440737221,0.007415083526009274,0.009057935723709143,0.008154880755475878,0.005337928748841576,0.0071265119713909576,0.004275758497725285,0.006573063423489817,0.010332673796237335,0.005073924744155339,0.004086821503824435,0.004596191094077646,0.017319485142096407,0.004742073506209401,0.00481826805292482,0.0067151476086665645,0.009056531492079023,0.0024346115559715368,0.01957782782319803,0.005683908089091403,0.014801832383814034,0.0057962386446612285,0.0072375651737019995,0.01258304565272403,0.011531049408038561,0.010325339964796537,0.01485323764594935,0.006722803974262322,0.006715615117875656,0.008821551399454418,0.00934121546228168,0.005093351865323886,0.00334508048215,0.001208173129391273,0.002673010019799871,0.0008989249761670457,0.006592353096557643,0.0075653037256737474,0.005605249856226739,0.008785685674071989,0.008539161631435966,0.006558431163383045,0.000526970018446648,0.0041997890525683965,0.0012821987823403308,0.005704729662751453,0.0017423320042245867,0.005753966031120408,0.011663172224525595,0.0034846640084491734
1,4274,0.00022392094023739948,0.00017069180411937034,9.084809994232636e-05,0.00021291654447211708,0.0020881190197926456,7.984370417704374e-05,0.0,0.0021101278113232107,0.0021275308263253257,0.0006097611864882383,3.761896382429696e-05,0.0005877523949576732,1.100439576528239e-05,0.0005987567907229558,0.0005877523949576732,0.0,0.0,2.6614568059014578e-05,0.0,0.0,0.0035265143697460395,0.004606496716133195,0.0,0.002061504451733631,0.0010307522258668155,0.0048555138624734664,0.0012553484940923906,0.0005877523949576732,0.0028698540993191903,0.0023510095798306933,0.0028698540993191903,0.0016185046208244888,0.0013351921982694345,0.002228265807312727,2.6614568059014578e-05,0.0022821017043615156,0.000748836264655043,0.004366221708556471,0.002260955050656435,0.0021107345722539703,0.00435461055186043,0.0017632571848730197,0.005006783288538724,0.008649642811565897,0.009863442105816297,0.006145810199078331,0.006662754193810009,0.003628950864693925,0.013597565283471797,0.0049776814459256335,0.008122636494721159,0.010416067346837966,0.006635808252848463,0.0022014911309258187,0.005087931912788571,0.007820362772178962,0.008109311553642223,0.010801304702513588,0.008642297346668208,0.005476965333446622,0.006101582236451542,0.004947155533183861,0.0047709803389112725,0.0040129525323328325,0.004315418877587001,0.004651773626422776,0.007048728823618698,0.007386788744247925,0.004580534714371871,0.0036881822386836856,0.002628091089128706,0.00748072038840701,0.0023728812372464272,0.00432332164021555,0.003495271263468091,0.003219216535657673,0.007466441172716826,0.009065012661697753,0.008973325255083814,0.005052175166767937,0.003517886815929416,0.000983227277139927,0.007361337426812664,0.002335891865506759,0.00612536557487084,0.0034848736286335683,0.005169687441028373,0.005702462854488699,0.008833552017774964,0.012587070565837364,0.002480129209895008,0.00384801065150815,0.005844147915860306,0.006149046215772915,0.007290518535318595,0.005094727721428372,0.00691901299335508,0.003702215830172739,0.0035958652399851144,0.006768140756692792,0.004150932261954628,0.00819141385698803,0.006828558212460177,0.007126366354906434,0.0040407112471580854,0.0118212992969204,0.005180092431217479,0.0029629874999396962,0.008462096747049215,0.009960265003546456,0.011330008662963263,0.009219559970005592,0.005446212218336077,0.005121693673523422,0.0022760123613154047,0.0012729161527566175,0.0050634549505614475,0.002043296260519709,0.0039687319986564384,0.002425392868067582,0.0034037559294666556,0.0008618577997900463,0.0020539950081525024,0.004429872118700759,0.004877132963014843,0.004154586514428809,0.001294295352202554,0.0002615399040616967,0.00288464793915437,0.0028847889436247457,0.001476384871134628,0.0048259270603043585,0.0015242185303116851,0.00181016376722541,0.0006549434931896607,0.0004896502283289422,0.001217054202279918,0.00035338808398220395,0.000566605741252592,0.0015076052157220923,0.0007543041790089765,0.0014607746988408957,0.0019326255308026211,0.00032216773939473955
2,4275,0.0021634514130575897,0.0013595113795322863,0.000654996364881318,0.0017501438760854058,0.002427340915539856,0.0006273773168606626,0.00019284424447576416,0.002366872464895708,0.0023839294313769003,0.00038684690740395746,0.0004295890647833069,0.00033160881136264667,0.00021162965814990335,0.00035922785938330193,0.00033160881136264667,0.0,0.0,0.0002476946211820404,0.0,3.8568848895152686e-05,0.003509328623926488,0.003078586803109273,7.713769779030562e-05,0.0021025085965675097,0.0011283919960740605,0.0042257270267295095,0.001329163788481109,0.00033160881136264667,0.0022928861413082204,0.0013264352454505869,0.00276087587766327,0.0013828631096464016,0.0019179722564466185,0.0017697100170503588,0.0002476946211820404,0.0019227084810504206,0.0006069224805653425,0.0038537709419806804,0.0023254079849937812,0.0021401882332171473,0.0049784884991222545,0.0016504968653055382,0.007333233997634398,0.00846075328829007,0.011756496631301273,0.005434810023039472,0.007327618275855705,0.006278983039460365,0.01765183070369973,0.01031779253406841,0.010050499702623348,0.011783386192141218,0.011199265004180219,0.003543292269760777,0.007652140323848437,0.009314425212454416,0.008576486892244266,0.013103017942172564,0.009338915748481409,0.007133207383542501,0.00675169775832053,0.006573261344930495,0.005995542638751185,0.009070584168988939,0.007062022164624297,0.00491023583071417,0.00930813796334649,0.010413047238110991,0.004692777916991246,0.005216010864543489,0.005417884048296231,0.007632007413877515,0.004275131386008568,0.005078698426021726,0.005696615052688621,0.004136921626432971,0.010672095507775405,0.011150611432701468,0.011340037596090665,0.0062331763278539575,0.00630687299418086,0.005055644432171529,0.010024315465204511,0.006518031671342801,0.008625274792021187,0.00462720239657798,0.006614780631026972,0.008303178378990807,0.011746876216042694,0.01448087943738323,0.005762846951381196,0.007218236455657618,0.007712709656212104,0.01074005081606528,0.010707335398289674,0.007935428705854541,0.010803798324617897,0.006121016064152935,0.004561174224726977,0.00919610323223475,0.006898086300991395,0.008759498542361277,0.008889604811324144,0.009583337858973738,0.008599580631949277,0.01689995775910682,0.00957022553817782,0.0071387299594549425,0.012046400050334957,0.01319179751345089,0.018954323727239826,0.014305958537002963,0.007739807343500125,0.007271817263694789,0.005886404593070907,0.0058653666608019005,0.02924323978801648,0.025622993439703583,0.013215689989825292,0.020666175809988287,0.031166127034932,0.0030824239269320714,0.002710928640072185,0.007014901601933992,0.005712949894900549,0.0059182827151268306,0.0020139122420807804,0.002168783139994216,0.004658986300824228,0.004591347881805603,0.002141845521221286,0.006195539167627946,0.0026575710867525666,0.0018377372447511743,0.0005067267625736125,0.0011239297172298472,0.0033250805310901764,0.001067916182518467,0.0008500148619914657,0.0019926495297410765,0.0017972804902228832,0.0016132191568986784,0.001403705665276756,0.00047348964061508594
3,4276,0.007244718289352954,0.0018188969866817818,0.0003930711032933286,0.004466426016212938,0.0017513803889484467,0.0003930711032933286,0.0037746277639056115,0.0002022482188057607,0.0016203566878506706,0.0,0.0027129106513355855,0.0,0.0017325821431461376,0.0,0.0,0.0,0.0,0.0006474010911453384,0.0,0.0005163773900475619,0.0015998521489519065,0.0005163773900475619,0.001032754780095124,7.122451770798428e-05,0.001068367038949116,0.0011395915566571003,0.000909448493340891,0.0,0.0006474010911453384,0.0,0.0006643077507484119,3.561225885399202e-05,0.0007861422065866575,3.561225885399202e-05,0.0006474010911453384,0.00013102370109777618,0.0006474010911453384,0.0005519896489015541,0.0014547882158633544,0.0005519896489015541,0.01378804639361505,0.009971156444476357,0.002852088916187722,0.0018978389187333088,0.0041655966977293185,0.0002022482188057607,0.00430643998264026,0.014189902399216378,0.01017133530027178,0.006838152488731092,0.005941164011213565,0.006747483647967127,0.0072326954229404074,0.004023147662313349,0.006344491847730876,0.006823382460484457,0.005855572152782946,0.006493153660115118,0.002894981439974441,0.0063785994692096,0.008827588199909645,0.0038968993691546757,0.020116119690261405,0.012967904950801095,0.010801695812225003,0.007942326631104554,0.00790567969074539,0.0047553165136545224,0.002677642895341021,0.003280335128924227,0.005982257595352437,0.0049285866612853455,0.007761095679400516,0.004238923384906925,0.008910943969281599,0.01675554749029156,0.017761912063251506,0.014640091136983972,0.014138081087659042,0.01280913847743036,0.017963656481403505,0.024537677551117874,0.013935505760121421,0.01640180383794854,0.01757943693166112,0.009367345484017466,0.012561021266546624,0.010320123650555893,0.011790751038057868,0.007484713742941612,0.007847427917063728,0.016358540815993947,0.010032460265241417,0.011412449963011176,0.007208071348993792,0.014291417194852628,0.015107328764389725,0.01600277546623266,0.010275726489393906,0.01760839926413602,0.017812080520130908,0.008466421435495659,0.01096726428421232,0.011193699427553877,0.009095956764324896,0.0212177774780113,0.012426499143855385,0.011598128251516716,0.007173526578104251,0.014044578625742064,0.02612709321539832,0.03336893920911535,0.011070393140799648,0.0071580917494171665,0.04651836226544257,0.02643808144674042,0.04045958871104654,0.03640057761317354,0.08583820788289631,0.04141626937826086,0.034878278489294375,0.009412549675654991,0.008494316280006107,0.013565250863577665,0.013578778367365476,0.02232184219680896,0.010487794292012832,0.015012144973175571,0.014547219013620622,0.018596756883069155,0.00975243871547834,0.011507026078466273,0.0036590388914949216,0.013353234020066471,0.004938406245098512,0.009876812490197024,0.01179670335753723,0.00600784077201208,0.004065637498576066,0.0028163044755579636,0.009847850157722124,0.003781277690284703,0.0017157681300944549,0.0014547882158633544
4,4277,0.008336401242898429,0.0013894002071497384,0.0,0.0043010997717060784,0.0020841003107246073,0.0,0.004929350300152515,0.0,0.0020841003107246073,0.0,0.003473500517874346,0.0,0.0020841003107246073,0.0,0.0,0.0,0.0,0.000694700103574869,0.0,0.000694700103574869,0.0,0.000694700103574869,0.0013894002071497384,0.0,0.0013894002071497384,0.0013894002071497384,0.000694700103574869,0.0,0.000694700103574869,0.0,0.0,0.0,0.0,0.0,0.000694700103574869,0.0,0.000694700103574869,0.000694700103574869,0.0014558497822781701,0.000694700103574869,0.01812865226807503,0.013265751543050942,0.0013894002071497384,0.000694700103574869,0.003473500517874346,0.0,0.004234650196577648,0.01680570163605372,0.009097550921601732,0.0041682006214492145,0.005557600828598954,0.0069470010357486935,0.004862900725024087,0.003473500517874346,0.004929350300152515,0.005756949553984248,0.006318750507302255,0.006252300932173824,0.0020841003107246073,0.0069470010357486935,0.010553400703879905,0.0035399500930027774,0.024217849697701438,0.01187635133590121,0.01194280091102964,0.009858700600305031,0.007774600289580427,0.0020841003107246073,0.002778800414299477,0.002778800414299477,0.004862900725024087,0.005557600828598954,0.0090311013464733,0.004929350300152515,0.0097922510251766,0.021173250982888234,0.019850300350866927,0.016443249408121016,0.01498739962584284,0.014292699522267973,0.019421398547805783,0.026700647459196637,0.014292699522267973,0.01637679983299258,0.019916749925995358,0.010752749429265197,0.014920950050714412,0.010752749429265195,0.01214214963641493,0.007079900186005555,0.0069470010357486935,0.01888980194677833,0.01124810080745477,0.010553400703879902,0.006252300932173824,0.015120298776099708,0.01568209972941771,0.019097834423424696,0.012075700061286504,0.01998319950112379,0.021314833884406168,0.009858700600305031,0.012571051439476075,0.012571051439476075,0.007641701139323561,0.02431450362512042,0.01124810080745477,0.01124810080745477,0.005624050403727385,0.01429269952226797,0.023027798215936996,0.038510549219969416,0.01187635133590121,0.007013450610877125,0.06120005868971692,0.031327954235997546,0.0244734540291605,0.016880834962443227,0.16112700527037516,0.03265958861927992,0.0069470010357486935,0.009925150175433462,0.010553400703879902,0.014854500475585982,0.016310350257864148,0.026996650112000916,0.0128368497399898,0.017270848661952748,0.016509698983249443,0.022695550340294832,0.012571051439476079,0.01396045164662581,0.0035399500930027774,0.015947898029931438,0.006318750507302255,0.012637501014604511,0.014588702175072256,0.007079900186005555,0.004995799875280947,0.0028452499894279083,0.012571051439476075,0.004862900725024087,0.0020841003107246073,0.0014558497822781701
5,4278,0.008195359026182207,0.0013719993217608645,1.1153227071088081e-05,0.004143677114486342,0.0020842934387341598,2.2306454142176162e-05,0.004819825202715587,0.0,0.0020245393014280324,0.0,0.003374232169046721,0.0,0.0020245393014280324,0.0,3.744768316395128e-05,0.0,0.0,0.0006748464338093439,2.2306454142176162e-05,0.0007608950272083352,0.0,0.0006748464338093439,0.001349692867618688,1.1153227071088081e-05,0.001349692867618688,0.001349692867618688,0.0006748464338093439,0.0,0.0006748464338093439,1.1153227071088081e-05,0.0,0.0,2.2306454142176162e-05,0.0,0.0006748464338093439,2.2306454142176162e-05,0.0007083061150226084,0.0006748464338093439,0.0013858388963627394,0.0006748464338093439,0.01759368883381348,0.012869381498192676,0.0014803543693020318,0.0008015199335420005,0.003571813033156593,3.744768316395128e-05,0.004243960350438879,0.016455034105951147,0.00890813124979816,0.004238683463064563,0.005600340336535312,0.00675961756516453,0.004774305707963005,0.003571813033156593,0.0048269904278359895,0.005750214107882106,0.0061716801303522304,0.006350464435627959,0.0020976087258232027,0.006825139465483901,0.01033281529143201,0.0034496056420172793,0.02339676650794682,0.011652512192275286,0.01163827754972174,0.009604364782285177,0.007755528370650417,0.002215337239372902,0.002935178880421998,0.00293488213431086,0.004769302542860558,0.005503520815020634,0.008954810410413213,0.004819825202715587,0.009631578593842543,0.020651778239265874,0.01934480994218545,0.015955532351804212,0.01458979166869552,0.013948833395925012,0.01889478227286788,0.02570807418306461,0.013986663378044361,0.015782957058363575,0.019367976801925684,0.010397405067290606,0.01448893451841307,0.010454186365797806,0.011781572779274321,0.0068938258199767125,0.006935274274087624,0.018446113726165916,0.011079333687529365,0.0103018999691921,0.0062355308462925755,0.014500170784175141,0.015280590110307612,0.01854602131953341,0.011875073089061852,0.01936629284855038,0.020589248603112058,0.009564755039103272,0.012388510225497917,0.012365821472400342,0.0075183043514847345,0.023876960184743043,0.011150680700471972,0.01100482062015686,0.005567358761964704,0.013833313123263443,0.022144358499489196,0.037230079631210264,0.01157545476592943,0.006980793768840207,0.05956084122972547,0.03052692104794651,0.024006485952996284,0.016624846669540373,0.16000954353652005,0.032169935524713644,0.006957198429274402,0.009749881021722155,0.010399204427945829,0.014395196412380845,0.015822088694902824,0.02611244036907216,0.012460789513989748,0.01662099255060875,0.01596114535726375,0.022010831803896822,0.01241599775932715,0.013674889433685366,0.00372904271320467,0.015657025549387926,0.006201580289440382,0.012276058599322534,0.014182928337067314,0.006902816987029846,0.00482429131130893,0.0028442691104779935,0.012362644249230626,0.004804588166006554,0.0020579989826412966,0.0014081453505049156
6,4279,0.007988889556928658,0.002908998681317803,0.0010683370138286727,0.0025985060943279877,0.0016667716489975144,0.0003466554974135044,0.002731354641724025,0.0,0.001158486980490687,0.0,0.0019308116341511452,0.0,0.001158486980490687,0.0,0.00016162917109332272,0.0,0.0,0.0003861623268302288,0.0003466554974135044,0.0008827484177236271,0.0,0.0003861623268302288,0.0007723246536604578,0.0001733277487067522,0.0007723246536604578,0.0007723246536604578,0.0003861623268302288,0.0,0.0003861623268302288,0.0001733277487067522,0.0,0.0,0.0003466554974135044,0.0,0.0012811715919521496,0.0003466554974135044,0.0009061455729504858,0.0030711901221959904,0.00029225833906605246,0.0003861623268302288,0.010946631209929829,0.009715373439252462,0.005558791908560141,0.006881764108785522,0.004160675212112067,0.0015124096231219992,0.007663268912169293,0.013049326839356615,0.009402349344567313,0.011545143653541198,0.008134673317231517,0.004946493390822555,0.0040896857961077535,0.0050556844772339845,0.0041580457305796315,0.0033238842698589907,0.008014210879262683,0.0073391492517309795,0.010436038555051682,0.0065872546510136855,0.00744889044784064,0.0040312806398664055,0.012619496267467667,0.010624202316487762,0.011019909319439395,0.00981161169623293,0.010370182587495946,0.005420598464978128,0.008168992251773652,0.016083923384669473,0.007190059399821937,0.007327128303834221,0.01093439777308611,0.004098668202444293,0.007438440795831857,0.01745124576806113,0.013331781187570894,0.012605828451943772,0.012296686852261986,0.010408206597748092,0.01679877875326328,0.023743614253110307,0.025663895210808505,0.008061960185076109,0.01621302543983779,0.010004001891535658,0.014868018771468835,0.014915589583908732,0.008570823371320714,0.008549405827112017,0.010711345436275667,0.016405924586475985,0.017680332899799294,0.01175757879870819,0.016929227257466796,0.009973679540570156,0.012144442144106397,0.010355994598105545,0.013422044378537943,0.019305531297126477,0.012830928229031594,0.007874078062701939,0.012252101887211287,0.015200409654559039,0.008573435815406276,0.019850399854705034,0.010828668381571876,0.01139361660617722,0.008886530221658345,0.009000216968324318,0.00886633136059697,0.0171116006927992,0.010721229902939274,0.011598803999042541,0.040911992959760966,0.021961175719504282,0.018154348513095876,0.013220931388199431,0.020056329509061027,0.025043508540661216,0.008054833125213804,0.010606632640913875,0.008706297948744772,0.010723745667589431,0.010501139089612265,0.01716279589625623,0.010690257057785868,0.011022753701176119,0.016280286205728182,0.017149765242527645,0.010398610975106398,0.01449836426884198,0.013051694046873775,0.012131805596854383,0.007781789400419467,0.01063450700578081,0.009194278985955073,0.004212201991940567,0.006412534056067893,0.006278305950229053,0.010680737369235959,0.005070413595496067,0.002573479491732864,0.0033239416318453186
7,4280,0.008308240929465398,0.00531588375252838,0.002589008130883959,0.003043467516424248,0.000882996269077491,0.0006331837895596558,0.0009849982826402389,0.0,0.00020680123614069218,3.262390934344493e-05,0.0003446687269011539,0.0,0.00020680123614069218,0.0,2.3457720851151623e-05,3.586547719771347e-05,0.0,6.893374538023074e-05,0.0006331837895596558,0.000399817172518917,0.0,6.893374538023074e-05,0.00017373296795817494,0.0003165918947798277,0.00013786749076046147,0.00013786749076046147,6.893374538023074e-05,0.0,6.893374538023074e-05,0.0003165918947798277,3.586547719771347e-05,0.0,0.0006331837895596558,0.0,0.0023772154586820756,0.0006690492667573694,0.0010187094297197145,0.0068861824536926245,0.0,8.524570005195319e-05,0.0032254037157823435,0.008485041660544715,0.008656722069069726,0.011750657046084243,0.003978449874920437,0.0023839168660224324,0.01025237730777023,0.011669645164764774,0.010035923402114785,0.01960624791829755,0.005635704247415801,0.0013059235529812982,0.003105006777418478,0.006413881542341411,0.0046894805819642825,0.001877222613967342,0.009165414076559839,0.004925832787676821,0.011084166976748027,0.005056343690022352,0.00625888541327914,0.002118159651942878,0.006110876427266166,0.00617495304978218,0.006273949257349857,0.009803276625891357,0.0058964947048803975,0.006300576512007223,0.00880871999502513,0.02001741950445411,0.00460663772894921,0.004025633620993837,0.007621422551857546,0.0013306867832003002,0.003934239510321682,0.009068795017702143,0.010744057271345241,0.011350896642641635,0.0077495455644702544,0.006696317931202693,0.012994490353919554,0.027979811530964845,0.0421158401252165,0.002422504710731348,0.014087606613211304,0.009125389076024256,0.005644940172731074,0.016715537884481116,0.007075137641541692,0.009289163839694576,0.014673382878114689,0.013114285611457232,0.023509601662915634,0.011948848182259603,0.02650188456893727,0.011414181473661024,0.00638238212414702,0.0026595325391406723,0.012160102043474674,0.021878969664695568,0.00895890314609902,0.002095925373858205,0.00959449200941939,0.014576332428164588,0.008777868038566136,0.013595324977300259,0.010108842782731007,0.00842213738689508,0.012916688163511512,0.008985237464429285,0.005115664615325361,0.007975629411129628,0.009891026598631409,0.017420996150324136,0.021541478375231952,0.011024118275479739,0.016744888156229674,0.011394560841837719,0.007051098915550901,0.013172645605103768,0.009135607104794514,0.01202334382763754,0.005343806259701337,0.008036963962050735,0.007976032205506408,0.009435736271970644,0.011984363918175383,0.01098476365214259,0.017834604557959186,0.017020337578850374,0.004985571154249532,0.00777121374448567,0.02027181054445043,0.013748030687664822,0.008416165266441096,0.007472713917871311,0.0019207328433729822,0.0017229812947778388,0.003950075607002317,0.006901169111544043,0.009929220210680491,0.0036069183313224445,0.003481170588453744,0.007466744452543772
8,4281,0.005979891051491485,0.00416818762032357,0.0021300756516069424,0.002665120282237068,0.0010201396218052282,0.0005625160191506762,0.0005625160191506762,0.0,0.0,0.0007790951243272996,0.0,0.0,0.0,0.0,0.0003895475621636498,0.00011187329870944851,0.0,0.0,0.0005625160191506762,0.0002812580095753381,0.0,0.0,0.00011187329870944851,0.0002812580095753381,0.0,0.0,0.0,0.0,0.0,0.0002812580095753381,0.00011187329870944851,0.0,0.0005625160191506762,0.0,0.0017878157887685011,0.0006743893178601249,0.0008437740287260144,0.005027827470177158,0.0,0.0003895475621636498,0.0003614519651249494,0.0060413271252722925,0.0077827095437451475,0.00953616636679425,0.005199420827731157,0.0033592326058873748,0.007624852714604793,0.011542216553842589,0.008391880514118212,0.016236504574272708,0.007791833304535307,0.0030973895468951866,0.004973078689640716,0.007321073297844752,0.006364410859403491,0.0038947372850879204,0.008646184806231732,0.004497804353867741,0.008703382839788143,0.005569228698896989,0.007846679635975733,0.003023500407426025,0.005220670926317754,0.005336460539519311,0.005669530797850847,0.009524371165633061,0.011640216979720624,0.007457713330175295,0.0066342900441257735,0.012005883686073403,0.005329001214677447,0.005964288814431931,0.00701199889464577,0.005030584702798692,0.008054181555825395,0.011404442394285999,0.008178126194130352,0.010697920398582863,0.00679608822009813,0.009756865874826383,0.009627416592175045,0.023780395196787957,0.033886801818174425,0.005818630534151519,0.009754233906020744,0.0074729118621399545,0.004739355434137819,0.012633323922547715,0.005878589211850684,0.008143468316049,0.01350350292691528,0.010759170939838207,0.01981698341513822,0.008562959218862569,0.02102575095951664,0.01027248848675388,0.007668096973470678,0.0030895801637050137,0.010796598721754338,0.01832376450674234,0.009243454071560953,0.0028282317699488075,0.008661138426813255,0.013963286342382485,0.007367849090984816,0.011346425789831657,0.010903045929729896,0.00542097180390742,0.011200714650038508,0.009496473903727065,0.005907665982095499,0.0080700853178914,0.010055363096111842,0.014823633926900719,0.012694428223670375,0.008412839845965825,0.011245586149092348,0.008396811573741001,0.007051601064794855,0.009165212084971086,0.007340275254604709,0.011192555764241548,0.007325100471291256,0.005002937312379719,0.005064684216078644,0.006003141920150799,0.007904471404656185,0.008111705522348137,0.010233747627579486,0.011838946179691829,0.0019358283198468108,0.006208466863934024,0.013687822951552934,0.010124026869467907,0.006008436918232625,0.004208739099790416,0.002984594442194414,0.0020093174139832427,0.003336214911864561,0.004875389889393621,0.0075824563082665195,0.002439000802576861,0.00353976283557582,0.006141713989655955
9,4282,0.0010186446781865455,0.0017380969191766653,0.0005235378294045545,0.002006125518246201,0.001174552456858285,0.0005110184606700385,0.0005110184606700385,0.0,0.0,0.0009936066763303391,5.411439675668612e-06,0.0,0.0,0.0,0.0004968033381651696,0.00012747679804917553,0.0,0.0,0.0005164299003457071,0.00025550923033501897,0.0,0.0,0.00012747679804917553,0.0002609206700106878,0.0,0.0,0.0,0.0,0.0,0.0002609206700106878,0.00012747679804917553,0.0,0.0005110184606700385,0.0,0.00012747679804917553,0.000638495258719214,0.0007719391306807265,0.0,5.4114396756688054e-05,0.000507626217516507,2.1645758702675172e-05,0.0011609218196504327,0.0030675750619185258,0.0036544610367099336,0.008948493756624964,0.00401403730591683,0.0023201175632445114,0.009858569355538414,0.007042952518443034,0.006120610822967574,0.007103718798311185,0.003989222705873772,0.0058364643999488115,0.006994364868900329,0.008179517538909631,0.0089173306541109,0.010771321781711375,0.007827468719978973,0.005225272399239682,0.006978259441872305,0.008073031560000653,0.004344497332652683,0.0037467870072842844,0.006207069760568223,0.004170494800790146,0.009255057372263946,0.01378474211496624,0.007988725053783417,0.005317597634201207,0.006619756800406665,0.009999745489426354,0.010253683798813902,0.010512058489126128,0.007988725789396243,0.009431594783367584,0.01174558651034141,0.004203067190256696,0.007159955407389722,0.007358512160825536,0.012161542535683304,0.010741074944991208,0.009680844658884453,0.012642113407159095,0.011191676727707628,0.010183859375681855,0.005056093214506327,0.005743914291948485,0.0047334489637235605,0.0049624573655297315,0.005893816620362979,0.008299554175476438,0.005255557895990944,0.009177328688365962,0.005626049799451502,0.010984064806591708,0.004907877850190452,0.007703447584588894,0.0053132292162946,0.009181207583439061,0.010513463613678074,0.009282144157315464,0.005838337966646632,0.008823492484008783,0.012364498765647264,0.004913844188489963,0.009463615249794078,0.008461820717516572,0.006616369739675396,0.007624940704201062,0.008077108329389834,0.006731005197463925,0.00807244633909081,0.00973148655773092,0.00798604804678487,0.006865786327662377,0.009002196401814268,0.003965294501265249,0.004786987664132256,0.005851176718956826,0.00890287707410656,0.0038395134569864263,0.0067975389220164915,0.008691436996815717,0.007140405597899002,0.0032315074873696496,0.0060316067128186645,0.003197234265657625,0.0030004422483092593,0.002083094775556346,0.0025473604933504046,0.0022827248730472273,0.004125081910622918,0.0013012111068999087,0.005593883807147834,0.0010974751052733077,0.002123812197815717,0.00566544383162079,0.0031915008544558233,0.004285888213940862,0.002279565556991405,0.0035389479731586073,0.0016103871940297805,0.0022003050641036786,0.0029259215177093907
