Dataset	Accuracy	HammingLoss	Coverage	RankingLoss	Avgprecisionmacro	Avgprecisionmicro	ROCAUC	f1scoremicro	Recallmicro	f1scoremacro	Recallmacro
classif20x20week_callin	[0.4, 0.43902439024390244, 0.41025641025641024, 0.4, 0.4883720930232558, 0.34210526315789475, 0.4358974358974359, 0.375, 0.3157894736842105, 0.5714285714285714]	[0.255, 0.21951219512195122, 0.2153846153846154, 0.2, 0.20465116279069767, 0.24736842105263157, 0.2, 0.26, 0.23157894736842105, 0.13333333333333333]	[3.0, 2.902439024390244, 2.769230769230769, 2.875, 2.697674418604651, 3.0526315789473686, 2.8461538461538463, 2.85, 2.8684210526315788, 2.619047619047619]	[0.18333333333333332, 0.1727642276422764, 0.14957264957264957, 0.11875, 0.15697674418604649, 0.16666666666666666, 0.1474358974358974, 0.13541666666666666, 0.15350877192982457, 0.08928571428571427]	[0.7395231017946533, 0.7080484521736826, 0.6779151056515719, 0.853245357329903, 0.7703625888715353, 0.6432747750287483, 0.8277015950749929, 0.7634421268048118, 0.7408860731493029, 0.8065091760641419]	[0.8209062788824539, 0.8069653642956863, 0.8610424748145458, 0.9012332637089163, 0.8882487803384322, 0.8108152545191144, 0.873277604247494, 0.8734616767396555, 0.884619733204923, 0.9270250633263686]	[0.8581047130941614, 0.8529639674544751, 0.8772393697388301, 0.9013950220794862, 0.9079227224388515, 0.8245088245088246, 0.8940687006614039, 0.8812224006423124, 0.8871777703381319, 0.9353906823184153]	0.723004236177	0.704615384615	0.846153846154	0.81914893617
classif20x20week_callout	[0.55, 0.41025641025641024, 0.45, 0.5121951219512195, 0.37209302325581395, 0.46153846153846156, 0.34210526315789475, 0.43902439024390244, 0.45, 0.48717948717948717]	[0.145, 0.19487179487179487, 0.2, 0.2, 0.23255813953488372, 0.18461538461538463, 0.24736842105263157, 0.16585365853658537, 0.175, 0.18974358974358974]	[2.625, 2.769230769230769, 2.8, 2.7560975609756095, 2.883720930232558, 2.717948717948718, 2.789473684210526, 2.731707317073171, 2.55, 2.6923076923076925]	[0.09583333333333333, 0.11752136752136752, 0.1375, 0.12195121951219512, 0.1511627906976744, 0.10683760683760682, 0.15570175438596487, 0.09146341463414633, 0.06666666666666667, 0.10897435897435898]	[0.818068138833824, 0.7825348227112013, 0.7011042253231825, 0.8288324245001112, 0.7802906738880648, 0.7595653159370046, 0.7084847906444103, 0.7979460084991742, 0.8430728113906989, 0.8541711340744588]	[0.8985252381403905, 0.8698069749879084, 0.873143541956143, 0.8775427713234815, 0.8566966755726684, 0.8955515791693776, 0.8043294218321578, 0.9120808172218265, 0.9214258096293633, 0.9199352756509779]	[0.9168181818181819, 0.8842009814380201, 0.8929547525053143, 0.8909850230414746, 0.8758260869565216, 0.906190375238499, 0.8572232856660286, 0.9195948540706606, 0.9329065429982861, 0.9284802043422733]	0.702989787704	0.680183150183	0.783625730994	0.770114942529
classif20x20week_internet	[0.4, 0.38461538461538464, 0.36585365853658536, 0.40476190476190477, 0.39473684210526316, 0.4, 0.5, 0.35, 0.4, 0.45]	[0.245, 0.2564102564102564, 0.23902439024390243, 0.22857142857142856, 0.23684210526315788, 0.255, 0.195, 0.27, 0.25, 0.235]	[3.15, 3.076923076923077, 2.975609756097561, 2.880952380952381, 3.0526315789473686, 3.125, 2.95, 3.125, 3.1, 3.05]	[0.19791666666666666, 0.17948717948717946, 0.15040650406504064, 0.17261904761904762, 0.1469298245614035, 0.20833333333333331, 0.14166666666666666, 0.2125, 0.19374999999999998, 0.19375]	[0.6853336902912354, 0.6987491620558799, 0.7330864296070398, 0.6867551438841503, 0.7088409449656898, 0.6485760782402984, 0.6898571103077444, 0.6410769238743, 0.7369334874731271, 0.7022729717472666]	[0.8124088244847661, 0.8459856717183183, 0.864623103812189, 0.8288262744169264, 0.880948067465162, 0.8316486573669577, 0.8704799804814993, 0.792470154190882, 0.8384242958647841, 0.8387999808532345]	[0.8394495412844036, 0.8516389953171563, 0.8761454753722795, 0.8579277864992152, 0.8774444444444445, 0.8494786921753213, 0.8747987117552335, 0.8164988302309022, 0.8526565177941325, 0.8577621379028968]	0.554726210941	0.580506993007	0.728323699422	0.732558139535
classif20x20week_smsin	[0.5365853658536586, 0.3684210526315789, 0.3333333333333333, 0.4634146341463415, 0.4594594594594595, 0.43902439024390244, 0.43902439024390244, 0.3902439024390244, 0.39473684210526316, 0.4]	[0.17073170731707318, 0.2631578947368421, 0.22857142857142856, 0.22439024390243903, 0.23243243243243245, 0.1902439024390244, 0.17073170731707318, 0.2048780487804878, 0.22105263157894736, 0.21]	[2.8048780487804876, 3.0, 2.9761904761904763, 2.8048780487804876, 2.945945945945946, 2.731707317073171, 2.707317073170732, 2.707317073170732, 2.8421052631578947, 2.8]	[0.13211382113821138, 0.20833333333333331, 0.16071428571428573, 0.19105691056910568, 0.1689189189189189, 0.09349593495934959, 0.10365853658536585, 0.08943089430894308, 0.15131578947368418, 0.13125]	[0.8183741483966489, 0.6659548257536815, 0.7797656589508659, 0.686089094737728, 0.6989146871975931, 0.8454695058242947, 0.76735174526012, 0.8276664070950648, 0.793590578403209, 0.8278445985177184]	[0.885032532534737, 0.811854432133168, 0.8671976246183739, 0.8453780331710488, 0.8613281565496628, 0.9070754361022073, 0.8948966689251961, 0.8873052608084856, 0.8526985582627398, 0.8906651617557582]	[0.9051077337437475, 0.8456582633053221, 0.8808936403508771, 0.8774184092241548, 0.8668792818332153, 0.9179605137051946, 0.9065860215053765, 0.8927272727272727, 0.8860504201680672, 0.8996074879227053]	0.593071847507	0.608548951049	0.76404494382	0.739130434783
classif20x20week_smsout	[0.4418604651162791, 0.4878048780487805, 0.3076923076923077, 0.48717948717948717, 0.475, 0.46153846153846156, 0.4358974358974359, 0.45, 0.475, 0.4]	[0.21395348837209302, 0.17073170731707318, 0.27692307692307694, 0.18974358974358974, 0.19, 0.20512820512820512, 0.2358974358974359, 0.215, 0.195, 0.205]	[2.7674418604651163, 2.7560975609756095, 3.128205128205128, 2.7435897435897436, 2.775, 2.769230769230769, 2.948717948717949, 2.775, 2.725, 2.875]	[0.12209302325581395, 0.12398373983739837, 0.19658119658119658, 0.12179487179487178, 0.13958333333333334, 0.15598290598290598, 0.18162393162393162, 0.14791666666666664, 0.12083333333333332, 0.13125]	[0.8244896528739478, 0.8421515369794405, 0.7477385174192, 0.7561381483895698, 0.7231719711264732, 0.7319278703698416, 0.6493718598230432, 0.786456364491012, 0.7927556191081968, 0.8468849188926406]	[0.875830181561773, 0.9105267167410086, 0.8573994566640608, 0.8577497225083723, 0.8660036411957641, 0.8711185415039298, 0.7913300004094872, 0.8794770729878785, 0.8706781382976363, 0.8969339001245425]	[0.8945489376523859, 0.9208830319353597, 0.8625845308537616, 0.879948914431673, 0.8865775888247798, 0.8932085561497326, 0.8361958608918284, 0.890059481802601, 0.9017857142857143, 0.9026228519746758]	0.596905222437	0.608402014652	0.77094972067	0.741935483871
