,cellid,callout0,callout1,callout2,callout3,callout4,callout5,callout6,callout7,callout8,callout9,callout10,callout11,callout12,callout13,callout14,callout15,callout16,callout17,callout18,callout19,callout20,callout21,callout22,callout23,hwr
0,3911,0.00046190497623919356,0.0003383302387241602,0.00013903279168972274,0.000198572496931281,0.00013903279168972274,3.0393587898031125e-05,0.0010390961975660952,0.008886583163666495,0.020143706073274273,0.021501743151179777,0.023857772914868368,0.0250749530967494,0.020513914446373273,0.014278009911606002,0.01643438888600744,0.02060831548557404,0.02619845242207259,0.025946206345691135,0.017392734893679093,0.012737793616717057,0.010466829234815775,0.007427533513949861,0.0021874036342030847,0.0027047650017978917,1
1,3912,0.0005077532581792212,0.00033796557059248165,0.0,4.5073589427619635e-06,0.0,0.0,0.0012168195915801963,0.007904481688823737,0.014577341423173795,0.01727615884175248,0.01712378615835482,0.019350922932870798,0.016638633073478452,0.011076206373088248,0.013812454211624503,0.01486289715521346,0.020062049148841788,0.01967138764338708,0.017635389071447478,0.012002890866902542,0.009501991205316463,0.006503232355298717,0.0011387852361999995,0.0010814610586593783,1
2,3913,0.0003074213868440857,1.8558051674151785e-05,6.829042289532898e-05,0.00012905499812676652,6.829042289532898e-05,3.002600595537729e-05,0.0034562151175851954,0.01075709907050719,0.02058647073575762,0.028711720935356982,0.027772350601512785,0.027000353804546993,0.022721405699675377,0.017690475990756283,0.023116557224153098,0.023277080785988932,0.029671461250721613,0.02596899851555025,0.03193441630853506,0.015539883913019187,0.01286991826707561,0.008423020381887485,0.003945091120479041,0.0015720133584583799,2
3,3914,0.00044919896253948073,0.00012859459605240459,8.482539877834696e-05,9.548577315100585e-05,5.975468091612481e-05,0.0007747996006374303,0.0044076888845365975,0.010270574918812243,0.01876424113304641,0.02477330606741683,0.023242669378868857,0.023903731673084173,0.023809034395680384,0.016101632475653008,0.02184046056415901,0.02292963568335266,0.026407445722160985,0.0273585089070482,0.023295940619840874,0.016111543991053585,0.011351450914956956,0.005753707292901072,0.002936455404366865,0.0009871655321806192,2
4,3915,0.00016411797557801022,0.0004879047889604515,0.0006438930318308053,0.0003739340685476932,1.527757524536799e-05,0.0004549542635931343,0.0074491383485682915,0.007353515859253311,0.01800241312958927,0.02639602030477058,0.031749034332329854,0.03208464760999681,0.031496154508992916,0.018070534013515847,0.026799403923847824,0.030748391160113818,0.027170694230003498,0.025361882727306856,0.023041902416204216,0.01562994575030996,0.010470832815920993,0.0063917595045303996,0.0032555050972633733,0.0020610640796256104,2
5,3916,4.340002304157209e-05,5.6880949519302436e-05,4.351701076032978e-05,3.130362653417884e-05,0.0,3.80531351332673e-05,0.0030860681095182998,0.003449596061265946,0.007671605564872611,0.010048731971893467,0.007845343486339605,0.008836094471512262,0.012987013848035935,0.0070291216539687595,0.009168632959713987,0.010900195654594736,0.010027890613782767,0.01050075009057986,0.007840868724410957,0.0057189293776072365,0.004685584400509699,0.0027978500726923944,0.0008135563465589464,0.0003341188321778599,2
6,3917,5.459667239833062e-05,8.103524230276597e-05,2.502688793449439e-05,3.7946159616338807e-06,7.124664558621046e-05,2.5729691592366228e-05,0.0009563276631682315,0.0040706779502164775,0.013126691704097164,0.018102255488341972,0.014758577560597346,0.021036702834391335,0.018548184184915457,0.012160393443552684,0.014865139074099925,0.01527741865914722,0.01794925104382078,0.016156353289016226,0.01548409740626552,0.011970467442322025,0.008401058828204777,0.004903658343459265,0.0031897238781623287,0.0011348994968508818,2
7,3918,0.00013726221420102183,0.0003421722387148401,1.4470211157806908e-05,1.1919923231045895e-06,2.9984376622485395e-05,7.183027016561473e-05,0.0007718640659140702,0.003718212318943272,0.008570558924965542,0.00917882329524712,0.01187107819056225,0.012271233612247844,0.010009013041025045,0.010075367921356815,0.009141942087247371,0.009205296071774095,0.011129558717433994,0.012195914980612921,0.011388573494868966,0.007414786497412542,0.006320592308990817,0.0036977765146731403,0.0013354270805888224,0.0007141332284104661,2
8,3919,0.00015639672244916706,0.00015219794490998177,1.6684591957527285e-05,4.1748447231981545e-05,6.278608788019538e-05,9.436357356328357e-05,0.0008787713001629877,0.0023253268980074383,0.007317088523724476,0.00679074148037186,0.008953030178175413,0.008655126886095472,0.006952622668072099,0.0064877378657244335,0.007038520499454518,0.00683381066218692,0.009762936976803922,0.009080485452314964,0.007307353105714092,0.004875453582697605,0.0031179868859024565,0.00218456327471508,0.001032253901379562,0.00030639275339511133,2
9,3920,5.819925802517453e-05,0.00014145110296350804,1.8764105047775083e-05,4.262100488705852e-05,3.14304846939442e-05,0.00014785505408987715,0.0013695332123558556,0.002280673095188114,0.007658699374002575,0.0071968590657002845,0.008722468032244813,0.008051486555232861,0.0073878625274554285,0.005509542040345608,0.006688122811215322,0.006846554340576896,0.009322518579684384,0.007435131471178751,0.006890728054216279,0.004651023871738509,0.002386343789613079,0.0018269788403329997,0.0007638891711647329,0.00029735780844670904,2
10,3921,2.242522991925173e-05,9.123859014472247e-05,1.2746403811090016e-06,5.4969551172360446e-05,2.0851988018750816e-05,0.0002488007038091638,0.0006762506928735114,0.001999043646459583,0.005997127879961288,0.006464506252740329,0.007886329018386361,0.006665866010421925,0.006372580241535653,0.005101963864593261,0.005710736392051055,0.005705825563277578,0.007889850226034995,0.006270155723580236,0.006138346692022097,0.0033954052048944874,0.0023611620438738624,0.0011873729336755047,0.0006429176774613438,0.00040742614963263296,1
11,3922,1.4896774529980038e-05,2.4771168506658524e-05,9.401588315045106e-07,9.401588315045106e-07,9.401588315045106e-07,0.00023165312500711795,0.00025504802701403057,0.0020369430979077572,0.004614431752674827,0.005947784910591402,0.006174016684924248,0.0049725580656424595,0.004105379450600361,0.003585025806630257,0.003831647031262809,0.004275351269018539,0.004647746324374137,0.0038216297540855496,0.006531136369024695,0.006025627493550098,0.002963450900652262,0.0005384060095659038,0.0002351248073755694,0.00012895948376087177,1
12,3923,1.914834017380583e-05,1.4570149954079913e-05,1.3196668826449633e-06,1.3075608086202042e-05,1.1116284552275863e-05,5.5907786543700354e-05,0.0001295493098219564,0.0018586696230443586,0.0038336139542858414,0.006319471480227613,0.007842724932657382,0.00614897786161604,0.003028867854795496,0.004471577690928903,0.002986554406429872,0.0025623248554136075,0.007077164140213973,0.0067610175202079134,0.0033182284640350503,0.003631337863740684,0.0018358344585374154,0.0008965537853623516,0.00013429822777083004,6.236188266691765e-05,1
13,3924,1.3225568254789083e-05,0.00012074930999039832,3.585606231864086e-05,7.18657100407811e-05,6.586410208709096e-05,0.0003221086239871146,0.0006631998226667509,0.0026734697019692344,0.007678998788375746,0.0074109408002718214,0.0076468970753984155,0.0074886109361208915,0.005583076574706933,0.005142308160376744,0.007145894755471644,0.0068025754550068715,0.007751192686012472,0.007872772293745074,0.007313932139706502,0.005217462732921586,0.0034346542481920326,0.0015922625659580544,0.0009850299427532903,0.0004920999500245223,2
14,3925,1.086084936908329e-05,0.0001010536739961813,3.734403227817084e-05,7.273313139571856e-05,3.734403227817084e-05,0.00028967461482814366,0.000585713494919551,0.0023692253212420147,0.007566705925429697,0.006766839527976789,0.006930344565241227,0.007217859584294022,0.005574417548249213,0.0049134998639403776,0.006951793670110507,0.006293836304985806,0.007395826164257812,0.007413133800204746,0.006780428518002271,0.004927267511707007,0.0032179491703682073,0.0015588321906162665,0.0008843362900206141,0.0004673382384205822,2
15,3926,1.4962342593030232e-05,0.00010754002761329192,4.0127290187795685e-05,5.997135475259703e-05,4.0127290187795685e-05,0.00034417421213558524,0.0006663498005794491,0.003312159182228836,0.009444167549905201,0.00945236251419117,0.009938879887431367,0.009426529660222085,0.00751567157904335,0.006793666676463668,0.00885576089895345,0.008420172659417682,0.009909661746063163,0.01004322883460395,0.009036363491966693,0.006443844333589586,0.004616040659768312,0.0018949470664987795,0.0011988735982225427,0.0007181830641435937,2
16,3927,4.951614713194518e-05,4.437765803796394e-05,2.4593853581991442e-05,9.920893084548761e-05,2.4593853581991442e-05,0.00038064822336011294,0.0006560368419583067,0.004900918531141971,0.01242013958390693,0.014551527912343355,0.014530947558865786,0.013708706711826273,0.01169387297499225,0.009986308683366325,0.011439000567835986,0.010796830518583158,0.015386520969332717,0.014005027657261188,0.012193444547177747,0.008996308044911926,0.006248535892473517,0.002498962073055676,0.001587913667313909,0.00116695193305827,2
17,3928,7.831962196766814e-05,4.9253339811104505e-05,1.5564615230775693e-05,2.1127728640077087e-05,1.5564615230775693e-05,0.0002310574495454137,0.000284597158526074,0.0021842724531699054,0.006845999258198337,0.007066595445826778,0.006701831082538122,0.007736560527992536,0.005957207864015077,0.004572042603302016,0.005819706960922018,0.0056551720856110954,0.00714270328991498,0.00730790314643335,0.00612668327221189,0.0045032394613195486,0.0034107951087265693,0.001500283819590402,0.0006149327153343834,0.0006007955495180616,2
18,3929,5.408780689413963e-05,2.7041343947390142e-05,1.2513439357056732e-05,1.2513439357056732e-05,1.2513439357056732e-05,0.00017074966754158883,0.00021013565795288444,0.0015861987065110012,0.004775959820372379,0.005286744407389867,0.004883911842392703,0.005595614458373701,0.004210781193716635,0.0032613728944404724,0.0041125666904285344,0.004080149249897858,0.005059088767719947,0.005153514120153021,0.004345378649530294,0.0031787953761478914,0.0023831876431215215,0.0010232165629759987,0.0004451971344459894,0.000430520954393803,2
19,3930,4.262644139069581e-06,2.4356553027072435e-05,1.8737832590249112e-05,1.8737832590249112e-05,1.8737832590249112e-05,0.00013458191915538645,0.00021500875541109244,0.000824924893893184,0.002569486967539067,0.002700115056186262,0.0024842255473820534,0.002837870255543638,0.0018867183761578931,0.001653708071812308,0.002292696640200054,0.0022805432284579404,0.002230178140465818,0.00250638633143243,0.002241616623711381,0.0016483334233487377,0.0010866481060133751,0.0004989089902694682,0.00026464704379458755,0.00014810706870784258,0
20,4028,0.0005966316433365003,0.00039775442889100024,0.0,0.0,0.0,0.0,0.0002004313356264679,0.005526831642672556,0.011999251132720807,0.012215216348074058,0.014169013028920603,0.015439818747129899,0.014019868097219858,0.008139530081862733,0.010151293014263903,0.012823339570882457,0.01419368490514536,0.017724025931945914,0.01165840193039386,0.009304340755253711,0.008033923567339651,0.005416547992406475,0.0005974087039269841,0.0007955088577820005,1
21,4029,0.0002967689916642128,0.00019784599444280855,0.0,1.2273175341142021e-05,0.0,0.0,0.0011189979259262723,0.008958951328645118,0.015924847417569037,0.02007164882690352,0.021352777404190705,0.020905312551174636,0.01752519349382139,0.012092692470926661,0.0162343739171764,0.020895343094054185,0.0179220481725937,0.022168639415533407,0.021188891261975033,0.012121728905391885,0.007223426149415889,0.005884416363240367,0.0012234905236764087,0.0008247020217699139,1
22,4030,3.9859160348038936e-05,9.517633492664586e-06,0.0,9.273943557272534e-05,0.0,2.0848055095763703e-05,0.0019910483416656034,0.011004246367715916,0.018145139445710123,0.023471501841614444,0.02503878666679733,0.02118349967252962,0.01804705065668591,0.012790638714005806,0.019230870963460933,0.024798356448473294,0.016559028152905414,0.02163615916999594,0.024897720748256854,0.011506362388927898,0.005398380769180854,0.004850339087552409,0.0018237119454286956,0.0006206456833225888,0
23,4031,0.0003520584517274075,0.00035727177962923236,1.7675490676980946e-05,0.00011214647139264896,0.0,0.0005157773998997199,0.001782323262328303,0.0086598204004939,0.013574643151643367,0.013095498703446836,0.0170771954852452,0.020513035104035238,0.017217987816026962,0.013507390687976581,0.014493619209470692,0.015857742371263812,0.01656110548887947,0.01675139536494307,0.015752777674584332,0.009103190710205817,0.004596699266284118,0.002679764942592332,0.0020796811364693583,0.0009630699384331324,2
24,4032,0.00048738800248508907,0.0007018123038171613,0.00012952429845450251,0.00011286394783673458,0.0,0.0005810812764411402,0.0032884831609864607,0.010004164772257886,0.022331558894882027,0.025459695332908424,0.03652903974846466,0.03784383258883274,0.03158469790206457,0.024528523067595377,0.028094409328655406,0.03240669137327142,0.032535817223492115,0.03109970055090155,0.028474261582349572,0.01884825289959644,0.009563616569452139,0.005564577413463561,0.003880163983006392,0.0022619406713339234,2
25,4033,0.0006912315094146157,0.0008024837742682908,0.0001336009914941938,5.013324837650898e-05,4.55003576743505e-06,0.00038718161244130335,0.0033207208481498447,0.009272049407221353,0.024185082768385303,0.025032276284089744,0.027477358617438788,0.028917028931583696,0.02632612486787044,0.021949203600041507,0.02471910007799855,0.026876704417472586,0.02900369528160819,0.03440025751587438,0.025074212435479762,0.015476016899765792,0.00966735600580814,0.00637794135497265,0.004336121053622706,0.001377235075679997,2
26,4034,0.00018879004355503736,0.00032899271366448933,3.912135412464479e-05,2.9908905274837168e-05,6.608654668556535e-05,6.907159017166278e-05,0.0018754628792210409,0.009862361708748258,0.031136561551797812,0.03760611244448216,0.032511652214789265,0.04766272885404584,0.0382698204066396,0.02836045438263992,0.03183988730477174,0.032868211812334736,0.04025927200214912,0.04067285951504309,0.03986629106162208,0.028835905760690176,0.01997463549265352,0.01228219534196261,0.008077555880090998,0.002652529554057956,2
27,4035,7.881005315948166e-05,0.0003216015964988593,4.4417719913527233e-07,5.811311500907725e-06,6.117321750266386e-05,0.00014278168398766878,0.000912824339139478,0.004713569806335247,0.011823413110926526,0.008986507532790079,0.013702445258904574,0.013077499371243877,0.010053372178634461,0.011502278130489128,0.00980532924676934,0.01075948257097965,0.014803075825432596,0.016252183995366633,0.013596260067940786,0.009544688964311123,0.005420742754210116,0.00440767689381091,0.0015510630705870053,0.0005165175671793086,2
28,4036,0.00020535147011771965,0.00026932037593824037,1.2553433089520875e-06,1.3366250963131321e-05,5.0224380148426056e-05,9.538759230031113e-05,0.0013462036524398255,0.0032100007437294593,0.00904557576647967,0.009475591908050671,0.01182557792971031,0.011258685587348891,0.00904511703103963,0.007332138051821562,0.009093489069734981,0.008970537556054904,0.011491224183183551,0.011102009186878115,0.009374502155981184,0.006471260571154505,0.004555790677574082,0.0032174638862571413,0.0012130145263332065,0.0005178239108492708,2
29,4037,1.9480043490239225e-05,0.00013429979739594048,0.0,3.588442646272331e-05,1.4647921522848076e-05,0.000198922385561498,0.0008293254589985086,0.002036892597575843,0.007588982107913051,0.007037372430698914,0.008301455081166814,0.00780988462087071,0.007152490425304457,0.00572646766303686,0.006081214556008722,0.00633464860780451,0.009598686295813877,0.00696232936185732,0.006970653356173149,0.003940534641111483,0.0022729400958602713,0.0015227539502685934,0.0006168644894138972,0.0003773427925694196,0
30,4038,3.0205257771202447e-05,0.00014454097736274927,4.248801270240168e-06,0.00012884781468790847,8.102463784597847e-05,0.00021427538015795982,0.0007808342416984166,0.0023172379454721986,0.005955652984879678,0.006400700112246921,0.007835493681775232,0.006644736224280934,0.005969392116858133,0.004913896119839498,0.006383142401378585,0.005626447351485306,0.007396964774269979,0.006603301051568324,0.006168807553546498,0.0038659848369962026,0.0026187099520499505,0.0013198933114964054,0.0008274869547608762,0.000500940551356947,2
31,4039,9.92111230602503e-06,8.818465741412772e-05,4.765016313108405e-06,4.765016313108405e-06,6.778394802486817e-06,0.00016017685493448352,0.000592442738995123,0.002479412058577004,0.006473068864397733,0.006765517511458058,0.008252975428905306,0.006983802525802257,0.006108823341948079,0.004917397711116176,0.006842725596534486,0.006232960240345173,0.007834510451903184,0.007446588024559708,0.006593761543444938,0.004226710526606655,0.0034226111096991962,0.0014980913605904724,0.0007343968564960345,0.0003613132757149493,1
32,4040,4.41152495645909e-05,3.873870598365142e-05,1.0589423928446505e-05,1.5469112565966965e-05,3.306752368182628e-05,0.0002147475032759717,0.0005174205769794702,0.0020973408372254665,0.005470360410236727,0.006993386809438527,0.008028317804256217,0.006913010390397888,0.005196588340327151,0.005036962129259341,0.005084962994984068,0.005324278085097122,0.007841588417498914,0.007130771614942736,0.005557026461710184,0.0038524040411578343,0.00267397142673509,0.001347187377244802,0.0005402323388528169,0.0003033661094705334,1
33,4041,3.910559638984762e-05,2.5978027257645103e-05,9.54607369039681e-06,3.262786955777696e-05,2.7724156895180042e-05,0.0001240978694153956,0.00041826748242398883,0.0021749770633403775,0.004799023679230858,0.006647481011324993,0.008478979134615813,0.006328641606167865,0.00440248573237313,0.004765941505281326,0.004910801156183507,0.004653348593732717,0.006971678972401455,0.007298699613565883,0.004979946746007049,0.0038767696655178986,0.002732098349445966,0.0011041113973450176,0.0006767660983641971,0.0002872949897402942,2
34,4042,1.9740537649147277e-05,0.0001342233578756726,2.8049849475975776e-05,4.0717289246740766e-05,2.8049849475975776e-05,0.00023723219890913635,0.0005436094404940398,0.0027348583382544246,0.007484776392648901,0.007813949757947044,0.009022401930338781,0.007447038981878846,0.005968175115052951,0.006012140196369204,0.007199707828683935,0.007260548221353683,0.008105543734632847,0.008073429475299926,0.0072973942170404225,0.004954063712657878,0.004071731326604811,0.001408547769129624,0.0010244508994026432,0.0006549543522292328,2
35,4043,2.314908248238744e-05,0.0001739751336438171,5.748645011239842e-06,6.434515839333054e-05,5.748645011239842e-06,8.202068993626282e-05,0.0002093639789555802,0.0015734758117255739,0.004453995525653192,0.004540810524293427,0.0051192561721244085,0.004238563428062215,0.0034040603387953615,0.004095443982371896,0.0038890840182842145,0.003817816802054779,0.00547003835702607,0.0038465042690049287,0.0035867764153174023,0.0024746881638115347,0.0021897969766457854,0.0006063468234350082,0.00037953442486551387,0.0005369151337429382,2
36,4044,2.934918044151893e-05,0.00012680380540884559,0.0,0.00011947578899456252,0.0,0.00010048710566292507,0.00032675129374980575,0.0025950347986032365,0.007196776641246931,0.008039383472028958,0.008674734185922557,0.007491930211586279,0.006620757565539574,0.006234284855126848,0.006426056543186783,0.005850576884761028,0.00924994916910376,0.006785561668154548,0.006203759288702347,0.004553978201849057,0.003399840906690095,0.001329774122582965,0.0008676326421811624,0.0007351343626425991,2
37,4045,4.43097610121596e-05,7.475398692725157e-05,2.1709226817737544e-05,6.749884201697251e-05,2.924190279358222e-05,0.000292564424862472,0.0005816051187318193,0.003967798168894217,0.010220558847626763,0.011687960869935671,0.011315000191907506,0.010945707488470022,0.009085241891951638,0.007630809381796234,0.009407442175397808,0.008629738812509509,0.012650132047058546,0.011151909312820691,0.009981605358731518,0.007323510706806601,0.004683876545173446,0.0019461764686209931,0.0012645190866303936,0.0009208411167522132,2
38,4046,8.325293948203416e-05,0.00011292961283795005,2.6214975774694172e-05,2.6214975774694172e-05,2.6214975774694172e-05,0.00018350483042285935,0.0006181427906820197,0.0019814763523005236,0.005213236816772465,0.0062923974430197285,0.005823108012458924,0.0058043890655486464,0.004453125175560596,0.0034145678239529327,0.0056257868971073535,0.005415447065059241,0.006206786666605698,0.005777172670653144,0.00573806891718468,0.0037828136654117226,0.001834808663076834,0.0010316321018835049,0.0009220648351125237,0.0004927418370592679,2
