,cellid,smsin0,smsin1,smsin2,smsin3,smsin4,smsin5,smsin6,smsin7,smsin8,smsin9,smsin10,smsin11,smsin12,smsin13,smsin14,smsin15,smsin16,smsin17,smsin18,smsin19,smsin20,smsin21,smsin22,smsin23
10,7472.0,0.0,1.1693576731811278e-05,0.0,0.0,0.0,2.482329490083283e-05,3.365931198305889e-05,0.0010708314520915,0.0005416674727205,0.0020475359140168,0.0019342975363004,0.000633168776994,0.0017638323565095,0.0019982875331386,0.0010396488848914,0.0015687026081318,0.0025054280545957,0.0008885162185729,0.0014086600753008,0.001647692138748,0.0003592150934217,0.0008835776518094,0.001062453449118,0.0003208847946073
11,7458.0,4.350227234348562e-06,3.354391233023748e-05,0.0,6.068942102007087e-07,5.341993660782307e-06,9.659179677775426e-05,0.0002233797233008,0.000996171862122,0.0018869271114102,0.0052802317364007,0.0037757496836364,0.0021438286262074,0.0037826522406062,0.0039161502934113,0.0007242185637474,0.0036744863988817,0.0038565515584609,0.0025510028056342,0.0032499782116955,0.003963438180835,0.0010105202799418,0.000856742871995,0.0008705859578901,0.0002872842535836
12,7456.0,2.9684332559684474e-05,1.8432131927780616e-05,0.0,5.2935867169372e-06,0.0,4.768787944962653e-05,0.0003135046047378,0.0006696550883341,0.0014608922257407,0.001907832859224,0.0020402514054114,0.0017311212364427,0.0013699170973882,0.0016602022307859,0.0021353866279902,0.0013948677337626,0.0014731716742427,0.0021441949937589,0.0011810730936249,0.0016860988996486,0.0010874704870371,0.0031106684020248,0.0015955159223646,0.0001188094248885
13,7455.0,0.0001822454203581,6.575056363632169e-06,0.0,0.0,0.0,0.0001860590627965,0.0005369426937711,0.0002380936700987,0.0035241373840603,0.0003755277284193,0.0004710867496067,0.0040028536038188,0.0004007328941444,0.0005441460418228,0.0018689984468282,0.0003852847428477,0.0004424280393555,0.0041316506740605,0.000284599096417,0.0004557902732853,0.0034194076386326,0.0002331163675782,0.0002470259687068,0.0004492568093553
14,7454.0,0.00011292031355,1.5221263104626577e-05,2.38890321245267e-05,0.0,0.0,8.115247675101135e-05,0.0001744801259897,0.000243094109414,0.0015973324475122,0.0005670010112771,0.0005936683240806,0.0015880309734154,0.0005414219441863,0.0010096881468977,0.0044793939587055,0.0005965332030074,0.000697966979364,0.001861500513106,0.0005568818365483,0.0004166532712366,0.0009701822096518,0.0002922723425213,0.0003326149052428,0.0010733327147285
15,7453.0,0.0001785879845976,3.118548357674021e-06,4.09925984321927e-06,0.0,3.200144968760239e-06,2.3212953371826933e-05,5.816843154292327e-05,0.0003582775033501,0.0004271914242343,0.0007633611897131,0.0007242761291415,0.0003720493050773,0.0007483139909971,0.0013472745306871,0.0017509691654046,0.0009373233447169,0.0009522666069453,0.0004389347333079,0.0009900886819906,0.0007608633364919,0.0004391239603761,0.000179197575517,0.0001589327722366,0.0003234815590565
16,7452.0,0.0001297401810557,0.0,0.0,0.0,4.7188881957571126e-09,4.5663789313879766e-05,8.679981753875988e-05,0.000402543984346,0.0004396022607739,9.464642303767554e-05,0.0001242234196904,0.000542763488996,0.000162203341522,0.0002190556909719,0.0004735512562094,0.0001668186581875,0.0001283979699083,0.0003899340642645,0.000226346345899,0.000380664947874,0.0004615347579801,0.000319865580641,0.0002252004635583,0.0002486930142287
17,7451.0,2.390009384842469e-05,0.0,0.0,0.0,0.0,9.355645073022064e-06,2.0225246120674395e-05,0.0001160402843386,0.000734979166656,0.0003953866968208,0.0005368786022916,0.0006163546398359,0.000519925234036,0.000743773660857,0.0004994742523588,0.0004181431962297,0.0007180156242184,0.0006926257084314,0.0003484517152445,0.000535456619533,0.0003401638173809,7.157865267573912e-05,0.0001182126012401,6.360102974683659e-05
18,7450.0,2.7941143249352893e-05,0.0,0.0,0.0,0.0,3.0136460594861124e-05,4.048759243970579e-05,0.0,0.0009870043643569,4.757008884107549e-05,4.8708422623122034e-05,0.000962228261116,6.145622834689652e-05,6.675158861947571e-05,0.0008182349008926,4.990961395184842e-05,6.678301739281565e-05,0.0010418433698652,4.3136336098366194e-05,5.939342948830025e-05,0.0004533197196999,0.0,0.0,3.707938603739772e-05
19,7449.0,0.0001161562552154,0.0,0.0,1.6829587234347687e-05,0.0,0.0,2.0814334990346258e-07,0.0005034188159003,0.0003695732745167,0.0021640454342252,0.0024121805546184,0.0002665743942008,0.0018382888369321,0.0019247971519819,0.0009170015133094,0.0016577869220978,0.0020041327314597,0.0002435301759115,0.0014789976935235,0.0018739912035547,3.967511596914802e-05,0.0002798182089571,0.0002908587611924,0.0
20,7448.0,0.0001984476073347,0.0,4.350227234348562e-06,0.0,0.0,5.365849703018801e-06,0.0001246841778709,1.027880541276504e-05,0.0010954437008064,5.109070323080003e-06,0.0,0.0016575323392869,0.0,0.0,0.0001346066582059,0.0,0.0,0.0014253401584441,0.0,0.0,0.0008451307336104,0.0,0.0,3.3240459437179965e-05
21,7457.0,9.848975614038128e-05,0.0,3.09696665474118e-06,0.0,0.0,2.0814334990346258e-07,1.7978773505545004e-06,0.0002111209297657,1.4121360583493647e-05,0.000367153544591,0.0002464810322293,2.4400165996258694e-05,0.0003556769799879,0.0002640720406719,3.1736327758332458e-06,0.0001294607420221,0.0001928211105254,7.685110341457212e-06,0.0001454710051056,7.097478938538371e-05,0.0,6.258736400697856e-05,1.6415513515058775e-05,6.193933309482392e-06
22,7447.0,1.2928582968614604e-05,0.0,1.1958882107733229e-05,0.0,0.0,1.3154073472953122e-05,4.8276291511897015e-05,1.836926301413974e-05,3.953955924906692e-05,3.0329254674080034e-06,3.314340084258456e-06,3.951447638521574e-05,1.4070730842524148e-07,4.54938820111199e-06,0.0003737222560575,4.690095509537201e-06,4.830802817962473e-06,5.9508956665082025e-05,1.4070730842524148e-07,0.0,1.993177312023849e-05,7.74241663685295e-06,0.0,7.150515135069158e-05
23,7473.0,1.1275414945847164e-05,2.6022731153267792e-05,0.0,0.0,0.0,3.2088619103527863e-06,6.96291228273397e-05,0.0001557737609305,2.3813623629309696e-05,0.00066230470352,0.0007263530747903,3.624214037575648e-05,0.0006236632676108,0.0012313640679566,9.397890781666212e-05,0.0007022396741417,0.0009896856888026,0.0001745894591962,0.0007156020783245,0.0007397446038917,0.0002397417708969,0.0004421217350909,0.0006003023143026,2.281877766095838e-06
24,7475.0,3.465086640962269e-05,0.0,4.7188881957571126e-09,0.0,0.0,7.909028960585173e-05,7.80681934598034e-05,0.0001603024390971,0.000639682736244,0.0003540087375532,0.0002152292205067,0.0007200598165105,0.0005143111766504,0.0002033482831985,0.0002403439251284,0.0002322742374259,0.0002990819561437,0.0003016519257661,0.0003732927070381,0.0001076146102533,0.0007862203712366,4.493249118783555e-05,1.173808778302664e-06,0.0001875406328879
25,7507.0,2.2468335312850632e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0001777743936137,0.0002808099885502,0.0003935828672565,0.0002529787634587,0.0002458841432541,0.0003813986453488,0.0003214013921141,0.0001515338293439,0.0003057525703656,0.0002233991896507,0.0001166403169588,0.0001812579431801,6.712731437892465e-05,5.677983150830697e-05,0.0001699444238396,5.268782884381324e-05,0.000103715376071
26,7506.0,0.0,0.0,0.0,0.0,9.81529818921452e-07,0.0,0.0,0.0001828310186954,0.0001721833764054,0.0004053603106752,0.0002692249711483,0.0003851736443464,0.0003437665522385,0.0003462717947158,9.657631519030492e-05,0.0002798179535259,0.000206078502936,0.0006033279918983,0.0001225525994282,5.78309962314372e-05,8.609168820270008e-05,7.161193157553702e-05,1.566777147409111e-05,3.627788032230939e-05
27,7505.0,0.0,2.45382454730363e-07,0.0,0.0,0.0,0.0,0.0,0.0001301619407224,0.0002973623185277,0.0003828255379268,0.0001568312153427,0.000298897806142,0.0003271420324659,0.0003045432900425,0.0003183659256286,0.0001100175894174,0.0001320677600053,0.0002453075474617,0.0001944030031572,5.655385979273496e-05,5.370185150313976e-05,4.866594548646324e-05,9.412960175631013e-06,2.0906290691710503e-05
28,7504.0,0.0,0.0,0.0,9.82676810176471e-06,7.022140042498454e-07,2.45382454730363e-07,0.0,0.000295782023929,0.0003404388019596,0.0008356018921604,0.0007062506213782,0.0002578757072007,0.0008272880966068,0.0009491831613176,0.0001535432272154,0.0009231868907017,0.0009162953046898,0.0001521905663163,0.0008483085908321,0.0008639854925253,5.720885446612443e-05,3.796903079970512e-05,3.8629284323880905e-05,0.0
29,7503.0,0.0,4.110441926268922e-05,0.0,0.0001046534695063,4.228981896091213e-07,3.8629284323880905e-05,9.81529818921452e-07,0.0008685312842676,0.0002763316218516,0.0028345726410896,0.0038961943857447,0.0002900551417126,0.0048854251278669,0.0042594171312757,0.0001162819814999,0.0047519161940977,0.0068582745656022,0.0001273487599988,0.004969553602736,0.006300467788691,8.790908708213306e-05,0.0005052057892132,0.0002843840522719,2.3744826940183208e-05
30,7502.0,4.90764909460726e-07,0.0002800655556322,0.0,9.385918347375886e-05,2.823179343390886e-06,5.360245048734035e-05,0.0,0.0008455630346655,0.0008578139359986,0.0024452374342383,0.0034242757588767,0.0011101590370347,0.0043342523051173,0.0038889759629664,0.000103927843268,0.0041314902177934,0.005964674370226,0.0006183248909576,0.003954085454075,0.0051169799930496,0.0009613861816112,0.0035030942746792,0.0022756389655008,3.282288484777655e-05
31,7501.0,8.073429848128267e-06,0.000219679548661,0.0,0.0,1.9242451908017727e-05,5.465896490212666e-06,4.73553604940429e-05,0.0001539396152641,0.0035254481116801,0.0001731820671721,0.0001924245190801,0.0068074291326363,0.0001154547114481,0.0001731820671721,0.0005233499256288,0.0004618188457924,0.0001539396152641,0.0042944827883771,9.62122595400887e-05,1.9242451908017727e-05,0.0064847797980087,0.0029866861489284,0.0021755163079424,1.278141407552133e-05
32,7500.0,0.0001623374144415,0.0,1.5551048829931012e-05,4.068286446488649e-06,1.2408869763988391e-05,7.057948358477137e-07,0.0002633824405573,0.0,0.0031249484353092,0.0009320604162002,0.0010891713257067,0.0058008596544098,0.0010051487789882,0.0008641509331847,0.0038384216405193,0.0011551546844229,0.0008465567073427,0.0038929086693238,0.0016185722126748,0.0013219124711236,0.0054405398126094,0.0001539396152641,0.0001346971633561,0.0001475931509025
33,7499.0,0.0010323975926447,0.0006525976364927,0.0,2.1453449529199402e-07,1.708313261829529e-06,1.5164627337039865e-06,0.0001992254193643,0.0003832988283712,3.032925467407973e-06,0.0005466588784893,0.0004957436749013,3.032925467407973e-06,0.0004334488627741,0.0002771229092608,6.188167027857572e-05,0.0005469820796874,0.0004165353685757,6.628680168517036e-06,0.0013303428677767,0.0012532781819256,8.442438505515109e-07,0.0006306168216546,0.0002606582516764,4.278523150343732e-07
34,7474.0,3.96050629355296e-05,0.000802094172069,8.765318078924734e-05,0.0,0.0,0.0,5.772735572405319e-05,6.606300077636162e-06,9.621225954008866e-05,1.3256495167011796e-05,6.669007237263923e-06,0.0001924245190801,2.6383395537459476e-05,5.264346699431785e-05,0.0035861054756105,6.681548669189503e-06,7.942906886183781e-08,0.0001516221958483,2.001120218910029e-05,6.84667752287587e-06,0.0002886367786202,0.0002301629527469,6.888211645655124e-05,0.0010139854837402
35,7498.0,0.0008147426975027,1.7767028561196026e-07,0.0,0.0,0.0,1.9082290673498053e-05,6.493992618411493e-05,2.212034850334626e-06,0.000436027893022,4.424069700669252e-06,2.212034850334626e-06,0.0003490375818865,8.848139401338504e-06,1.7696278802677008e-05,0.000882115974396,2.212034850334626e-06,0.0,0.0015734263972124,6.636104551003879e-06,2.212034850334626e-06,0.0009870078225514,5.26413767556635e-05,2.6310237184560472e-05,0.0
36,7484.0,0.0010309931805095,0.0,9.648412584395022e-06,0.0,0.0,4.424069700669252e-06,1.5456332778932292e-05,9.0314679649347e-06,1.3272209102007755e-05,3.0706991080778264e-05,2.7094403894804343e-05,1.3272209102007755e-05,2.4083914573159372e-05,1.2644055150908555e-05,7.106811424480225e-08,3.070699108077823e-05,2.287971884450139e-05,1.9908313653011637e-05,8.248740741307146e-05,7.827272236276837e-05,6.636104551003879e-06,1.7696278802677008e-05,8.848139401338504e-06,1.782245044923488e-05
37,7483.0,0.0012396837251867,5.117831846796403e-05,2.090238654258889e-09,0.0,0.0,1.2041957286579517e-06,6.577036736476545e-06,0.0011821933590891,2.589020816614633e-05,0.0040419093463625,0.0040859012182045,1.866503379419844e-05,0.0033351654915341,0.0043315128580947,0.0,0.0027350019055947,0.0032832011935428,9.633565829263808e-05,0.0043784767473297,0.0039722343101947,5.960768856856982e-05,1.204195728657961e-05,3.01048932164488e-06,2.090238654258889e-09
38,7482.0,2.738212637077918e-07,0.0016506098468597,0.0,0.0,0.0,7.06101953560263e-05,2.212034850334626e-06,0.0013613390325183,0.0022544802924834,0.0046357413415489,0.0042620150705668,0.0029681907252719,0.0037407413731172,0.0031065060020776,2.0471327387185457e-05,0.0041056486699055,0.0035122561611519,0.0061134474091621,0.0098084953789667,0.0091991088471182,0.0036405570510866,0.0021353908225537,0.0007969597044118,0.0
39,7481.0,0.0,0.0056326116038056,6.020978643289758e-07,0.0,0.0,0.0001849102897137,6.020978643289758e-07,0.000971353646628,0.0035784842066959,0.0032766987585784,0.0034044597542918,0.0031211036026035,0.0027039148760113,0.0034802811957808,0.0032851480783011,0.0022502271844965,0.0027642080341341,0.0119562955393576,0.0035079910478693,0.0031906597832246,0.0072919320588565,0.002178111134208,0.0006838114907696,6.020978643289758e-07
40,7480.0,7.887482022709748e-05,0.0012871503396169,1.941893937482042e-05,0.0,0.0,3.4070508808206224e-05,0.0001148451444686,3.9571155962383766e-05,0.0017056634930916,6.040166833993795e-05,8.204331401274075e-05,0.0023743446577442,4.283379642747707e-05,2.4258685360683384e-05,0.0032833303878419,0.0001392477105072,8.197794539304597e-05,0.0049284600351905,7.541786918421295e-05,7.914231192476753e-05,0.0030492742422967,0.0016452723755034,0.0006083987803152,0.0004966592201185
41,7479.0,0.0025438810581014,0.0,6.62660188683014e-05,0.0,0.0,3.4281729831292e-06,0.0001242182139547,5.998423662163617e-05,3.8298220391674005e-05,8.631301853922949e-05,0.0001045021040409,5.690812673711402e-05,4.450497583104679e-05,3.607035622724608e-05,0.0027599890455989,0.0001590473055936,9.812963401518868e-05,0.0001570995448198,7.83930978157162e-05,0.0001061363066739,0.0002546514352933,6.987083205647877e-06,0.0,0.0002524182857928
42,7478.0,0.0086808484717474,0.0,1.5142945171963657e-05,0.0,0.0,8.173355808012839e-06,0.000132199114828,4.181749112858349e-05,4.087460775135247e-05,6.560398283738197e-05,0.0001040174196995,8.944945554250945e-05,4.644206234517987e-05,3.9949977727278513e-05,8.227421515047134e-05,0.0001258637233579,9.629947616948868e-05,0.0001676486083466,6.497318378669938e-05,7.082411206972816e-05,0.0002347526811549,0.0,2.281877766095838e-06,0.0004146559860135
43,7477.0,0.0019837258175272,0.0,0.0,1.54848332737059e-06,0.0,7.278757148489863e-06,7.512159942678761e-05,0.0001684798933036,3.714585284177412e-05,2.6718754027243988e-05,9.68315745350578e-05,8.173610103181818e-05,4.9537248145564166e-05,1.9316016621822323e-05,0.000108571976001,7.19526567963141e-05,9.452874238921855e-05,0.0001642912594512,6.095417693317976e-05,4.644244105717396e-05,0.0002160947528349,0.0,4.278523150343732e-07,0.0
44,7476.0,0.0,0.0,5.889262028789439e-05,0.0,0.0,3.4288452048164385e-05,6.95189743314996e-05,0.0002546521929815,0.0008534590204874,3.412547332961687e-05,1.4121360583493647e-05,0.0008327588843257,1.027880541276504e-05,1.090323546247543e-05,7.696980763207091e-05,1.090323546247543e-05,7.476966991553749e-06,0.0020376255924925,3.426268470921681e-06,1.027880541276504e-05,0.0014914590377284,0.0,0.0,0.0009182558362746
45,7485.0,3.848490381603549e-05,1.327979232331034e-05,0.0,0.0,6.583997897404676e-06,5.980686228076396e-05,7.653198472373325e-05,0.0020801767544728,0.0009444359985662,0.0011855614427976,0.0009106408139867,0.0007969805636041,0.0009024112396013,0.0016650882119611,0.0006614171395068,0.0011178086822904,0.0012579273957551,0.0006755553590597,0.0010837711672339,0.0008532851280182,0.0006069204648708,0.0003078652524426,0.0004216330662582,0.0002281000727989
46,7446.0,2.6022731153267792e-05,0.0,0.0,0.0,0.0,5.217242864731591e-05,3.983937696993102e-05,0.0004698918368379,0.0095530691047939,0.0001616936147458,0.0004483029827076,0.0101005573321753,0.0002425323229554,0.0001421189457661,0.0062045845897646,0.0001576264599335,4.820427975212647e-05,0.0125306727381778,0.0003061817797477,5.9628440780670656e-05,0.0126916258102506,0.0026252476664304,0.0013800671827796,0.0004327253601724
47,7445.0,0.0001002144863977,0.0,6.583997897404676e-06,0.0,0.0,6.213800583581487e-05,0.0019493456592284,0.0004038468129609,0.0008810879025118,0.0001622839058815,0.0001953796681003,0.000691523177978,0.0004128514820038,0.0004327271242919,0.0014755061049862,0.0002393003489897,0.0002181826942871,0.0008124489155422,0.0001754615693264,0.0003463528397559,0.0006758146924131,0.0005270650296016,0.0003925055718636,3.069888829253385e-05
48,7444.0,0.0001548411812156,0.0001358066911024,0.000211645092853,2.7201820122683983e-06,5.940756535051575e-06,1.787243457622276e-05,4.883059305778514e-05,0.0004269962002244,0.0012477413116035,0.0011771100602856,0.0011464930138376,0.0011094017116843,0.0010337796229823,0.0012571488632738,0.0016824542642844,0.0010510255420713,0.0013193255713752,0.0012946443157844,0.0011318754736056,0.0010844951212899,0.0012046851756635,0.0006872901888097,0.0004871637762464,0.0004887711220063
49,7414.0,0.000223262258857,4.59320973150145e-05,6.37506056806659e-05,8.484911099082793e-06,8.112937220949169e-06,2.925143525369644e-05,0.0002016406567219,0.0004470931639793,0.0011518214927056,0.0011723864039978,0.0010390947340385,0.0010599895583184,0.0010608662892374,0.0012520575563117,0.0017179810328179,0.0009535853988043,0.0012960980978586,0.0012291114306654,0.0010288389263893,0.0010547438862575,0.001180761328143,0.0008307871372628,0.0006352524603629,0.0002337362494358
50,7413.0,0.000139907334832,4.322445231344942e-05,1.929641401578812e-05,2.2501028361683825e-06,0.0,2.1327471781895493e-05,0.0001729870689035,0.0002668728499403,0.0008503353913996,0.0006969304564919,0.0008003731652332,0.0007268101183591,0.0006398698152033,0.000656322687028,0.0014203966331721,0.0007709257057511,0.0009469487333429,0.0008122234061698,0.0006277218775929,0.0005769677985903,0.000633760517152,0.0008219812413756,0.0006661641067097,0.0002711015323026
51,7412.0,0.000116811068907,2.184851383278793e-05,2.4872550712812648e-05,2.424776978818641e-07,0.0,6.387020146284801e-05,0.0001183063265836,0.0003539625238922,0.0009115742929269,0.0009376436462408,0.0011797306246378,0.0010022946775079,0.0008903971173259,0.0006022314164147,0.001083431631029,0.0009655187887123,0.0011724049120927,0.0007722659171551,0.0007874681548514,0.0004966005543269,0.0003982394801385,0.000501740572128,0.0003616680595502,0.0002928191254217
52,7411.0,7.514370200041702e-05,5.011738394391161e-07,8.2506073506802e-07,5.077908316588795e-06,0.0,5.54737296088808e-05,6.394126291458514e-05,0.0004178216150388,0.0008693643069554,0.000962495122524,0.0009002991603718,0.0007275299020554,0.0008035068958674,0.0007873112287948,0.0008847598511623,0.0005963187173055,0.0008603103682088,0.0008474531968008,0.0007913314834038,0.0009195648137557,0.0007388834120435,0.0004077583484413,0.0003823159872193,0.0001437206374176
53,7410.0,6.458583722877107e-05,1.0107908898978092e-05,1.7615606792294913e-06,2.0799257652085992e-05,0.0,6.239777295625803e-05,0.0001109474592177,0.0007590280913398,0.0014867124832402,0.0019964391086776,0.0014758784155303,0.0013935502626897,0.0016223420968627,0.0017573924586399,0.0008573958828089,0.0012063569438209,0.0019234968939341,0.0018804213622305,0.0014580700790317,0.0015825759990216,0.001955130219296,0.0005345140072968,0.0003143033305523,0.0001156222630476
54,7409.0,1.1522798921208524e-05,2.0799257652085992e-05,1.0107908898978092e-05,2.631035087128601e-05,0.0,6.995614543164423e-05,0.0001247955459125,0.0009731914027932,0.0019374425036114,0.0022802600483505,0.0019415166613565,0.0018318850973274,0.0018629209094519,0.0021331332869319,0.0016117976550753,0.0016957353720682,0.0022131379111496,0.0020763968038225,0.0021599005882418,0.0021435477480764,0.0019601416053447,0.0013332745331192,0.0010607621402563,0.000166756542966
55,7408.0,2.016791006375669e-05,1.0304587426316896e-05,2.0799257652085992e-05,4.078341491160256e-06,0.0,5.104524659884711e-06,0.000280274139723,0.000137097038104,0.0002442306140823,0.0002278081518655,0.0003980653713111,0.0003655937684544,0.0001487339691959,0.000321630799631,0.0022994290917511,0.0005424803013687,0.000551272692937,0.0003326391782039,0.0001906395139691,0.0002215165132217,0.0001148342642687,0.0015746233397043,0.0011148875732183,0.0003327881224333
56,7407.0,2.0799257652085992e-05,2.462050524658412e-07,2.2832389019154463e-05,0.0,0.0,0.0,2.4908097018609142e-05,0.0009924459208202,8.810588491776202e-05,9.855557451218368e-05,0.0004058916170456,0.0001912017877387,6.5506230437564e-05,0.0003623539530215,0.0004689376873913,0.0006176693497606,0.0003441476396832,0.0003304456504471,6.148710008730211e-05,0.0001406520886883,1.30722566107131e-05,0.000133370598607,6.977890333127322e-05,0.0004369481006326
57,7406.0,0.0001562729425486,0.0003049978139666,0.0002491207980258,0.0,3.187530284033295e-05,3.1875302840332925e-05,0.0,0.0001363367294822,0.0015948350093306,0.0009914936368928,0.0009917991996921,0.0011176073319969,0.0012576600366653,0.0013836698169087,0.0025415172685096,0.0011130140232346,0.0014773738117427,0.0014728846952624,0.0008348714277178,0.0010046349734679,0.0010526492982457,0.00147146680096,0.0011007442692798,0.0021313667680381
58,7415.0,0.0005768095717845,0.0,7.79978116258583e-07,0.0,0.0,2.1754738234179163e-05,0.000312036712858,0.0001020315040442,0.000556873764552,0.0003337119587145,0.0004341607541615,0.0005738559833205,0.0002558730218223,0.0005806572198937,0.0005450566452321,0.0010199470970815,0.0008366060016638,0.0003271675617054,0.0002115175397201,0.0001148577438654,8.317206745043705e-05,4.315359206099554e-06,0.0,2.5892127395568177e-05
59,7405.0,1.35629575957511e-05,0.0,0.0,0.0,0.0,4.337694480596796e-05,0.0,0.000129576366633,0.0009682539305863,0.0005145833638366,0.0006061057924712,0.0008990358932553,0.0004771463928656,0.0008450552094195,0.0012225429449478,0.0015140820214021,0.0011748365637684,0.0004920996771367,0.0002756651965097,0.0001949867547361,0.0001514430863055,0.0003578770192675,0.0,2.1754738234179163e-05
60,7403.0,8.701895293671665e-05,0.0,0.0,0.0,0.0,0.0003729755256132,0.0,0.0001221747032572,0.0035056785079682,0.0074213472652056,0.00269028152516,0.0043373089080913,0.0029877452523625,0.0034034104166706,0.0012223233554303,0.0022574690485962,0.0043969512016946,0.0032875618167054,0.003836297826404,0.0003650906700781,0.0006719082586164,0.0002602616688358,0.0,5.964616987792416e-05
