,cellid,smsout0,smsout10,smsout20,smsout30,smsout40,smsout50,smsout60,smsout70,smsout80,smsout90,smsout100,smsout110,smsout120,smsout130,smsout140,smsout150,smsout160,smsout170,smsout180,smsout190,smsout200,smsout210,smsout220,smsout230,smsout240,smsout250,smsout260,smsout270,smsout280,smsout290,smsout300,smsout310,smsout320,smsout330,smsout340,smsout350,smsout360,smsout370,smsout380,smsout390,smsout400,smsout410,smsout420,smsout430,smsout440,smsout450,smsout460,smsout470,smsout480,smsout490,smsout500,smsout510,smsout520,smsout530,smsout540,smsout550,smsout560,smsout570,smsout580,smsout590,smsout600,smsout610,smsout620,smsout630,smsout640,smsout650,smsout660,smsout670,smsout680,smsout690,smsout700,smsout710,smsout720,smsout730,smsout740,smsout750,smsout760,smsout770,smsout780,smsout790,smsout800,smsout810,smsout820,smsout830,smsout840,smsout850,smsout860,smsout870,smsout880,smsout890,smsout900,smsout910,smsout920,smsout930,smsout940,smsout950,smsout960,smsout970,smsout980,smsout990,smsout1000,smsout1010,smsout1020,smsout1030,smsout1040,smsout1050,smsout1060,smsout1070,smsout1080,smsout1090,smsout1100,smsout1110,smsout1120,smsout1130,smsout1140,smsout1150,smsout1160,smsout1170,smsout1180,smsout1190,smsout1200,smsout1210,smsout1220,smsout1230,smsout1240,smsout1250,smsout1260,smsout1270,smsout1280,smsout1290,smsout1300,smsout1310,smsout1320,smsout1330,smsout1340,smsout1350,smsout1360,smsout1370,smsout1380,smsout1390,smsout1400,smsout1410,smsout1420,smsout1430,h/w
0,5056,0.035295223469186746,0.04839490279199863,0.042976551113292384,0.030064186230768543,0.042987182800405484,0.0346816137620937,0.03402664403204403,0.024514914755353417,0.029800538733397528,0.02607199425668243,0.02388662953461748,0.02538439949762919,0.03370941427902514,0.026486723904386562,0.02297004366874002,0.0226099007606618,0.02331417562252088,0.019321774511322463,0.0226099007606618,0.025970870092003488,0.0226099007606618,0.019321774511322463,0.023195556545886266,0.0226099007606618,0.019321774511322463,0.0226099007606618,0.018961631603244246,0.0226099007606618,0.019321774511322463,0.026258169918079367,0.022838454746968995,0.04485965861324538,0.0226099007606618,0.01902094114156155,0.02297004366874002,0.018961631603244246,0.024952523901559658,0.023195556545886266,0.01990743029654693,0.02625816991807936,0.019547287388468705,0.028603834168138175,0.03975961611565787,0.03101984211211385,0.027006631697304894,0.047856250385744335,0.05206948525868828,0.07316471002905028,0.06114840981817229,0.07473032276843605,0.04423300575392757,0.09129302030841759,0.12238297070750624,0.1776180530627889,0.13505199913551139,0.15347273198801561,0.14619638230794643,0.17229820470134455,0.21078198464620349,0.19983706609962315,0.19801725585567365,0.1724338542889434,0.2456322527480051,0.23484972030318105,0.2514582582239426,0.23202700654685773,0.2427272608756983,0.1905818032853056,0.25644515929810574,0.20127624537806996,0.21243980197320972,0.2315763554775729,0.23598389432700964,1.0,0.33552034342160714,0.28751826881485915,0.1827197926146229,0.2622942284760252,0.23196132593257182,0.26079949080976544,0.28296748429919094,0.23916966922138866,0.24149174595647455,0.24628971862458343,0.20993091193559696,0.2101173938029084,0.17263705442843555,0.1689236089443302,0.24156238559738608,0.27167539732657736,0.17560545515000814,0.16946008534451634,0.17344085675390078,0.2060162814390614,0.16076770069877513,0.13268417049050826,0.19683877626055482,0.12593926238990372,0.21173668123142536,0.23715243473084213,0.18342214878365157,0.18377488199590458,0.16649124314391145,0.2126361776598353,0.17839598215850483,0.19711993455160481,0.1558276914630991,0.09011293077884884,0.11981513785426161,0.1340330752116689,0.08915739307228979,0.09686731245339998,0.09603717764072223,0.09655612149124021,0.10561793457645051,0.05912472368121454,0.0726794395356255,0.07978547462476686,0.07410983390393946,0.04365316630343053,0.07363438068637902,0.0641343108207725,0.046854600459210693,0.08240538039543732,0.060861344360247156,0.08014559944967192,0.06625196059923842,0.1402697917348979,0.05128030696943177,0.04029773358223275,0.07258586317270262,0.05867699061275936,0.0627005505035047,0.1139886572201039,0.0913029676212421,0.052619344951108385,0.06569966861866375,0.07826506891142487,0.060471282469988966,0.06928968872080976,0.04065163569179214,0.04498827127500273,0.029080956048175347,0.0310708683785987,1
1,5065,0.008111182392259091,0.009462617398412919,0.012132601568885914,0.005348065065738994,0.007904407710947256,0.007099221875141206,0.01059972019325938,0.03222510217497653,0.007498979547198855,0.004201207096446288,0.006726561798548923,0.005619586683614261,0.008566153515773991,0.008967737171071386,0.005920358806972601,0.009581795166889282,0.0090733840762197,0.0014380080619276743,0.005291589417602782,0.0034182124574513215,0.0019967709398332305,0.0017376813630606588,0.005291589417602782,0.002103598375205418,0.003364798739765228,0.003364798739765228,0.003364798739765228,0.002103598375205418,0.0014380080619276743,0.0014380080619276743,0.007325207530812523,0.008360847510456253,0.0014380080619276743,0.0014380080619276743,0.0037712994762703995,0.0019967709398332305,0.004102195298278395,0.0029203782571267764,0.0085894631245311,0.008337187637651077,0.004444868801206038,0.010577046917886024,0.011392381638954155,0.010201869107683743,0.010723892769679893,0.02047192759214376,0.028130069330976563,0.0355306253178595,0.04447239451849936,0.06075542337652871,0.03213559412394339,0.03856038644554932,0.06596153702758428,0.05491475836278291,0.05919910577184278,0.04471415145177812,0.061828826300165424,0.08574221969048819,0.08302614892010211,0.06091043208949682,0.10760850511747602,0.08902650859611537,0.08903365311858795,0.08771605120255038,0.07017117932480052,0.09748811448039185,0.06446181342712413,0.05840996768222691,0.04409912374823818,0.05776305858431109,0.057263091050099024,0.07772178381498993,0.22872887191541733,0.11972100783443872,0.1229133386124237,0.07823417407948868,0.0914434451706474,0.08969740040276522,0.07776579473168582,0.04877514987071241,0.12544440615690355,0.08716517780905647,0.10956659056602526,0.08739586966452331,0.09458817683612634,0.09756711885525654,0.07238074381810455,0.07526559649896597,0.07955044966576445,0.08453339653490473,0.11503143684880972,0.0633892915159017,0.06576165386121295,0.0693136094900838,0.07950751140437688,0.0751354677449687,0.07768090347713386,0.08130999684163025,0.0873786128619892,0.0628925875669072,0.06643976369329553,0.06699701212569498,0.07714452231000583,0.05712097466344647,0.03954838630435911,0.09510945481754945,0.054549204378839644,0.09255045530589047,0.06273962177726887,0.056480402014318455,0.08248979433119905,0.07288120990195593,0.033855990640565437,0.05721958626892136,0.053559357865954324,0.07940154323866297,0.08353031015871738,0.04596558667151168,0.06542447860626203,0.04998441903870389,0.05549943603289556,0.05157768909574768,0.03450288134998332,0.03670474410199151,0.051401467911312136,0.03733751728481026,0.05014642155550732,0.018767025057408137,0.02790630743289723,0.023093455247290205,0.02648899862309526,0.027524133283048677,0.038920713961828335,0.021869199331020512,0.04233905481496826,0.045816883969711474,0.040448898152443444,0.059943174699180334,0.09772254212003714,0.0246629004266911,0.028905535273146474,0.017794852798220455,0.02412305866471647,0.01892541776100011,1
2,5076,0.0027599247183801236,0.0026269527209426694,0.005054447445729157,0.0010751089031370714,0.0035690896266422864,0.00013297199743745399,0.0009421369056996168,0.00013297199743745399,0.00019945799615618111,0.0018842738113992337,0.00013297199743745399,0.00026594399487490824,0.00019945799615618111,0.0012080809005745252,0.00019945799615618111,0.00013297199743745399,0.00019945799615618111,0.00013297199743745399,0.00013297199743745399,0.00013297199743745399,0.00019945799615618111,0.00013297199743745399,0.00013297199743745399,0.00019945799615618111,0.00013297199743745399,0.00026594399487490824,0.00013297199743745399,0.0003989159923123625,0.00019945799615618111,0.0018177878126805064,0.00013297199743745399,0.00019945799615618111,0.00013297199743745399,0.00013297199743745399,0.00013297199743745399,0.00026594399487490824,0.00013297199743745399,0.0003324299935936356,0.00013297199743745399,0.00026594399487490824,0.00026594399487490824,0.0037685476227984674,0.0007313459859059983,0.00026594399487490824,0.0010086229044183436,0.002150217806274142,0.0018064548890430682,0.004100977616392103,0.007749550676115826,0.005586335435478974,0.01840000197023612,0.0061960423475849544,0.003546423779367411,0.0028264107170988505,0.0024161618011490503,0.003901519620235921,0.0034247847055673946,0.003092354711973759,0.0037010604637557148,0.0032253267094112126,0.0031605052214177596,0.0007313459859059983,0.003158840710692486,0.0035577567030048492,0.0053868774393227925,0.005176086519529174,0.0044334076099857385,0.0037685476227984674,0.010441324885051952,0.006528472341178591,0.0035577567030048484,0.004981622055548814,0.001739968890324342,0.00416746361511083,0.0034912707042861215,0.0026854348174745065,0.002218368315718143,0.0035594212137301236,0.00370206162407974,0.0014075388967307067,0.00545336343804152,0.001141594901855798,0.0009308039820621795,0.007404123248159482,0.00895596706596508,0.0038350336215171943,0.006873899769134938,0.0022831898037115965,0.0030258687132550316,0.0030258687132550316,0.004034491617673376,0.0030923547119737584,0.0045112265323419025,0.0025491337985865054,0.006129556348866227,0.0016069968928868878,0.010953870668572122,0.0022718568800741586,0.0004654019910310894,0.002205370881355432,0.003901519620235921,0.0029480497908988676,0.0021502178062741423,0.006528472341178591,0.0026156197973052323,0.005176086519529174,0.0053868774393227925,0.0044334076099857385,0.0014740248954494338,0.0047106845284980835,0.003424784705567394,0.010707268879926858,0.004100977616392103,0.00457771253106063,0.0032918127081299404,0.006528472341178589,0.006461986342459863,0.0029583815542122784,0.0053868774393227925,0.004444740533623176,0.0053868774393227925,0.00329181270812994,0.00457771253106063,0.0046983504445366215,0.0036355756253610132,0.0055863354354789745,0.0038350336215171943,0.002349675802430324,0.003502603627923559,0.0028264107170988505,0.0036355756253610132,0.01044132488505195,0.0038237006978797568,0.0022167038049928692,0.0030258687132550316,0.0022831898037115965,0.002482647799867777,0.00039891599231236223,0.00026594399487490797,0.0014075388967307067,0.005043114522091719,0.0021502178062741423,0.00019945799615618111,0.0004654019910310896,1
3,5085,0.00074377439759304,0.0,0.0003598761404505789,0.0,0.0,0.0003598761404505789,0.0,0.0,0.0,0.0,0.0,0.0007197522809011581,0.0025191329831540537,0.0028790091236046336,0.002159256842703475,0.0,0.0010796284213517376,0.0003598761404505789,0.0,0.0,0.0,0.0010796284213517376,0.0007197522809011581,0.0010796284213517376,0.0017993807022528953,0.0003598761404505789,0.0003598761404505789,0.002159256842703475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003598761404505789,0.0,0.0,0.0,7.418177247540766e-06,0.0007197522809011581,0.0010796284213517376,0.0014988499797826435,0.0003598761404505789,0.0014395045618023166,0.0014469227390498573,0.0014469227390498573,0.0003747124949456607,0.002166675019951016,0.007204940986259122,0.002772733143908586,0.0025191329831540537,0.0003598761404505789,1.4836354495081532e-05,0.0007197522809011581,0.0010796284213517376,0.0014395045618023166,0.0010796284213517376,0.003246303441302753,0.003606179581753332,0.004488092398208058,0.0014395045618023166,0.0014469227390498573,0.005758018247209266,0.006673561087778886,0.001806798879500436,0.002166675019951016,0.0025265511604015945,0.0017993807022528953,0.0017993807022528953,0.003499903602057285,0.002666457164212538,0.004572113846161482,0.0038763836819522054,0.006019036585211339,0.0032463034413027533,0.002772733143908586,0.003606179581753332,0.0028790091236046336,0.002159256842703475,0.0038763836819522054,0.0032388852640552112,0.001806798879500436,0.0075573989494621616,0.003852361565260323,0.0032388852640552112,0.006125312564907387,0.004333350039902032,0.005651742267513219,0.0014395045618023166,0.006395516665106258,0.00431851368540695,0.0032388852640552112,0.002772733143908586,0.001806798879500436,0.006837646668561003,0.004212237705710903,0.0010796284213517376,0.0044658378664654335,0.0014543409162973983,0.0017993807022528953,0.00431851368540695,0.0010944647758468194,0.005545466287817172,0.0007271704581486992,0.0014395045618023166,0.0025265511604015945,0.003492485424809744,0.001511570911877962,0.0003598761404505789,0.000758610752088122,0.0007271704581486992,0.0003598761404505789,0.0007197522809011581,0.002666457164212538,0.0023065810237619592,0.0014709448557417393,0.0025191329831540537,0.0007197522809011581,0.0011339520375453311,0.003140027461606706,0.001806798879500436,0.0003598761404505789,0.00036729431769812,0.00039873461163754284,0.0010796284213517376,0.0014395045618023166,0.0,0.0007271704581486992,0.0007197522809011581,0.0010950935663583672,7.418177247540766e-06,0.000383898257142461,0.003958637544956369,0.004129983842706736,0.0016931047225568483,0.0,0.0010213966750394537,0.0003598761404505789,0.00207523539475005,0.00097335244165569,0.0003598761404505789,0.001333228582106269,1
4,5093,0.0,0.0002673835913122301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005998219256340623,0.0,0.0,0.0,0.0,0.0,0.0,0.007740440617129692,8.912786377074319e-05,0.0007740440617129694,0.0,0.0,0.0007740440617129694,0.0007740440617129694,0.0,0.0,8.912786377074319e-05,0.001799465776902187,0.0,0.0009522997892544559,0.0,8.912786377074319e-05,0.0005998219256340623,0.0005998219256340623,0.0,0.0,0.0007780776531755492,0.0007740440617129694,8.912786377074319e-05,0.002399287702536249,0.0,0.0,0.0,0.0011996438512681246,0.0,0.001799465776902187,0.0007740440617129694,0.0005998219256340623,0.0006238950463952036,0.0011996438512681246,0.0005998219256340623,0.001288771715038868,0.0011996438512681246,0.0013738659873470318,0.0007780776531755492,0.003598931553804374,0.002399287702536249,0.002399287702536249,0.0011996438512681246,8.912786377074319e-05,0.00017825572754148666,8.912786377074319e-05,0.0011996438512681246,0.0,0.0,0.0,0.0,0.002399287702536249,0.001973687912981094,0.0,0.0005998219256340623,0.001799465776902187,0.0034407153555614488,0.0005998219256340623,0.0,0.0005998219256340623,8.912786377074319e-05,0.0007740440617129694,0.0,0.0005998219256340623,0.0005998219256340623,0.0,0.0005998219256340623,0.0,0.0,0.0,0.0,0.0005998219256340623,0.0,0.00017825572754148666,0.0,0.0012887717150388681,8.912786377074319e-05,0.0005998219256340623,0.0005998219256340623,0.0005998219256340623,0.0,0.001799465776902187,0.0005998219256340623,0.0005998219256340623,0.0005998219256340623,0.0,0.0,0.0018885936406729301,0.0011996438512681246,0.0,0.0,0.0006889497894048056,0.0,0.0,1
5,5153,0.05572388051063565,0.04565742670533049,0.02202104496866399,0.015321983160129013,0.01694402110050616,0.01816717565371223,0.008994351249553894,0.007491165055829426,0.0070995728727011225,0.010393521331192514,0.0070737094894838546,0.006869598278059226,0.010189410119767884,0.006869598278059226,0.006869598278059226,0.010189410119767884,0.010074422822446936,0.006869598278059226,0.008513767036007815,0.006869598278059226,0.010189410119767884,0.006754610980738274,0.006984585575380174,0.006869598278059226,0.010304397417088834,0.006869598278059226,0.010074422822446936,0.013645296102426301,0.006869598278059226,0.006869598278059226,0.006869598278059226,0.010074422822446936,0.006869598278059226,0.006869598278059226,0.007678042033172858,0.013509221961476546,0.0133942346641556,0.006984585575380174,0.011916292648182572,0.011055276625463526,0.006754610980738274,0.011461965696922514,0.01966475977153825,0.011249971126879,0.028252590392244047,0.03214582203940029,0.035627403026522605,0.062006661649688745,0.03467325089988293,0.03943646894394199,0.07134799208646823,0.06435599021361606,0.06315363473383742,0.08690087223247,0.10406030218184474,0.05217861947610677,0.09304641142303224,0.07459523509014421,0.0799822166143105,0.09263639830324681,0.10182249652602024,0.09910633000084532,0.10794916145134266,0.08023610774462028,0.11677834978803753,0.135188907616482,0.12823413082571072,0.09314945235270002,0.0988121437962884,0.103824965571031,0.12362589741601149,0.12757851552146637,0.1107789758287589,0.10403620617923191,0.10790330728972863,0.14602217862874123,0.13096866350241515,0.1080872119200048,0.0974287140608961,0.1112847236168155,0.09395563804965448,0.15476667708941677,0.12556736262613186,0.13762579589520982,0.11295367507412733,0.0993801579848637,0.10509161143556131,0.11670388025966057,0.10778761615662161,0.08632340756249003,0.10310668805663521,0.09307619935484489,0.06956354798954142,0.07620184004605411,0.07568014567001514,0.10259625875188884,0.124732072805616,0.10010585103686014,0.09004261102221531,0.10857656174086609,0.07011893848389514,0.09561671930032715,0.06870225157823902,0.08722743297883566,0.10715439830006371,0.08501553908704987,0.10659736395067346,0.09305484884214599,0.10100724653878745,0.07643445030303886,0.09729407935460418,0.07543038664146488,0.24359072906093443,0.07562821913989291,0.09223282973566539,0.08340272533269273,0.06006575533358483,0.07953350242070042,0.05797783708030206,0.05866228003776526,0.06874615704255593,0.061144777106796236,0.05560371060085583,0.049561803166318974,0.05829029035969563,0.046142215035234184,0.04060410860547258,0.038835324935197785,0.09779894243267427,0.06393530970359101,0.05894163142538375,0.057336490196177106,0.053683256331690764,0.04221460671916231,0.03748050599093716,0.033799625382463436,0.0329927522921936,0.01996590620971649,0.033468937627096025,0.03728925405731959,0.024137022381179457,0.04307827844505411,0.019742314986777712,0.009391739097889944,1
6,5168,0.02052744023191023,0.021548107138249922,0.002560101178277674,0.01245067362602391,0.008218194432333993,0.008525104873815914,0.020281359965562355,0.0020993400399780364,0.0,0.002560101178277674,0.0008539240491315816,0.0,0.0025263020645438275,0.0,0.009496770909739003,0.0,0.0,0.0,0.0,0.0,0.0,0.006298020119934109,0.0,0.0,0.0020993400399780364,0.0,0.0004269620245657906,0.0,0.0,0.0,0.0,0.0,0.0008539240491315816,0.0,0.023167894259969905,0.022546350352465574,0.0,0.020480809426221387,0.027789736067850353,0.00908558538885251,0.009835228706172787,0.00515111108433192,0.004690349946032284,0.035426646583422226,0.0184163967911994,0.03483050347938125,0.03418947893816762,0.030435586796084258,0.027191126001420707,0.033005245298319524,0.043130412035241136,0.05189670834604242,0.04788467887063034,0.03893973398084769,0.10316739738195191,0.050833268840852035,0.05010972832951433,0.04935399454490636,0.068549610859283,0.06303520794693235,0.08907330862776358,0.06850467548947542,0.04939303198747183,0.10603049904120286,0.08153192291170228,0.05690909181074054,0.09054365034710914,0.0923001427031228,0.05692625546315094,0.05577360717914762,0.04958235187974363,0.14360748232482265,0.034435064495051834,0.07610456359599223,0.06506133608635084,0.095132203562987,0.06140334968685552,0.04730393017717564,0.04009562869335729,0.06040333255459622,0.0795426113037758,0.04227279773589739,0.024143082313678038,0.05033528695001869,0.05592632958474316,0.060454666983234526,0.030419068030848477,0.06828032379010571,0.035100785041656146,0.033672613234673576,0.078923802169442,0.054649230663217495,0.05467817882072612,0.062167183358761785,0.046000267521921386,0.06881980974450275,0.07486978200538204,0.07031393553092376,0.049563487599307524,0.07868955210380568,0.0700480045498213,0.07899966232652375,0.09574761828444353,0.04896450043530808,0.08817230306676689,0.0449027028862229,0.06192652367235685,0.07056977265929598,0.04731111204661749,0.059676544601089496,0.08409212190672338,0.054799295665377404,0.04361550478776841,0.0658732802913857,0.05734847575299723,0.05082439616257021,0.05593236356545588,0.03752169750451391,0.09259234850655634,0.0993802631669026,0.07711158897428508,0.04388609654595266,0.03837309851135464,0.06997726670515994,0.03471596077328973,0.03234317700103449,0.06074410614203943,0.05251096926977155,0.05308388034457764,0.05825797239661347,0.06927390925212229,0.05992473733053505,0.03201301255073159,0.06374037194481441,0.05289285219914066,0.041592484018314994,0.04097649550683965,0.0585031078131399,0.05265971099908049,0.04552657844229207,0.060194201491549,0.04956236595774369,0.023338969619341152,0.020731981495557137,1
7,5176,0.0027695311767886224,0.0027695311767886224,0.005539062353577245,0.0009668903224125003,0.0036577376249317954,2.6227958089775706e-05,0.0009144344062329485,0.0,0.0,0.0018288688124658975,0.0,0.0,0.0,0.0009144344062329485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6227958089775706e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0018288688124658975,0.0,0.0,0.0,0.0,0.0,2.6227958089775706e-05,0.0,0.0,0.0,0.0,0.0,0.003683965583021571,0.0,0.0,0.0009406623643227243,0.0018550967705556734,0.0009406623643227245,0.003762649457290898,0.008256137614186315,0.005670202144026122,0.020353608559932852,0.0066370924664386245,0.0018813247286454489,0.0027957591348783985,0.0019337806448250006,0.003736421499201122,0.0027957591348783985,0.0027957591348783985,0.0037641316327227154,0.0027433032186988467,0.0027957591348783985,7.868387426932738e-05,0.0027433032186988467,0.0027957591348783985,0.005565290311667021,0.004703311821613623,0.0037101935411113472,0.0036577376249317954,0.010999440832885163,0.006401040843630641,0.0027695311767886224,0.004572172031164743,0.0009406623643227245,0.00381510537347045,0.0027695311767886224,0.001881324728645449,0.0020386924771841042,0.0027695311767886224,0.0037888774153806734,0.0010455741966818278,0.005617746227846571,0.0011504860290409307,0.00013113979044887905,0.007315475249863591,0.009275483852778365,0.0037888774153806734,0.007341703207953365,0.0019862365610045524,0.0027695311767886224,0.002926898925327278,0.0037101935411113472,0.0027957591348783985,0.004703311821613623,0.0019075526867352248,0.006505952675989744,0.0010980301128613794,0.010464055243363605,0.0010718021547716037,0.0,0.0009931182805022762,0.0037101935411113472,0.0018813247286454489,0.0018550967705556734,0.0066108645083488475,0.001881324728645449,0.004677083863523848,0.005512834395487468,0.003736421499201122,0.0009144344062329485,0.004624627947344295,0.0028482150510579503,0.011104352665244267,0.0037888774153806734,0.004703311821613623,0.002926898925327278,0.0064534967598101935,0.006505952675989744,0.002875925184579542,0.005591518269756795,0.00465085590543407,0.005617746227846573,0.0028219870929681733,0.0046770838635238465,0.0038165875489022667,0.0038413333315602256,0.005617746227846573,0.003683965583021571,0.0018288688124658975,0.003736421499201122,0.0027433032186988467,0.0037101935411113472,0.011025668790974932,0.0027957591348783985,0.001881324728645449,0.0028219870929681737,0.0019075526867352248,0.0018288688124658975,2.6227958089775706e-05,5.245591617955141e-05,0.0009144344062329485,0.004624627947344295,0.0018288688124658975,2.6227958089775706e-05,2.6227958089775706e-05,0
8,5188,0.0,0.0,0.0,0.0,0.0,0.00046191675705250157,0.0,0.0005550846749544967,0.00040513232070678036,0.0009419189505567384,0.0,0.00046191675705250157,0.002683933149249791,0.00026839331492497885,0.0,0.0,0.0,0.002430793924240683,0.0,0.00040513232070678036,0.0,0.0,0.0,0.0008051799447749372,0.00046191675705250157,0.0,0.001847667028210007,0.0,0.0,0.00046191675705250157,0.0,0.00046191675705250157,0.0,0.0,0.00040513232070678036,0.0,0.0008102646414135607,0.004157250813472516,0.0012721813984660627,0.0,0.0002690480937277257,0.0008670490777592819,0.004425644128397494,0.00219275792585035,0.0008670490777592819,0.003968954907603365,0.0015980139285395095,0.0010167040482631407,0.001193536386635476,0.0020599306855920113,0.0023275844466231895,0.0015888639325940723,0.002319174004571553,0.0030089505205948917,0.003196027857079019,0.0017908825918642854,0.002196014912571066,0.001347051271263519,0.00099870338690246,0.005644366835930848,0.0027153708847720355,0.0032268864186330614,0.00454444053734731,0.004175394314452945,0.0025926520161351557,0.0030225884989049014,0.006591370483126209,0.008022739006876481,0.0021038572217443705,0.005155954200374975,0.005469226213998919,0.005493051125892024,0.004681179543129112,0.004943491370939757,0.00500877102442817,0.004276702001225078,0.0015980139285395097,0.005811394399554999,0.006904642496750155,0.004761134112565191,0.004157250813472516,0.0038399715650704537,0.0023810431375558983,0.003120503205478817,0.005723666626564183,0.005340982425359807,0.0016541435860824843,0.0017347529343213115,0.0025792866577929816,0.002085117006489889,0.007756247482796864,0.004264881038669374,0.004043681940781072,0.005026856460879905,0.0035019534539122406,0.00588947562080331,0.003039893857239989,0.003191307778969459,0.002799388806728594,0.002318434450677752,0.006670643563197186,0.007207456903609502,0.002812756111857104,0.0025656892037058186,0.0013289658348117838,0.0008677038565620291,0.002116060343134986,0.003745373056592146,0.0031947182994735263,0.0015888639325940728,0.0018082284744222192,0.0017167255623982709,0.0041872554241706,0.00421513025198459,0.0008234779898794761,0.0021524438246912597,0.004765496795615864,0.0019361748793174725,0.0016973305683410426,0.0021341457795867208,0.0030473831136504604,0.0014442844884723276,0.002799830976878537,0.0011088617390898358,0.0004625715358552484,0.001774249552637794,0.002838970200136131,0.00140383570760924,0.00029423441462560326,0.0010350020933676794,0.0028335125149191046,0.004079852813684543,0.000832627985824913,0.0031548956400644906,0.001372892370964143,0.0003700564499696646,0.00047926263961043557,0.0008493190895801002,0.00045342153990981116,0.0,0.00040709665711502073,0.00026839331492497885,0.0,0.0006735256356317595,1
9,5198,0.002015592215360586,0.0018758765588645482,0.003130897841204809,0.006390753315271216,0.0016478129523113379,0.0025732450282826974,0.0025732450282826974,0.002015592215360586,0.0016478129523113379,0.0018758765588645482,0.0018758765588645482,0.002015592215360586,0.0018758765588645482,0.0017406798508265453,0.002243655821913796,0.0016478129523113379,0.0018758765588645482,0.0016478129523113379,0.002243655821913796,0.0016478129523113379,0.0018758765588645482,0.0018758765588645482,0.002015592215360586,0.0018758765588645482,0.0014197493457581275,0.0018758765588645482,0.002015592215360586,0.0018758765588645482,0.0016478129523113379,0.0021039401654177584,0.002243655821913796,0.0016478129523113379,0.0025600673785241795,0.005715977626650817,0.0027881309850773897,0.0016478129523113379,0.001740679850826545,0.0024717194284670065,0.002019280546372167,0.00462581748726159,0.003612037461233058,0.002927846641573427,0.002704301983478252,0.0024717194284670065,0.002243655821913796,0.003584883194368935,0.003718082009506784,0.002196807063932966,0.004717527026000677,0.004069610512014104,0.008178751661619006,0.005969124544317416,0.008161148092804289,0.004268521958803036,0.003426435947696673,0.004260701478941833,0.004620878767072055,0.005939481708630079,0.004605703224413383,0.005027554024746902,0.004163183348474562,0.004449500782762832,0.004448670165316378,0.0032171039313196865,0.006042071638820053,0.003661868612280219,0.0033302706255021906,0.0033884928031378838,0.004417827567440674,0.002965943668851939,0.0036876186072466654,0.004363756030156403,0.004388901516611399,0.00581410106166868,0.0030999328755126564,0.0054723187057074355,0.0027489158521149526,0.0030785050584838537,0.006349601492918842,0.005842454254085869,0.0032411850874003996,0.0032857989560371,0.0029989088391289996,0.004551290949566581,0.008122907544330447,0.0046065338418598365,0.009387457264313743,0.0061763370960169406,0.0029535966365398752,0.0030980672661065317,0.004966033599224188,0.004031799650949342,0.0016983500413037496,0.00410555576367274,0.003909165372441687,0.0021589962028682047,0.0035166381342625753,0.003968361162734582,0.0039050256195992394,0.0053313932361493555,0.005750467979422187,0.007520178553431795,0.004144217869578254,0.004915079805007045,0.003202543608889185,0.0035344999880962454,0.004985829519774695,0.0039054760695987137,0.005376131784287259,0.005663155156520782,0.0036399392318193814,0.005453321576711759,0.0021989588395528417,0.004765113372026127,0.003089057911565936,0.006909385454066529,0.00477043128783125,0.005479049972452514,0.005953826633842297,0.003654653436969605,0.007259016697068355,0.0038794079081268212,0.007475706883966705,0.005262853434005028,0.00594194173507782,0.006237265416182792,0.004436835408153068,0.005329283026306428,0.003951043760133616,0.003023695933154964,0.002497601706927483,0.005379451807192229,0.005198236958619847,0.005385753251332133,0.007302288469148987,0.011927307124259582,0.004491830592285628,0.0031256828704791044,0.0066179863043779735,0.0040903802210140675,0.003782258085766163,0.004179794813130277,0.003759254459253461,0.0027511507414590824,1
