,cellid,internet0,internet1,internet2,internet3,internet4,internet5,internet6,internet7,internet8,internet9,internet10,internet11,internet12,internet13,internet14,internet15,internet16,internet17,internet18,internet19,internet20,internet21,internet22,internet23,h/w
0,5056,0.11652057961618238,0.0965267979064287,0.08825063026268545,0.07098686487383957,0.0680015832519889,0.06561000124315311,0.08345204807618156,0.1447770361011587,0.39234302650420944,0.8193210494996497,0.8829790271877482,0.8602636670368229,0.9228589023651383,0.8795862210918248,0.8963777495413446,0.800953141013995,0.6793035378614549,0.5262325051606356,0.4142398418464973,0.29015092986868835,0.24655826924739505,0.21101930007760977,0.23187146706891548,0.21386465165300128,1
1,5065,0.06021189074894776,0.05324169948201928,0.04403920434534181,0.040070348287880135,0.03678298834462453,0.04046605550655746,0.04325885681367014,0.07995375724518222,0.14929874644552524,0.24911769604944609,0.26564749807615523,0.29466937484813926,0.26060992064812516,0.2976114124798094,0.2560209369356357,0.23207395774476253,0.2464252102058547,0.23232220045179522,0.21255617864122867,0.17854379771947737,0.14855539050707606,0.1153040325061759,0.10807555706813819,0.08300630435023477,1
2,5076,0.008226387747248693,0.0077697418340642276,0.008021244100284788,0.007974546451791296,0.008037801851929063,0.008747469197116867,0.011152121654135188,0.015555663810353292,0.017113931921372696,0.016688745698977495,0.01568348262193724,0.016073908926820993,0.016590266084381914,0.018393037984799916,0.017452622396757298,0.01907828096325569,0.018032010994977803,0.02186816662175481,0.024639729131023864,0.02122546727336073,0.01748792753753576,0.016273569483357626,0.014464199660155202,0.0137215788480059,1
3,5085,0.005787019655088276,0.0030600096608382125,0.0024715638130704157,0.004650052006056119,0.0019090734351158993,0.0035324661759610237,0.007394275357918452,0.006784584535201133,0.008705374707823309,0.010535665794478146,0.01161988513065962,0.013408002764290284,0.011009532188518517,0.012749793867481101,0.012828089290685936,0.010955374083468259,0.013851836503235335,0.015252807911371541,0.012615461707928599,0.01150607172595316,0.011687715530599378,0.011634535645998877,0.009177458237909516,0.004471761790251064,1
4,5093,0.0009449899170041456,9.589101674807956e-05,0.0001790486623838624,0.0002167553202061304,0.0003056234001595553,0.00022512741279170434,0.0008115432798076112,0.00016672306611205368,0.000542778787122159,0.0005102731118477152,0.0007782915311143333,0.0004888172800809037,0.0005028998069841191,0.0015876458547109942,0.0025858104324611927,0.0021248078381177786,0.0020439408256222764,0.0015202376296879127,0.001681849320690878,0.0015391501140113008,0.0012404192703312973,0.001125514092330499,0.00026612751463976126,0.0002986251435871418,1
5,5153,0.09186477351501074,0.14733155330007605,0.09035341108581249,0.06815963529651174,0.06383215122823135,0.06629765535665452,0.0690737763827302,0.10700914852505786,0.18450362196625678,0.27459198963875897,0.2940087833466317,0.27444887911410365,0.3130545345619907,0.3382622794499915,0.3129720236629981,0.2945862727427277,0.26135108169624893,0.24648217645060147,0.23533626208501895,0.23070204931498492,0.2055015348970293,0.16881456774534986,0.13321771268893784,0.1156746952505506,1
6,5168,0.19296617122946824,0.16104641038431977,0.1462948921488582,0.12343704568445481,0.11650895806954546,0.10638576226248547,0.1397895305914261,0.18308447636741124,0.2441983572204969,0.2405010394518139,0.2440299105697083,0.25697195843256554,0.2744176488306512,0.2588040581216868,0.25370340980336253,0.25160320167572325,0.24878364405982417,0.2447478286368352,0.2717619306632326,0.2699654606131415,0.2777494729612215,0.27767267666025475,0.24241136570483734,0.2617919962230542,1
7,5176,0.008809978526599505,0.008381666766729337,0.0086254000733586,0.008530406756893755,0.008592535167663456,0.009214572277057746,0.011692962160438324,0.01630395574942673,0.017843573909122907,0.017211217046374353,0.016047512521218433,0.0163835340660367,0.017180651497959998,0.019287837411357586,0.018323629733274133,0.019901722887462458,0.018918728912684257,0.023215327670935947,0.02635266308948347,0.022836145708014968,0.018980338527431764,0.017698275887690643,0.015789218133944176,0.01504689302338564,0
8,5188,0.0036499198166475995,0.0024494979261321446,0.0016660288205621963,0.002676884251329713,0.0025665059232009256,0.004025972165657206,0.005827259019501062,0.006777738572471369,0.008446096892887205,0.009569566526353029,0.010861017420234457,0.013473226156557334,0.01152919525056274,0.010892838027976791,0.012039973369058264,0.01170211809275631,0.013755089059869299,0.012346684264418237,0.014529735380755943,0.012807573822202333,0.008908404957262105,0.008106334636817923,0.00687557217169628,0.005201614604486822,1
9,5198,0.016040194713693133,0.016637760570088474,0.01278331569881987,0.010634968012657455,0.010591300101073939,0.011116130298551356,0.012126475766793852,0.017144529538758235,0.018012260952396754,0.014859013490608173,0.016917141030183967,0.011123234258883652,0.013567015124707866,0.016823858058796538,0.01678503772949609,0.014951034757949806,0.014315460567892804,0.01632474332059849,0.017526182764323512,0.022337391754733475,0.02224714044092259,0.022955596863771258,0.021369323679389027,0.017687320582023217,1
10,5261,0.07255257341127387,0.05403975063465606,0.05561422301806026,0.05309067080904699,0.04874508083979357,0.048229394566978646,0.052424847955228365,0.09637922870496164,0.3724022452002234,0.5823662518580458,0.7705875211079075,0.7763027591483828,0.8501191098746004,0.9326730467402746,0.909577792529928,0.9710668784772079,0.8996881605497281,1.0000000000000002,0.7643906039801195,0.6556264334681237,0.44060691597933166,0.3347922143907838,0.3020745219052461,0.18392241518580663,1
11,5269,0.28187562818133133,0.16109394794906323,0.13808243317346536,0.12787511773961413,0.1218230116473842,0.12468840248218585,0.147303966286975,0.201424775805157,0.341874487248188,0.3331414629347218,0.3133191386085595,0.3116502811732333,0.3252199589912668,0.3665291780601468,0.3332948991563856,0.29957501988870067,0.3168085231572542,0.30020310143928525,0.30181007480814337,0.29610593246178324,0.3126917776616753,0.28645729385299057,0.2869306680334009,0.2668968560631274,1
12,5277,0.039926566290995405,0.03335615978421068,0.029062451854336604,0.02512380794112117,0.02542776649774289,0.02557577521838127,0.0331148142426711,0.07726527493742741,0.1063464559556886,0.10636242540099747,0.08855309599852185,0.07734343959462472,0.09162235319951685,0.10894182849073192,0.10490199692984276,0.10616875153543659,0.10781638437911432,0.12429099977869074,0.1272831407427825,0.12242260816530505,0.09582056883809971,0.0841321883733043,0.0753009501493757,0.0739923180743621,1
13,5290,0.012247657513798272,0.008227331829780625,0.0067057669817599894,0.007313871882922375,0.006016574960432779,0.006486543249567149,0.007086745390718524,0.010855118877127928,0.0121258419216281,0.012955999193556115,0.011925074589777977,0.011828042631699755,0.015207425873447578,0.01391901779082598,0.014877892305225432,0.0177856509561723,0.019923275834510548,0.016506824721972263,0.021695150096789313,0.018577834991221967,0.01979285776218486,0.01688168797447304,0.01593281752935322,0.013108757517266405,0
14,5296,0.0017247281697776542,0.0007419239595743078,0.0003919219363085586,0.00017050752725680037,0.0003021655204681862,0.0009780543125891073,0.0010057588512312151,0.003995502078083161,0.009371638370385942,0.018246289935175526,0.020878036977570485,0.02526581720229991,0.02581295361992595,0.027952596227890574,0.02415494921401825,0.023856735127955244,0.021420268289467536,0.020161481817984293,0.016927905629888506,0.010198271614254944,0.009389903301357751,0.0021025090063606423,0.001450422607398995,0.0014139873510442143,1
15,5357,0.03389938875248998,0.026136931307556763,0.020107097782937136,0.019627272603964692,0.01837477702468016,0.017302619789857126,0.020078924685735407,0.04050811283930302,0.07389854630251218,0.14317449888512096,0.1575287637778439,0.1409061661847521,0.1657263122118765,0.19917424622017876,0.15875060786451312,0.18032188608994348,0.1453741991283318,0.14356583832376757,0.19210649797333612,0.1339719431276751,0.08981165944407339,0.05807106542444963,0.07307618303375114,0.05194146075331935,1
16,5370,0.1989840515029596,0.12697512459795224,0.10518260221714507,0.08692713442176364,0.08526739310538999,0.0818111782422014,0.10254604142865692,0.1343079615669979,0.22246912709820718,0.16746357153364239,0.17102271926797197,0.18337880487999675,0.18179887061430589,0.2210507865941183,0.22090440562454197,0.23720668159597866,0.21975079214577706,0.23345958701322295,0.2417572620721665,0.2055739838654952,0.21161848423606697,0.18476805401849603,0.173141812022609,0.18936765021280452,1
17,5374,0.05393077782940968,0.04755709936683239,0.04462587630838122,0.042814268917773526,0.042171936516821426,0.0447848840108907,0.05430244587356053,0.07368619475146422,0.09936683923907924,0.09849427896035,0.10086134364622416,0.09472273398128227,0.09898588718875678,0.09757949323085335,0.09589594901170158,0.09241064798698885,0.08970039117941053,0.0928349341665083,0.09035844211741824,0.08943675362504275,0.08173084283691381,0.07665309922417694,0.07156388855508568,0.06355393335521294,1
18,5386,0.0003408275065310026,0.00042574864667759265,0.0,0.0007091224715406051,0.00041980047982294083,0.0008803926195223703,0.0009739318861030273,0.003267793010362129,0.004014329788557798,0.003661805410010588,0.004792953752499293,0.004233097471724496,0.0033746276957751435,0.00423494285941246,0.004504377235295762,0.0027458499520396835,0.003306028388965642,0.004106571414382185,0.005670824107367875,0.004052640482440655,0.0034692485610714097,0.0023534535672006867,0.0016871949355274757,0.0015763240522304648,0
19,5393,0.006319071604381873,0.004609154813830592,0.0038295171619475176,0.0026859908825366953,0.002021808013592461,0.0026336199415063276,0.0033235332708377694,0.0073098208652764216,0.010256437845450175,0.011626558733701303,0.012667204363952191,0.011212314999075648,0.013775152353922054,0.016257104050556064,0.013254788640778373,0.013138288334289813,0.013007773131285372,0.013437036568102701,0.015480104003364185,0.012799133652159934,0.015405314602377821,0.008522349635826501,0.007784708252748046,0.007115324270241483,1
20,5461,0.15875832593370365,0.12044198517358566,0.12518096774971849,0.11298904951952277,0.11475195756915865,0.11647168441036743,0.13488652155790656,0.20288247001506376,0.3455959443375558,0.5222296969621144,0.6631735664845475,0.6986468136224407,0.7038624317190603,0.7622987418228916,0.7275167656620728,0.7774551454633992,0.7411222481508223,0.7183963246059037,0.6967083000943001,0.5625743313152644,0.350775527126667,0.33621908335930856,0.2763009475681103,0.23081303600023265,1
21,5466,0.09176502157344447,0.07658055050839496,0.06504172369159142,0.06020949039098183,0.05479703131880077,0.054090137430395355,0.05948763498496804,0.08058020401990372,0.12184182855876315,0.1367516094492767,0.14419649435495446,0.14872363053124094,0.16149655739204144,0.16000368011709043,0.14925512017261786,0.14882998821516927,0.15172362884299262,0.15247331156577584,0.1510833142181938,0.14845171838799462,0.14127022773461384,0.1424759487122268,0.13976556312438068,0.11882516303052243,1
22,5473,0.019274499301993153,0.0175109951742546,0.01596528445201886,0.014434905089080324,0.012967615979293174,0.01353170489616237,0.01750265013915658,0.027678766237416986,0.04236302533084508,0.039593244690442515,0.04039579683085458,0.06151380891163018,0.049622322836068544,0.041504465646333324,0.04316577538237557,0.033178529079919014,0.029612001271757175,0.0284633556987598,0.03139133827495837,0.031021831909355892,0.030969833522906016,0.02834329501284676,0.026219913406166914,0.022762489520950984,1
23,5482,0.013745654424569041,0.011723331000050168,0.009717771452770663,0.01015440661465775,0.007798284648027884,0.007879155208278059,0.012378956020277623,0.026442142826467133,0.03232171651505127,0.0379632122199918,0.03515506916893239,0.03171005522251306,0.03511374997834038,0.03561336623457421,0.03495253716904224,0.03741555119748705,0.038006252704544004,0.03791632141192103,0.044076947195770565,0.032694851294193215,0.02855179524169951,0.02445329772886593,0.01914202850955553,0.017785065889388475,1
24,5497,0.0018669007165235895,0.000880951171869461,0.0005184047833629156,0.00027509968396062013,0.00039669746444208603,0.0010836550732798616,0.0011245789873016014,0.004131914560568927,0.009487542320003978,0.01826725754449993,0.020862121400182385,0.02519756671259509,0.0258257261028601,0.02798258427329924,0.02421342585440944,0.023849447617856345,0.021445458698264745,0.020235998054011634,0.01700515605000177,0.010360331736633113,0.009579326642839597,0.002343309820086506,0.0017695155389757244,0.0016126206046960432,0
25,5558,0.1352376769466461,0.11274305571800745,0.08505737962710448,0.09499512217478093,0.07572551863980756,0.07692023739324037,0.07993160974697398,0.13246544819894931,0.16652174116631843,0.21286678243199977,0.1983642863523179,0.20837523422811818,0.22252166953950425,0.2764412753270336,0.2745156775161712,0.2817364636660447,0.22798162878828881,0.22557400097870897,0.21397143327881046,0.20244454234073728,0.20635807436471215,0.22016252085193305,0.22959707348262579,0.17622178336619665,1
26,5561,0.11951862091817092,0.10537876994427157,0.08925688306595415,0.08174338600593567,0.07783937254323983,0.0731304752267289,0.08989748194535488,0.16993152873805875,0.3020582936888211,0.4866297516456882,0.5743767399620591,0.6739438301717607,0.6283853916177541,0.6505045488193842,0.5746704913833612,0.5558420703708846,0.5593039226297662,0.5319528390070623,0.4528226793039364,0.35022351484462705,0.2499152011720774,0.2313041241642294,0.18409200861954986,0.19147923176380222,1
27,5580,0.022179007840040326,0.01989626434669745,0.01693313506032113,0.016994418184085407,0.013804509060993756,0.013476252471140497,0.01899532671779685,0.03814520476689569,0.048723532528485755,0.057640533959206645,0.05162801515684723,0.04908211811392829,0.06159768675953531,0.060108793977944684,0.056385470248112,0.05632181820452438,0.060975972451582684,0.05945601493548009,0.07426206572564895,0.06314360144455701,0.053475044006885894,0.04743980753650394,0.0364706371053929,0.031561766707355575,1
28,5589,0.00660437083329719,0.005266151314035862,0.004410610510302827,0.0034279177829600435,0.0024658154660638304,0.003192693860205638,0.003910444289402062,0.008648931004803824,0.010501725189557092,0.010091299127008286,0.010224023946372474,0.007741360255531418,0.009112839637454335,0.01051282102280292,0.00922910539975945,0.009327398479323372,0.009078946124234115,0.01054272607512515,0.014871823869830058,0.012929804264563964,0.017420131872438654,0.01016395334763819,0.009360269847569005,0.008640334688739891,0
29,5598,0.013215758896080634,0.011369438926324743,0.009871728521308522,0.008754739216169184,0.008990071960446981,0.010259743485524313,0.011591888904381993,0.01713435466862609,0.02309638010931678,0.025790500021401555,0.02599995820017695,0.027422089504816023,0.02931126415189027,0.032320078238671585,0.03277902360305326,0.028022605583048615,0.02878325365033886,0.02987324816495821,0.03107763114270296,0.024559183258505708,0.022939992751328495,0.019948044128870746,0.02153054660118172,0.016037272183868478,1
30,5655,0.09314764386497987,0.0926450428309854,0.08500659794974529,0.07602451293445484,0.06573070913553145,0.05973385618820224,0.0633508086777877,0.09262665295471405,0.1448635017135583,0.16666082849744168,0.15726568538398228,0.16014492337014843,0.1501553147303067,0.16326809697773592,0.1677506949493062,0.1736654079356959,0.1635798822838707,0.15887852677980852,0.15671125500311156,0.14446632171511298,0.1270071212099726,0.1264726324535639,0.11275991603090571,0.12649269243226155,1
31,5667,0.22118188701413657,0.1961063724275093,0.16638251786910918,0.149063492460538,0.14500085877222474,0.12593855780390628,0.14309679632999256,0.1979155696049101,0.2709032977461719,0.2817767446141037,0.3470789356909152,0.3822430921659874,0.43274109109595915,0.348096996039297,0.34385628058930573,0.3024239166906314,0.33872426005402795,0.3387601242537528,0.3578098382708524,0.3290943356572696,0.40542241357672654,0.3478400425399836,0.3536922856825828,0.3523045282442838,1
32,5673,0.01190944186394375,0.009818555752529358,0.010399262702721818,0.008692103650905716,0.008899316263089924,0.00980832303093932,0.013419621025165682,0.026254012078556536,0.09157288489031458,0.14644926532019847,0.18952987593799592,0.1911202114183304,0.20357684449972194,0.1834891592931082,0.18021213020413768,0.15204400584917205,0.11832987871247742,0.07847342812209249,0.043544753384099535,0.026658204581334916,0.02307760475187868,0.016809210051626656,0.02030368447437142,0.013838309883525234,1
