,cellid,callin0,callin10,callin20,callin30,callin40,callin50,callin60,callin70,callin80,callin90,callin100,callin110,callin120,callin130,callin140,callin150,callin160,callin170,callin180,callin190,callin200,callin210,callin220,callin230,callin240,callin250,callin260,callin270,callin280,callin290,callin300,callin310,callin320,callin330,callin340,callin350,callin360,callin370,callin380,callin390,callin400,callin410,callin420,callin430,callin440,callin450,callin460,callin470,callin480,callin490,callin500,callin510,callin520,callin530,callin540,callin550,callin560,callin570,callin580,callin590,callin600,callin610,callin620,callin630,callin640,callin650,callin660,callin670,callin680,callin690,callin700,callin710,callin720,callin730,callin740,callin750,callin760,callin770,callin780,callin790,callin800,callin810,callin820,callin830,callin840,callin850,callin860,callin870,callin880,callin890,callin900,callin910,callin920,callin930,callin940,callin950,callin960,callin970,callin980,callin990,callin1000,callin1010,callin1020,callin1030,callin1040,callin1050,callin1060,callin1070,callin1080,callin1090,callin1100,callin1110,callin1120,callin1130,callin1140,callin1150,callin1160,callin1170,callin1180,callin1190,callin1200,callin1210,callin1220,callin1230,callin1240,callin1250,callin1260,callin1270,callin1280,callin1290,callin1300,callin1310,callin1320,callin1330,callin1340,callin1350,callin1360,callin1370,callin1380,callin1390,callin1400,callin1410,callin1420,callin1430,h/w
0,5056,0.0190259835158819,0.0005500300725643456,0.00014273227166809453,0.015432451979359357,0.008779797639107844,0.0005500300725643456,0.0021738581751480548,0.008278203137544017,0.0,0.00828552176505738,0.015648581937586996,0.0,0.0,0.017559595278215687,0.0,0.0007200281034889266,0.0,0.0,0.0,0.0014372873262791723,0.0005500300725643456,0.0,0.0,0.0,0.0,0.008779797639107844,0.0,0.001409418839064864,0.003538865781618655,0.008779797639107844,0.0,0.00014273227166809453,0.010189216478172707,0.00014273227166809453,0.008779797639107844,0.0015521511107329585,0.02429418113262758,0.02251736623606615,0.011598635317237573,0.0,0.009646505033121729,0.009538609817773998,0.019441993000465868,0.00960097583377649,0.011033336840246575,0.07454882237197938,0.08659751535946943,0.07850881634421766,0.09924764388366364,0.049700733555344455,0.12465599999473097,0.11267125315716603,0.2163555652569252,0.21290265513942244,0.20210304907161947,0.25884060003820686,0.24934999510254066,0.30315180423736654,0.24521884284483797,0.30783104537408074,0.3137923334965043,0.39194202559651686,0.36059734855061765,0.2171345535732737,0.35524886247989057,0.29323886286632717,0.39361943356199436,0.285306580494539,0.32322747886850856,0.3738994318417269,0.31623779343428976,0.31500517310768256,0.30396193416577594,0.3777196628026199,0.3525389100471225,0.4824401967087374,0.3581714743782159,0.26763885932201903,0.3402470431726605,0.417099169223551,0.4792236991386418,0.48143335243194524,0.3715796147314262,0.34976143420715966,0.3432919485096775,0.3781187704885615,0.2801663485851319,0.30894664145685125,0.34052414529277303,0.28807511889488524,0.26843393837610646,0.34814004751040806,0.26197786976156023,0.3565916871768896,0.3210934530303879,0.2740499360996088,0.3043827815819022,0.28052687291625567,0.34427448062813565,0.35784508731553105,0.32626307628971923,0.2875639840235605,0.2782138250815137,0.316989966677693,0.2762417511917764,0.39191744056030015,0.3474499677806463,0.33993256996594534,0.3252431388556028,0.27016205346782474,0.3528958399748135,0.21000805370428052,0.23371130649726696,0.2622021751118701,0.21496106961103953,0.2222432151437321,0.162431533520777,0.18846421767968596,0.1904234909595471,0.17481012895147105,0.20602353233916554,0.1879980495768776,0.11872949349340818,0.10585777537551566,0.0748996790297607,0.08348542190086027,0.08165327002842533,0.06273901136831429,0.058462825362977165,0.029227554084034827,0.06707542116961657,0.09596308033756121,0.062157634940639826,0.043583165892200536,0.05725686384894629,0.05310788990328365,0.05920167981919726,0.034290639270059126,0.05676159042278546,0.026138689716483712,0.02966876886824743,0.03327462750838499,0.029179247493536106,0.016138373670029977,1
1,5065,0.0,0.0,0.0028253109378536686,0.0,0.0,0.00012854359483944778,0.005743761542601235,0.0024515134299156905,0.00012854359483944778,0.0026967673430142195,0.0,0.0,0.0,0.004894034606219782,0.0,0.0,0.0,0.0008497269363814522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038245077330977813,0.004765491011380334,0.00953098202276067,0.00012854359483944778,0.0,0.004765491011380334,0.0,0.010364591649817078,0.008185565466614343,0.0,0.0,0.0,0.0,0.004765491011380334,0.010509252553981569,0.027376640867579596,0.023015259053048655,0.03701709783788769,0.02861166816020315,0.023734182753722174,0.07290250540429734,0.07751086971082985,0.09861691203043943,0.07212077652238841,0.07004982350169318,0.12635643225596563,0.13883439053176722,0.1644269538202238,0.1506778836973385,0.20686503700098305,0.2145159135730572,0.2632354583207456,0.21068076271592112,0.2585860592040791,0.257198449063311,0.2856057070206251,0.35220785821341527,0.24044724862947545,0.38045414640262865,0.2954173300231765,0.28002426497509014,0.29085289519567176,0.34625979126465767,0.2406425836173246,0.2596540734566566,0.22670718227065104,0.3386533643800398,0.2464200969370738,0.31546303169048895,0.25312629497714584,0.24769910711461215,0.2194266221469196,0.24923323150608875,0.21982389536168995,0.19493305295491323,0.2592542091204768,0.22733869821718525,0.24303165916532635,0.2557792797646649,0.2606379492137118,0.19673371563988248,0.18192172627074374,0.18591806566921065,0.22920215193277466,0.23550164636060544,0.2974843132055542,0.21961077941499785,0.22009170115852802,0.2617722282395795,0.2382864361438129,0.2888023033937952,0.29098904943810955,0.2942678858639131,0.292088361298596,0.2931823432759334,0.2805942544842955,0.22300857789331996,0.2573354875320411,0.26911391718772165,0.2224690004950911,0.29063378885722674,0.2543391103276901,0.25574847424637054,0.19199735275353677,0.20238463604888848,0.18864930116173845,0.17214831412161072,0.15275678061874884,0.17300073692386997,0.14909325110161298,0.15606280971986503,0.08821737219210228,0.0821595131648918,0.09749048371559677,0.0690750116819738,0.07629195295221188,0.07860831511433378,0.07665216722316857,0.050748401791268785,0.05393277276645336,0.06284358333614426,0.04103807567783646,0.03347985561878834,0.02224697187157261,0.04662265436652504,0.024817078944740178,0.022795676371471684,0.03198496285651749,0.03269973516073192,0.030229593398741095,0.033908625080695184,0.03507635323766165,0.019442327391057414,0.02147855132550469,0.02079214464220851,0.005950414107872807,1
2,5076,0.00016000289161713138,0.00032000578323426276,0.0,0.0,0.00016000289161713138,0.00016000289161713138,0.0,0.0003200057832342634,0.00016000289161713138,0.0,0.00016000289161713138,0.0,0.0,0.00016000289161713138,0.00016000289161713138,0.0,0.0019473081191843462,0.0,0.0,0.0,0.0,0.0,0.00016000289161713138,0.0,0.0,0.00016000289161713138,0.0003200057832342634,4.005753606833939e-06,0.00016000289161713138,0.0019473081191843462,0.00016000289161713138,0.0,0.0,0.0021073110108014784,0.0,0.0,0.0,0.00016000289161713138,0.0,0.00016000289161713138,0.0021073110108014784,0.0,0.006481935924021567,0.0029073254688871384,0.00016000289161713138,0.004538633558444055,0.010694148588016855,0.0053362386589220455,0.008913258471664144,0.013443880522894532,0.017826516943328284,0.011974171720953912,0.01440389787259732,0.013287883384884232,0.014731915163045258,0.01973613077791253,0.026887761045789063,0.019898543027137335,0.020409830875374325,0.02334442976404023,0.01794641619273765,0.03175441189468105,0.014723903655831589,0.023633156373888894,0.02426834922514209,0.03225768823570437,0.009850008155195007,0.02008581933853323,0.040015641539056165,0.020889839550225723,0.041038217235530146,0.021849856899928514,0.02008581933853323,0.026535663127560692,0.027684553184658543,0.026535663127560692,0.01925612210306114,0.033714566815215986,0.00970926717614297,0.023660429793667656,0.0189337069622192,0.015555197287302841,0.014407903626204161,0.024138029110911383,0.01440389787259732,0.011500578157317016,0.018142516972955717,0.012273319195623914,0.01587520307053711,0.023828444192498462,0.01603279660454657,0.024148449975732723,0.02382443843889162,0.03062638014614746,0.024434767227973723,0.02753177836586442,0.024308452867349853,0.026731763907778767,0.019100124965050837,0.031419979493018606,0.029152665590600008,0.012620598398636941,0.03190399392147685,0.026419769631758162,0.02331715634426146,0.034674584164918774,0.026251755232927367,0.032248863766882206,0.03095439743659538,0.016196805249770536,0.016191203100164534,0.0285102446665238,0.019445807772064703,0.022993144807420367,0.005494645154540013,0.02334202040643256,0.01117415726286825,0.01587119731693027,0.013447886276501366,0.01133656951209305,0.006961944598872964,0.015231185750461748,0.007281950382107227,0.00987728157497377,0.013281468273669727,0.012641456707201201,0.014111165509141821,0.015231185750461748,0.010854151479633986,0.006321933032404436,0.010854151479633986,0.014268759043151284,0.0021073110108014784,0.002587319685652875,0.006005933002777005,0.01037655216239026,0.0019473081191843462,0.010216549270773128,0.00016400864522396596,0.0058419243575530385,0.0058419243575530385,0.0006400115664685268,0.002427316794035742,0.003894616238368693,1
3,5085,0.0,0.0,5.781079035491187e-05,0.0,0.0,0.0,0.0008660654003214491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008660654003214491,0.0035759152412111364,0.0008660654003214491,0.0009032832802965617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008660654003214491,0.0,0.0,0.0009238761906763615,0.0008660654003214491,0.0,0.0,0.0,0.0008660654003214491,0.001732130800642899,0.0025981962009643494,0.0008660654003214491,0.004074566925974639,0.00234243612533174,0.0008660654003214491,0.001732130800642899,0.0009238761906763615,0.0008660654003214491,0.003482113928587917,0.005232097056532935,0.007596639317615351,0.010858697825174896,0.016554027779531168,0.011944818646524715,0.011040308008521349,0.010154877055526904,0.004403249536186598,0.010522290771084852,0.013857046405143195,0.011114457900807503,0.011276702531480965,0.011922712510774038,0.01450456960980715,0.020939424988415643,0.009602382521192977,0.011408949081786102,0.016235187185079172,0.01723501236107663,0.006155973247209297,0.015388487337430715,0.015739276083393344,0.011313920411456074,0.01769370558278735,0.0181638724125534,0.013461147834587798,0.018063859881422967,0.011944818646524717,0.019820340095539263,0.014798774923121674,0.01742009317985262,0.018692017533413922,0.022785664144397495,0.008498409372541036,0.01839903957780621,0.015135467844875785,0.014562380400162061,0.016554027779531168,0.021140114856771024,0.010621287382199363,0.014467351729832035,0.010392784803857398,0.014266661861476656,0.006173825574511415,0.009660193311547887,0.008678506330516613,0.01777088192581525,0.0156263950857612,0.02231013451540058,0.007596639317615349,0.015943722454842327,0.010468447921514423,0.013421189371535008,0.019463054263405354,0.01308449644978089,0.015705814706511837,0.015386974112059837,0.014327213234909248,0.011964184199197708,0.008715724210491726,0.010501411993040983,0.014598085054766296,0.01105664711045259,0.013028198884796859,0.009343881862482688,0.009128080249902873,0.01275307325649125,0.011869155528867683,0.009288811655205455,0.016629690897188198,0.012241553105226035,0.006983593409848827,0.007300920778929947,0.006928523202571597,0.0035798831819956224,0.0043303270016072475,0.0052320970565329335,0.0043303270016072475,0.004958484653598207,0.004330327001607248,0.0050162954439531195,0.006748426244596017,0.0034642616012857987,0.0032085015256531897,0.001767835455247137,0.0009238761906763615,0.005806697726617538,0.004074566925974639,0.0023602884526338582,0.0008660654003214491,0.0017899415909978112,0.001732130800642899,0.003226353852955308,0.0026354140809394617,0.00234243612533174,0.0017499831279450173,0.0026532664082415803,0.0,1
4,5093,0.00021449201639141374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021449201639141374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021449201639141374,0.0,0.0,0.0,0.0,0.00021449201639141374,0.0,0.00021449201639141374,0.0035207901078124835,0.001443510579766225,0.0,0.00021449201639141374,0.0018627875116548447,0.0,0.001443510579766225,0.0,0.0,0.0,0.001443510579766225,0.0016580025961576393,0.0006434760491742424,0.0018627875116548447,0.0006434760491742424,0.0,0.0,0.0,0.0020772795280462586,0.003101513175923864,0.0004289840327828281,0.003101513175923865,0.00021449201639141374,0.001443510579766225,0.001443510579766225,0.006612596182842138,0.00021449201639141374,0.00330629809142107,0.00021449201639141374,0.0018627875116548447,0.006612596182842138,0.0,0.00454502375569009,0.0,0.001443510579766225,0.0,0.005988534335456316,0.001443510579766225,0.003735282124203898,0.003940067039701104,0.0035207901078124835,0.005988534335456316,0.0018724946125490537,0.006193319250953519,0.00454502375569009,0.001443510579766225,0.001443510579766225,0.0018724946125490537,0.001443510579766225,0.0047595157720815035,0.0022917715444376726,0.00330629809142107,0.004749808671187295,0.0,0.004749808671187295,0.003101513175923865,0.0006434760491742424,0.0018724946125490537,0.00288702115953245,0.0016580025961576393,0.004749808671187295,0.00496430068757871,0.0047595157720815035,0.0006434760491742424,0.003940067039701104,0.001443510579766225,0.0033160051923152786,0.001443510579766225,0.00288702115953245,0.0043305317392986755,0.001443510579766225,0.0018627875116548447,0.001443510579766225,0.0,0.0016580025961576393,0.003101513175923865,0.0035207901078124835,0.00021449201639141374,0.0,0.00288702115953245,0.0,0.0,0.0018627875116548447,0.0016580025961576393,0.0,0.0,0.0035207901078124835,0.0,0.0,0.0018627875116548447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5,5153,0.006655773689673127,0.007142722378915012,0.008177171197570988,0.01741402902701585,0.0009727863085522045,0.00194557261710441,0.0014089756630512843,0.0011465396026841264,0.00011815629957192645,0.012928946981077258,0.00027672442958142203,0.0,0.00194557261710441,0.017717206774941055,0.00692766045943736,0.00389114523420882,0.008069032545183824,0.013619008319730867,0.023553924626254278,0.01868999308349326,0.012646222011178664,0.008755076776969843,0.014798847849284438,0.0048639315427610255,0.0048639315427610255,0.008094350268434152,0.010700649394074255,0.010700649394074255,0.005140655972342447,0.0048639315427610255,0.011184427044657039,0.006390166710476075,0.006809504159865435,0.008755076776969843,0.016744420466388847,0.010977373823655677,0.007086228589446856,0.017717206774941055,0.0112540982532371,0.009031801206551266,0.002386032693632992,0.006702226510492586,0.02107164381122747,0.0507250476283964,0.023861408609596284,0.06950506150968387,0.05548614674384468,0.06250957789824824,0.10951622793577749,0.09462058686765319,0.1860297936354549,0.1430241958621367,0.18854579364516066,0.2163613502732941,0.15759997193099767,0.20641545567085456,0.19285433340129104,0.19438758307133785,0.23343490467452238,0.24585260548434934,0.29749488239347943,0.2553076124565696,0.23791135750764836,0.32795185125904236,0.2863562147234095,0.36490300097993833,0.271215220171783,0.3887225010253185,0.3290127132382324,0.26592389235668035,0.41324180280869055,0.31053931362783493,0.3505672475179783,0.33907309376647543,0.29894471280813717,0.3104724067735628,0.28666450518662506,0.27376997050135427,0.3025677965143413,0.30358149853448974,0.18805889549557642,0.2121247244487696,0.20216317483171023,0.31379152418681827,0.24703937734308867,0.3362408489104935,0.18565788708466519,0.25088954563422367,0.2411331125636015,0.3395402483164932,0.2438348391347135,0.30430252936815905,0.3021826602546759,0.2863051918121777,0.2462058152896303,0.24430450300923937,0.2908672126925745,0.2429179807831231,0.3666412066928778,0.2746280507272867,0.29225846505627473,0.26642240925027194,0.3071784166962675,0.29644227649608235,0.3160474275364111,0.2525826667302813,0.4019280873221542,0.3354979656348896,0.348165663881132,0.2526192007578023,0.26816037340285026,0.2503352924726378,0.24391724241931367,0.23273684936921368,0.22013875397423455,0.27216440585862894,0.24404944772918627,0.1555397199033257,0.15174857652287377,0.27370927779936627,0.1520121158406103,0.09387905870383238,0.12086418156034234,0.10488175562126716,0.07995573623572066,0.08306212832630992,0.14587040343070148,0.10733547620360706,0.05704851587294471,0.030991878576440465,0.05546107143239491,0.04959230661789823,0.0340997125076535,0.04477478015331813,0.058019231948657185,0.0395488349960617,0.01939963275399443,0.032929776237833934,0.031507300917312665,0.02167235927830259,0.03794106288423304,0.019571722698241367,0.041144261647957134,0.026488238542283247,1
6,5168,0.01657104230094384,0.02171608352656991,0.01232210087088534,0.02968388635424585,0.012975992656618146,0.005052198708861363,0.004794912350922547,0.004489317903144104,0.005516829858409192,0.0,0.0,0.006161050435442671,0.015236398999956678,0.0,0.004489317903144104,0.0,0.0,0.0,0.004489317903144104,0.004489317903144104,0.0,0.0,0.0,0.0021253864834038312,0.0,0.0,0.0,0.0,0.007618199499978339,0.0021253864834038312,0.0003055944477784428,0.004489317903144104,0.0,0.005052198708861363,0.0010275119552650882,0.005052198708861363,0.0,0.01232210087088534,0.0,0.009743585983382172,0.014366147582972954,0.006614704386547935,0.00852166879375129,0.02059419215659648,0.015393659538238041,0.051930795215368274,0.058505360963458146,0.08824242559955418,0.14940181154454224,0.1053256071867093,0.1274458294560326,0.15339565345308837,0.15753803115148374,0.14405676339248907,0.20200277930927907,0.21835490472291907,0.24446230853442025,0.25934218114198115,0.25079234128650196,0.21998360402052,0.2583530255970265,0.32959826330570946,0.28762174778958627,0.2623170174788461,0.260352284328597,0.30327374477977503,0.2845413106042124,0.1995733766723164,0.2157766207436163,0.280797078264254,0.2280675321301476,0.29948237454785515,0.24422549855628645,0.2533631121834805,0.27222379668692026,0.33392580969024066,0.222472696534504,0.2149586561014262,0.2663687513618496,0.1796983824870032,0.1669526526420483,0.21401225422419487,0.22597050500547822,0.1698876893262334,0.23822369199057597,0.2888795573312254,0.2602885353833525,0.21858052004018935,0.3043446740343188,0.22493336445270767,0.19602473754744662,0.2507847078853936,0.2715915211509525,0.21116392931010478,0.23979511592935782,0.2604841445945432,0.259190418082067,0.27989344180323056,0.3091081904729394,0.23549814495352012,0.29325335982857925,0.32924106684444915,0.3105828303425953,0.23481573209399273,0.23023337057078075,0.25548041549959105,0.25865294989961823,0.23736130701847924,0.2777473080414539,0.32141160300279903,0.2545261090048865,0.21938503981076557,0.2634654249968492,0.25253553155909114,0.2712017463472003,0.25761983184756865,0.2529311192053728,0.25910608436837707,0.24519690379794107,0.2029891853485535,0.15394634994185077,0.1257063337432041,0.18983038192147808,0.110199903380722,0.14700911141777404,0.1263022462303979,0.13820947042563173,0.10581028151780396,0.08322038587958538,0.1590195066046502,0.06314129198587241,0.10786169772809696,0.061311793600921864,0.08233562286678894,0.0635721797116251,0.061516881394924686,0.047552766611785716,0.06945165254112402,0.06766204929928836,0.014470527985812014,0.06837013071780906,0.05020355105770205,0.03850137951584525,0.031244560495183264,1
7,5176,6.311929152678908e-05,0.0,0.0,0.0,0.0,6.311929152678908e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.311929152678908e-05,0.0022006460309101916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022006460309101916,0.0,0.0,0.0,0.0022006460309101916,0.0,0.0,0.0,0.0,0.0,0.0,0.0022006460309101916,0.0,0.006728176675784157,0.002326884613963771,0.0,0.004464411353347174,0.011259274272490757,0.00465733617976018,0.008928822706694348,0.013266995476987944,0.01779452612186191,0.011133035689437179,0.01358259193462189,0.013330114768514733,0.013266995476987944,0.017861212365221334,0.026660229537029467,0.018047003287969064,0.0199951721527721,0.024396464214592482,0.01566413328614378,0.03080904443274269,0.013393234060041524,0.022258937475209076,0.022518548544981514,0.03319904833823324,0.006854415258837736,0.020121410735825677,0.03986410572249061,0.019995172152772103,0.044265397784310996,0.019932052861245306,0.02005829144429889,0.024529836701311345,0.027049646141688116,0.024719194575891702,0.01779809307369454,0.03527702273792249,0.009118180581274714,0.024522702797646057,0.017801660025527185,0.015593880090951718,0.013393234060041524,0.02446315045795191,0.013645711226148676,0.011192588029131327,0.017920764704915486,0.009181299872801505,0.015720118674005298,0.024585822089172846,0.015723685625837928,0.024333344923065683,0.024459583506119268,0.031187760181903435,0.022388743010095295,0.026849587411609845,0.024459583506119268,0.02672334882855626,0.017924331656748123,0.03125444642526286,0.029243158268933034,0.011192588029131327,0.031128207842209276,0.027102064577716994,0.022385176058262655,0.03559261919555645,0.026849587411609845,0.0333955401164789,0.030935283015796268,0.016102401374998663,0.015530760799424925,0.02893112876313172,0.019995172152772103,0.022195818183682287,0.004590649936400752,0.02446315045795191,0.01119615498096397,0.015909476548585662,0.013456353351568313,0.011129468737604538,0.006728176675784157,0.0156569993824785,0.006728176675784157,0.00943377703890866,0.013333681720347367,0.013396801011874153,0.015404522216371345,0.015530760799424925,0.011069916397910388,0.006791295967310945,0.011259274272490755,0.015471208459730773,0.0024531231970173497,0.0022637653224369817,0.006728176675784155,0.011066349446077749,0.0022006460309101916,0.01112946873760454,6.311929152678908e-05,0.0066019380927305775,0.006665057384257367,0.0,0.0022006460309101916,0.004401292061820384,0
8,5188,0.0007080943064800517,0.0004452824895299284,0.000645906014894655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000645906014894655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009749773493646208,0.001819727104950609,0.0,0.0,0.0,0.000645906014894655,0.0,0.0011116327984705572,0.0,0.0,0.0,0.0,0.0,0.0,0.0011116327984705572,0.0007080943064800517,0.002223265596941115,0.0,0.002223265596941115,0.0017575388133652128,0.004042992701891724,0.00115337679600998,0.00468889871678638,0.000645906014894655,0.0011116327984705572,0.003440610469209886,0.005528796384933463,0.0007112458422568488,0.007154531836631645,0.008759698210510144,0.010599213531775977,0.004394939507743538,0.014364824109521383,0.011367000671795378,0.011834303223259677,0.010638462071269351,0.013021322869408429,0.016580236603222602,0.018831595580664596,0.012920338099275407,0.017497319194894934,0.02043203465087789,0.01943982882395427,0.017691353060037232,0.02641575719715556,0.015025300431612234,0.018073731584609107,0.01709126226861644,0.019239205298589544,0.026979234643203846,0.0271943862638749,0.01737451837961254,0.019877107690268497,0.020235686368232603,0.022338465567394317,0.02386433995590213,0.024617533812483394,0.021140332974142938,0.022475163228390126,0.017335925917849913,0.022764066333209064,0.008261312547663296,0.013507493947030299,0.023915727625255827,0.01315333024786045,0.016985777187845164,0.013869428177556205,0.03243506040549388,0.027056155046880557,0.018433908099281925,0.01561548303137022,0.021642650126849412,0.010803704266290154,0.025120213009223347,0.01625901837199253,0.019820427563852758,0.015170121308829,0.00873596264461255,0.030140683203594018,0.01683610422318949,0.020151994356368774,0.023487032487855258,0.026538878789055833,0.013845707563959727,0.021856569732491882,0.016898496531559882,0.01382033194946356,0.01256189915738612,0.014732061581010317,0.01380218378174691,0.013760662092166151,0.009945959971396365,0.013490405205546117,0.006734416259744616,0.017134947855724385,0.012292068595509744,0.009956663069443115,0.006756640338463984,0.007698894527847488,0.012316584115490166,0.009202033181048268,0.008852173799672512,0.010259643116044263,0.0022264171327179127,0.005328376876353732,0.003961935884148753,0.0012918120297893106,0.00778330689815225,0.0038652446479088467,0.008217068407009556,0.0015986592855399084,0.006687820174766287,0.006209019618871303,0.0033661433116893456,0.0027325161627298335,0.007889595816669929,0.004210893067275334,0.003502798760795283,0.0007080943064800517,0.0049991015250987715,0.0027325161627298335,0.0,0.0011549525638983788,0.003808930343173227,0.0024656331198452653,1
9,5198,0.0016782626986106826,0.0016782626986106826,0.0,0.0,0.0,0.0,0.00022349024733477532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020891728242744103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016782626986106826,0.0,0.0,0.0008850847802354283,0.0007577672241350498,0.0,0.0008850847802354283,0.0018663422517052547,0.0005488499417076088,0.00164686817397771,0.0010177784045089617,0.004048376098735619,0.006585507441300083,0.010719272536887462,0.010921196907407253,0.014854337639304743,0.008896870722450762,0.01634878661419508,0.01702715040151799,0.014902251758592987,0.01383780308559639,0.01577875247707928,0.020834110017614378,0.014854337639304747,0.011662142571816666,0.017877737046490323,0.010260833282338587,0.012038942630211293,0.010258810484562552,0.013909522594070333,0.01152377637982241,0.013691807283984721,0.00808247339333585,0.013743098861753022,0.01280649862242712,0.015529866100627343,0.011930329521122551,0.013606165186550084,0.0068686494468301225,0.01964511610732403,0.010477556004897954,0.011593390723195558,0.013853034328446097,0.015414757808803055,0.016261987535878243,0.008633890278716645,0.009110016703200868,0.01183660846106427,0.009933993020366778,0.00912197822343006,0.01275254362003552,0.018695884501660955,0.017000481894469757,0.011466667377217398,0.020854035187970146,0.014429599273538945,0.011909063693657839,0.009862629401709313,0.0087335111309364,0.007449436143347759,0.007307863971194932,0.019471270206643465,0.011329681722069296,0.011423697268257737,0.013481732922977777,0.010579878148060818,0.014708130899339526,0.015388096248652686,0.013090456705984143,0.01326348117210174,0.014796976638157119,0.012936331142255522,0.01379345284970061,0.022545439925058725,0.014887970941040189,0.019037950117904143,0.01482240088449471,0.020095499936615767,0.017262152490717518,0.022100260685618663,0.015141201328311855,0.01499302218015389,0.018941183216547527,0.009086567529189855,0.01335073818440528,0.010168040063001654,0.01839815069967663,0.007739571060785444,0.021831691644995956,0.010854143944487183,0.007088641892009999,0.005279682165401473,0.010836761855079879,0.009630633274070908,0.004790460119164403,0.006727647622074788,0.0046177692836459365,0.003935631507542575,0.001577503490371557,0.002864171623133726,0.0036719225064163153,0.0007723401890423849,0.0008850847802354283,0.00043240752976221705,0.0011961898585558103,0.0013066171658426594,0.0010976998834152177,0.002659520170080509,0.0,1
