,cellid,internet0,internet10,internet20,internet30,internet40,internet50,internet60,internet70,internet80,internet90,internet100,internet110,internet120,internet130,internet140,internet150,internet160,internet170,internet180,internet190,internet200,internet210,internet220,internet230,internet240,internet250,internet260,internet270,internet280,internet290,internet300,internet310,internet320,internet330,internet340,internet350,internet360,internet370,internet380,internet390,internet400,internet410,internet420,internet430,internet440,internet450,internet460,internet470,internet480,internet490,internet500,internet510,internet520,internet530,internet540,internet550,internet560,internet570,internet580,internet590,internet600,internet610,internet620,internet630,internet640,internet650,internet660,internet670,internet680,internet690,internet700,internet710,internet720,internet730,internet740,internet750,internet760,internet770,internet780,internet790,internet800,internet810,internet820,internet830,internet840,internet850,internet860,internet870,internet880,internet890,internet900,internet910,internet920,internet930,internet940,internet950,internet960,internet970,internet980,internet990,internet1000,internet1010,internet1020,internet1030,internet1040,internet1050,internet1060,internet1070,internet1080,internet1090,internet1100,internet1110,internet1120,internet1130,internet1140,internet1150,internet1160,internet1170,internet1180,internet1190,internet1200,internet1210,internet1220,internet1230,internet1240,internet1250,internet1260,internet1270,internet1280,internet1290,internet1300,internet1310,internet1320,internet1330,internet1340,internet1350,internet1360,internet1370,internet1380,internet1390,internet1400,internet1410,internet1420,internet1430
0,4263,0.06871691344021316,0.06484870251941137,0.0729212498547063,0.06513067627201448,0.07777168844929376,0.06942743151490341,0.0587486596929045,0.05354537278146021,0.05175951016682809,0.051172412911181756,0.06466879017894285,0.05391680627269748,0.052291092008305284,0.052216550024731564,0.05405594762669581,0.04741903098293589,0.04593448293495538,0.04964256697320874,0.04714961616032879,0.04393360325689094,0.04482944633534597,0.048222521682667434,0.04516366592903144,0.04639946813021186,0.04599621773892852,0.042772546569571766,0.047260176021489325,0.04386952779447035,0.04193660827950371,0.043747314238116126,0.03978125591793887,0.03968037426907164,0.04445993111068284,0.04000425752941235,0.039789501940313055,0.04524418643421163,0.040960015971177155,0.045413865783958944,0.04331480626038266,0.043899398345722256,0.04502269521212808,0.042632993682600685,0.05538481361389848,0.05270665360347062,0.0625543452570254,0.06527163590503815,0.10053354128117158,0.0785163060952429,0.09135455333185773,0.14760641685983708,0.11245772095750371,0.09726880069086714,0.13472069129894318,0.11008327077119888,0.116023822611481,0.10974873071572017,0.12087369211346256,0.15701206047200736,0.12252054802799765,0.12489037232830041,0.13407448266165437,0.12046524625456581,0.11627005719551681,0.10528253918271413,0.10596605570215564,0.1259148456160353,0.11084902496954491,0.10192379488166108,0.11205065266363658,0.12617039379324727,0.10457389884738974,0.11531805719609975,0.11077686902481378,0.11740627592825831,0.11675206591301875,0.10827592236170124,0.16336713060157002,0.15153688226557896,0.17913546409354208,0.13107998233735776,0.12841044052511452,0.1456109453223717,0.16882791697831137,0.12891616974410058,0.14793376752549892,0.1255023323098907,0.14817814534580154,0.13105254699986116,0.14337807408527597,0.12584706988428518,0.13708751807171965,0.12954749094162313,0.1180102210560429,0.11785881598701957,0.11586901129690319,0.10571658171714443,0.11813545631177974,0.11601274916671486,0.14740726854210062,0.12491301185353337,0.13234051761403792,0.12669844728113958,0.14450360249768332,0.12773853714116948,0.11393345104692197,0.11961700845240197,0.15382664724108305,0.12228205026462967,0.15061835323060882,0.12108098650639304,0.11769127130938298,0.11576938834574163,0.1282218088712155,0.12208550798253978,0.13108712870003383,0.1791562421942397,0.11544777879141296,0.11890747214482086,0.11316423535005793,0.1103777421426332,0.12316469816620465,0.12184891019806399,0.13474417481957876,0.12570739184900195,0.13197515835234236,0.14912336252273214,0.14384464120520316,0.1447491595442169,0.14357433962515798,0.12200330814149012,0.14029913243010972,0.12870525885528733,0.12201482826720504,0.11334958633682134,0.14865794649692865,0.12181388139605867,0.13086230175103522,0.10928998153814783,0.11402624519423209,0.08766719951089373,0.10399276524642821,0.1096260156977713,0.09972866371312576,0.08506411805527671
1,4264,0.08862763779054794,0.08287329650880924,0.0711993120220998,0.08833572605349088,0.08338237029820784,0.08746350289004512,0.08297061900874708,0.0628563746631944,0.05941678528864338,0.06682558068801209,0.05028838066985739,0.06643225701613126,0.06518494212025447,0.06308094943122049,0.07213178035682957,0.0541796009116307,0.05446374024447154,0.06394464879017683,0.058784198461962825,0.05181101989999976,0.061242521503465173,0.056499036369378815,0.050269519277201434,0.05890153741471077,0.05540797875053001,0.0542208223327421,0.0544362023050477,0.0514637165394118,0.04793169051757675,0.049110088995388816,0.04689097334056917,0.04816478824111795,0.049684273246503215,0.04327648679064539,0.04541889479351259,0.050872602705154084,0.04772685009290091,0.059086467475659606,0.05192362268499427,0.05260896581589784,0.05258141148799096,0.0540235681147559,0.05768440277485074,0.06822352634144105,0.07879710824470024,0.07339696943429302,0.1415560671811742,0.10793167972821884,0.11644114612968003,0.20207606077089174,0.14449856452071552,0.12959074135403145,0.19826673107077444,0.1501731772507796,0.1556105856684971,0.14525184583390335,0.1421119564302857,0.1920466369314553,0.15900288337306773,0.16367923584301422,0.17772405795685814,0.14479256826433518,0.13189935421572477,0.12931355906563358,0.1381527950168715,0.16544262449044653,0.14248454291028978,0.1389730778180273,0.14537856199844765,0.16930277290983212,0.14751844610898376,0.1353973949697763,0.13666399973889015,0.14132596195712555,0.14554226521153316,0.13983514999174054,0.24032396140797715,0.20528655622481495,0.1540540044126896,0.1438753684865927,0.1518846211474,0.1722689509681705,0.21918673682622944,0.15151141972468596,0.1889842990524481,0.15690172764198076,0.15776435352288354,0.16406909992102675,0.1523181449829353,0.15549237559561854,0.19389898821079726,0.17355019688336482,0.16365230209611964,0.1469400460396379,0.158673592518566,0.13165596057989784,0.15272476767477117,0.15763031402297936,0.18872836211739746,0.14715932286519381,0.1505083364362606,0.14713773898683422,0.16839484325471546,0.17378906737202163,0.14691019764828775,0.1726312360457731,0.16340996929239365,0.15418515884370737,0.18883290247385878,0.15741081495257167,0.15451568682551892,0.15664131280164595,0.16120061067937277,0.1666943938864298,0.18573594960725112,0.2515262223978677,0.16801879669129202,0.1767800359110486,0.17486553549300168,0.1682359333546434,0.16233626184392774,0.15235128806830694,0.17024222972091216,0.1562522985355815,0.15870842262656998,0.20399746459623497,0.17396605273606783,0.15431568854366523,0.16007344371814286,0.13343011124152968,0.16192161924138512,0.13181982964795533,0.1416260157169053,0.13700093794817025,0.18782994900179575,0.13236936488772444,0.17866132460476444,0.1650055977986996,0.1418075357178202,0.1049884520169379,0.11279849414460756,0.13457250554192857,0.11945706845594535,0.09176700937855727
2,4265,0.0885285359190731,0.07571815502545626,0.0693304445983062,0.08552397870384267,0.07272710286942163,0.060471431552433876,0.08559978055878428,0.07462239352015364,0.060416681290380754,0.08034796723917648,0.05431072858680539,0.05869958406362411,0.06206847268094564,0.056329687441966654,0.05841789423268993,0.051326103007987324,0.04274707886410476,0.04591166683221867,0.06149176326759315,0.04000477459460306,0.04921266524379604,0.0482622327677088,0.04820350054989884,0.05360388251205246,0.053566230261105595,0.04709005852599856,0.046289552436652455,0.04955034325056724,0.04364072569051519,0.044202710916688974,0.048061491462976405,0.044103018328971254,0.04508410980100893,0.05520147499263245,0.04241367382977597,0.04831852620474768,0.0560073953920103,0.058445633991863595,0.05015645751323177,0.05285848180183064,0.05727664426082541,0.055736863426497855,0.0719128319043873,0.08453538604900429,0.08625384481341326,0.11028775094157155,0.13027577946867344,0.13168347712415238,0.14240272880254168,0.2721963646172635,0.16813487935500412,0.17074896998018232,0.16149923456428322,0.1524524317523475,0.1491325224357197,0.16932343469509417,0.1445697654520772,0.12814709214634526,0.1511066013535338,0.2146798685386781,0.15955137755052468,0.16129077841100775,0.14936824133614485,0.18711495489961272,0.18636079048233153,0.14866201742198,0.14603776041457975,0.15822825981167765,0.17817170496052911,0.14585162054022838,0.16297075731349003,0.15321377283816925,0.1337216781592185,0.17315210052640026,0.15290554394902325,0.15276020312850563,0.16627158102991044,0.16381868672674715,0.16858164798409306,0.15949873784001736,0.15530981383764442,0.16488573215056498,0.2294324688869717,0.20088985500917164,0.16890457205436277,0.16373541228891886,0.15816829575577787,0.20497022040876858,0.14650707743349836,0.15276641291342635,0.17327016961872982,0.1597172530554632,0.18811982480685427,0.17716412660912415,0.1717912502381893,0.1501606638585816,0.1850508468579887,0.14550381422479267,0.14965642902102083,0.2005046867623318,0.16383458230545067,0.18528416750869203,0.2033375736909831,0.1534863209934636,0.21709423060890667,0.2102130824431273,0.1872467395368488,0.1878296435499949,0.23784626460243338,0.24834767997474133,0.1854919156519487,0.18088088246300213,0.21406541609060728,0.18080254886892538,0.18723157762303666,0.18474817006810162,0.2309051377919886,0.21838468403569172,0.22173659694505823,0.24714484653463298,0.23460238634913033,0.20698804028881265,0.1877056594254546,0.16696682869622245,0.3064205826940498,0.17511535521052168,0.1678321906589874,0.15095819553496753,0.15932503517338392,0.1269709760374015,0.1343585865521656,0.11277697428807178,0.1141598924201919,0.12884270333958528,0.12254459198890214,0.13465885710566372,0.12330710413349484,0.14969557574436942,0.08925798677023387,0.08385845428639076,0.10241897918464599,0.09801477591531187,0.07244463836744088,0.08848188384739354
3,4266,0.08867220479762178,0.11426700763870819,0.07558082519362275,0.08353392455213864,0.07296216777483264,0.06896391974188888,0.07428896505669999,0.06728086019411395,0.058377571057152584,0.06891215102072852,0.05945409005447459,0.05180109218152693,0.06161442366905916,0.060105847724166155,0.057468709707615015,0.057941096322897116,0.05372712433515715,0.052859084235204225,0.059386322171786556,0.049677850836822614,0.052531199315330554,0.056508879152822586,0.04993954467872595,0.054536372819746236,0.05659398737579958,0.043827231611690665,0.05629104897397137,0.058442919566606716,0.047309209714643426,0.04659902347840105,0.05765015985017833,0.04457715639009685,0.049736849670818935,0.05931610608004631,0.04707537009285378,0.05566835054067396,0.061367250245339365,0.05580913551501355,0.05819259081720585,0.05842130262758553,0.05804610189816653,0.06099810704645868,0.07088139481630877,0.07111467415529794,0.08029248865992293,0.09006518430897392,0.09438213197196113,0.1040070709204175,0.10978858471404987,0.15558728507287517,0.15122896383471546,0.15369393724964045,0.12504561932569844,0.12544121475059103,0.14022648074540991,0.12762609418492657,0.1333517127685577,0.12885717889707607,0.12768852669693193,0.18698190569307271,0.15429271093834812,0.11989650429432962,0.1279494908790339,0.14728702060079357,0.13489668190134835,0.133804932712797,0.13460707439224498,0.11243958579645418,0.131022142052162,0.134013451004011,0.16589106002797016,0.13380760623660276,0.10813200303596389,0.12998314479953935,0.1487384247912431,0.11866812822159638,0.15249980630279455,0.18050358692352164,0.12076921011025016,0.12084045058266672,0.11977845156124893,0.13945859946579156,0.16489096024577782,0.15136383719277915,0.1412885852790414,0.13288708386227008,0.14216377555195162,0.15011357084842294,0.13711129093725197,0.14485553007351648,0.12943931363477693,0.17082371993404732,0.1378489064924135,0.13892543386124706,0.12963646016033584,0.13210383086180574,0.15067261637921914,0.11725546173604978,0.12969074998098604,0.13820898096448114,0.1246566627121879,0.15180265604691978,0.1516984695742547,0.1280902264509461,0.16492175029408934,0.16794555034529024,0.13406282853325002,0.14014364799710993,0.17484145297771903,0.16612442038356734,0.14117669420026344,0.13941143103944664,0.16379541377278983,0.13289998166843647,0.16782007452426362,0.1406831962269878,0.1499769181025368,0.1551773925782044,0.14164065212321175,0.15459749750676713,0.15588815089020655,0.14469170648546156,0.1301308918353989,0.13864811526836457,0.19810133925965753,0.3586334298200281,0.24691487190848907,0.16586824338386078,0.1715119232880813,0.2506481174334861,0.10237541007820235,0.11472729046146382,0.10130182053754334,0.10872837844307136,0.1270797025789079,0.11605389367520536,0.09964388550951085,0.09668643187118503,0.08677180407124412,0.0868513574556724,0.09013979779796692,0.10571397433371169,0.08323088988374316,0.0884928634696906
4,4267,0.07626279925519934,0.11761357886392175,0.06745442015521701,0.06611050602800986,0.05960325375480187,0.06302264877207006,0.05838537376642995,0.054417974341910494,0.04925933351111019,0.051526653448615706,0.05396216629911829,0.04334372981832072,0.05383463128514741,0.056913959604630755,0.05401920778460823,0.054408491251432475,0.055130072731237156,0.052272970730065565,0.053599424029214374,0.050239218871210224,0.05088107971587337,0.056853092007040834,0.045124521898513494,0.05143914627114655,0.05499415523275009,0.03964026430298406,0.057401406217976084,0.05879986929591995,0.0457877389052781,0.044138431970421534,0.059081158928170334,0.04191098652544558,0.049153740810900695,0.055123025274192064,0.04500733297511841,0.055843509038972665,0.05692434645575961,0.04990101523556116,0.05805320675361394,0.056751273178501586,0.0527859976609236,0.05810616379979456,0.062074078523320024,0.055937783078084106,0.06612277150347098,0.06263778101465982,0.06007506351719212,0.07370282607675943,0.07887464343375111,0.10302483467955578,0.11961184880363314,0.12014050225672082,0.08485355511566296,0.09299197887517467,0.11800607183770785,0.08421957977656751,0.10660356393956331,0.1089091818730145,0.09628962963999002,0.14093177713235724,0.1310883404235357,0.0770421966292186,0.09487089324658798,0.10085123964886539,0.08514420669515742,0.10689338388004302,0.11135705052327675,0.0746227170277386,0.08614388180028379,0.10883393747015191,0.14572250878734022,0.10762039292505844,0.08144040941776667,0.08815620331517479,0.12587290693104464,0.08603217468785081,0.12514535963261228,0.16166139778659935,0.07579948423320632,0.08196875035755596,0.08148280084565197,0.10430697383186333,0.1045417858018004,0.1020736687663907,0.10990709113542993,0.09681457377709578,0.1143105045796307,0.09289320522564286,0.11220474888639757,0.11898381759053181,0.08796772288798574,0.15402776661436593,0.0902802396240162,0.1008797767786862,0.08771209452866413,0.10515505977032566,0.10847036538803015,0.08557938379472536,0.10025351865169724,0.0833562491611707,0.08413504256647633,0.10693024293416999,0.09937670748338219,0.0951040943095321,0.10926338258645638,0.12521075307222396,0.08672055741751368,0.0954311780183413,0.11004420322689062,0.09307212175307045,0.09822791501231203,0.09820896502771065,0.11214269064959409,0.09337641646314711,0.13210987226206344,0.09488941333489426,0.08216799514254322,0.09942557870058433,0.07944187015067557,0.0832593012367137,0.08932550746147298,0.08587529783782176,0.08187143260653029,0.10224534142884138,0.09647092953677563,0.4116118813683345,0.2515348212474466,0.14846512267904996,0.154101003710466,0.2812412488064679,0.07074937664330706,0.0958919326381165,0.07817903398499604,0.0854764447643435,0.11313060539916214,0.08368162621671446,0.07713416086149723,0.06393183489755543,0.07374743771265758,0.07416340588715957,0.06820703200811101,0.09642619331096139,0.0791073512503376,0.074302704149906
5,4268,0.0960581330001049,0.11248971688247925,0.09369718737127095,0.08211424537837204,0.08266816059718544,0.08272184067414755,0.07412386557438651,0.07907094983458607,0.07466411888848301,0.0675561755920603,0.06942946705808935,0.07076965572783096,0.06563507583777976,0.07089533992963058,0.07124753749586807,0.06477366630006079,0.06708601205788,0.06914787457172401,0.0664150028998527,0.06473846207168361,0.06578839121080247,0.06012051096666218,0.07116048973145422,0.05794801638920997,0.05773745318073997,0.05751255813482996,0.06391267551919233,0.05517475957989484,0.051561111559960564,0.05798844769715747,0.05075403476462762,0.0525773322324237,0.053392317360597165,0.04565860655505116,0.054161135378283196,0.05700392656156658,0.05388348583489056,0.05575292507696714,0.06740798459503666,0.06437615965213338,0.07600046388000824,0.09562621851345275,0.0933039582992328,0.09829928155851972,0.11921673009524317,0.12661866182295883,0.09812560824201162,0.09795201771786036,0.0978910284088082,0.11809818010281102,0.11315391920138364,0.11556313016822586,0.12113112363051526,0.1119568116932035,0.12781943169811052,0.13448002202909048,0.13316584748316482,0.12740195209705785,0.12305883086110177,0.15367948988553254,0.15374789740490133,0.1324070810651525,0.10728315175991604,0.12201176579116153,0.13676115457075658,0.14930035660644747,0.13816753163699116,0.11584089728392558,0.20884261021425998,0.12803158214955984,0.14377279474639454,0.13005120847076965,0.1285070794025701,0.13075926166257196,0.14947842517103718,0.1202697738456677,0.14681817371269193,0.158566227205233,0.11950319508501683,0.12773851123497418,0.1410260022251826,0.1423882136218608,0.13945748776336203,0.15304282117959542,0.1454789594161132,0.15184997730060254,0.16528896261537224,0.1694530890308485,0.1531536520766011,0.16268550189176206,0.13751288352532998,0.15856726036628413,0.1345345387623716,0.13556120380666653,0.15168939699855785,0.17732647015692382,0.16528015349222328,0.15174542520340745,0.1423399530712994,0.13517050890013718,0.13870966644023006,0.1462851933574777,0.14011186962070316,0.15459632173993443,0.14616872631202132,0.1532351680282364,0.1528792608131226,0.16004145510824588,0.15126886008273813,0.13909538958868212,0.14302686952643015,0.14362702311264944,0.15211233635371535,0.1492796407983185,0.1497536164186843,0.13100320821116476,0.13009406404776264,0.14253452578215275,0.12493383790233623,0.13375210409999927,0.13694900751655853,0.13617603234972459,0.13778013416134754,0.13027517775444883,0.135011679486239,0.2694180271776344,0.200649113068284,0.15783407433116683,0.17367700470642092,0.20089627805007326,0.13765994268911436,0.15519356728787295,0.12123851509034295,0.12613287913508342,0.14220564165222335,0.13026750972954437,0.1270825807156854,0.12520637793287417,0.13836088202464666,0.12268857701839896,0.11154923248272013,0.20612288829619213,0.10586455322818411,0.09933194351588942
6,4269,0.10484361378593617,0.10415838083419157,0.11031787753472619,0.09539767332010572,0.09439322461794783,0.09648866646851888,0.0843338554758328,0.09032430586471983,0.08727622992781989,0.07423543323333423,0.07797293837840982,0.08414869144122247,0.07389087726653644,0.08089877054493211,0.08122104619238685,0.07389101355390208,0.07693195480954873,0.08038383467083057,0.07731401571140308,0.07675365150422929,0.07996980354082496,0.06714371908653703,0.09236998470130396,0.06664961775350228,0.06795670519687497,0.07139299981202518,0.07061699099448833,0.06001976613570532,0.06039724735739214,0.06868795693962317,0.05360835432891403,0.06152713930672115,0.060976614984650804,0.048053938700820954,0.06273042795332125,0.06470058777505522,0.06008856394914611,0.06337214413930564,0.07981072782157075,0.07545474385669124,0.09075604190168805,0.11621455901978675,0.11583184072308136,0.1217018409254012,0.1495563986990201,0.16699367245235067,0.11598507552425982,0.11359899417771115,0.1076860247407747,0.12606150483141887,0.10928094805874569,0.11494557714950078,0.13777101663554933,0.11794878182396953,0.13342436012675774,0.15596993493260705,0.13895018367775133,0.13246242505764377,0.12610332090525353,0.1524144047927032,0.16159004070301433,0.15783349034839997,0.11752077752881682,0.1300003577232247,0.14662411411130863,0.1648968575300776,0.14459877459456769,0.13408393690862505,0.2735472974140685,0.13399059661674145,0.13235946600966647,0.13324613109765351,0.14923603088218854,0.14976557024535408,0.15584813856410684,0.13569258154973043,0.154512557883414,0.14368891505196596,0.13527432904973505,0.14319171132207942,0.16141087990077574,0.15696418566962358,0.15266996953802436,0.17422116002006668,0.17025738586088246,0.17385876641269163,0.18701941433629612,0.21043858299073975,0.1709494415907112,0.17823205096823255,0.1617060397501146,0.1536974634641996,0.15708553205684864,0.14831727194226,0.18092808675471395,0.2133701744008003,0.18624497909563908,0.17356428669132265,0.15984971357694847,0.15364846680478697,0.15589568059929426,0.16395694383264603,0.15549762691230212,0.18010414663479277,0.1602075212796684,0.16050601105070483,0.18196057251212236,0.1860648310819855,0.16793235765852893,0.15936576222804558,0.16051738328175058,0.16846376603855517,0.16004497707298862,0.16913532468600362,0.1538875893426079,0.14201504522369712,0.14364687021944542,0.16027907171490077,0.14642913012432182,0.15073959704515585,0.15175033024196297,0.1432836858191731,0.15923264507029458,0.14233448206808422,0.14338502956486898,0.15561675366351752,0.15358195955426,0.14817892489965914,0.16244533873917588,0.13884366635193324,0.16700779654533032,0.1719229061603834,0.1408493241702072,0.1405752682490853,0.147284847996796,0.14947655558180248,0.14590524926981785,0.14996491848778473,0.17300324574610532,0.13918336830425138,0.13274654605331054,0.26605133074315035,0.11806619532352881,0.11291986959126844
7,4270,0.06335882554941792,0.055292298476632154,0.06745746685292542,0.0609978489066582,0.07030118900478685,0.0694082262078514,0.06015337868104378,0.06824434856148168,0.05732184171140895,0.04994257016918272,0.055333793628528756,0.04935055104182354,0.05114825609735336,0.053619801175102316,0.05419520034445062,0.04872980516513156,0.04858454064524159,0.05219344547906725,0.051898095059406034,0.05102876520313738,0.051894583784926195,0.04469853454544334,0.05178028564586167,0.043470513148847714,0.047967384949539414,0.045571491330250305,0.048649445090975255,0.04182021116412279,0.0481549800809837,0.042802038420514874,0.04012437525341331,0.04844431558563696,0.03889546833935372,0.038076996379477264,0.04666593869005493,0.04298239632343176,0.04285139832463078,0.04722382076867401,0.04193781822901707,0.04586549912256535,0.044893089919443185,0.049263578903319824,0.052557077655646524,0.054591909076928055,0.06489554674546993,0.07361142712369913,0.06009697132450294,0.05935842854405069,0.051501926612484775,0.070709755043252,0.07437375434366454,0.074084645648464,0.07903201277974027,0.062179465634993845,0.06910329971539252,0.0641694962068646,0.06071198308891817,0.09026437841028136,0.08202790332579996,0.07304767524012305,0.08153512495661289,0.08058091254245112,0.07112099104954676,0.06373595279658813,0.06859733668204832,0.05831524080113736,0.061146917297335464,0.07805771638636831,0.07365065047967162,0.06106902783358306,0.05779781289301054,0.057437604112763364,0.06127661369840638,0.06596458538519163,0.06533153193682685,0.0685967454281934,0.06936394193456141,0.07397241735212488,0.06178937716258024,0.060440839806975635,0.058220227132328536,0.056064675154390745,0.06627802956996075,0.06720610566423274,0.10062224535099296,0.07805621073580857,0.07852538031444359,0.09356136090872944,0.11666973076757561,0.07565897827402045,0.06402248999704982,0.06758206675727724,0.07227548990255846,0.09614028014725556,0.06652518498083984,0.09075548643292067,0.07249269232209334,0.08317366406555242,0.08169318974566524,0.07248168506344031,0.08090165059977432,0.07113960042301817,0.08248528371652278,0.07692698413586486,0.07474722386888738,0.06940928874596035,0.07308030757052383,0.07569810754979246,0.08982078048055939,0.07033958527484185,0.07777890402212886,0.08018956491569665,0.0752859593691328,0.06459494840838874,0.08837026361799721,0.07821051291382963,0.07395024979851082,0.07391548689196685,0.0833993589847344,0.08670164193405995,0.07829308507322547,0.08406911802149573,0.09326067244761968,0.07975093129008352,0.08401714075419417,0.09014584842270291,0.08442064177422594,0.0809841771501078,0.08910135658114018,0.08889158124232721,0.08192412630755025,0.08529080941444225,0.11990398775816911,0.09185240801888929,0.08886089485282253,0.09392511442564855,0.09316351524212438,0.0938693259613092,0.08584352433347825,0.0882500153573161,0.07628296490514125,0.08001942674470604,0.07937002816044186,0.0818057787992302
8,4271,0.05855420211737869,0.0474362106405925,0.0584293212221637,0.05600777023088281,0.06073268288678739,0.06637403446822668,0.058379027649124116,0.04932899991766146,0.045317009337929516,0.04225821850770359,0.04350662569117091,0.0392320136691712,0.04156307676892041,0.043278164031371094,0.040334966384986924,0.03948381691275442,0.04115326300493455,0.038736613296649854,0.042889732629567294,0.042117383585728904,0.04333693913776264,0.03679482248974539,0.04808599137893634,0.03707564715759374,0.04538938648613636,0.04049596492448739,0.039264294564217476,0.03653915395073877,0.04049851454883109,0.03618248517303508,0.035696584832986385,0.03993342787883394,0.033342806508407624,0.0347778467125914,0.04053440151010556,0.03854229528865406,0.03850629865914397,0.03906764675467348,0.03656764265946953,0.03947786086480186,0.04114725595326606,0.041911325634503886,0.046133460502127195,0.05083974399776122,0.051839703989862006,0.05696750670013561,0.053694758809202284,0.05335846899372763,0.04668896462947984,0.06419512005625908,0.07114294478273187,0.07638753742662252,0.07266904087891342,0.0588125833864763,0.06775396526785123,0.05792989539443956,0.053868361251865865,0.07060724434952217,0.06413298749175914,0.0639726913025879,0.06818393401480713,0.06583280126368384,0.05759301167793074,0.06079098830925238,0.05759297229737891,0.05174477620254093,0.057595083830511644,0.07797572440621617,0.0682277212221768,0.05822652505655964,0.05567602885719287,0.04857169030310562,0.049397747556720044,0.06345606655725955,0.06147673760829232,0.06468827600156996,0.07301434956021426,0.07870676585782793,0.05959587966479483,0.06461716809602847,0.05894703329173151,0.05226162883886377,0.06228695646717299,0.06141883801950821,0.10711050342420997,0.06979681393752213,0.0693425787883723,0.07045391777549839,0.08456792758234011,0.06012601835107472,0.05653383699874357,0.06764309344408612,0.073081552473082,0.07789183183454788,0.06174190567175345,0.07430146977286818,0.07107886077509719,0.08095969724722483,0.07935265315886032,0.06490881648720903,0.06999460585564646,0.07104154221420103,0.07461392258737118,0.07406014809666654,0.06982587951378012,0.06570824628071519,0.07636376762913762,0.07084542509092995,0.09168981039249201,0.07094695178485504,0.0765508585203112,0.07573305744074592,0.07004370435834366,0.06450125359662025,0.08235277200721063,0.07704744339320091,0.07380209235448211,0.07011652769429713,0.08272475795918637,0.0755795364600648,0.08116280969119022,0.08700587902621255,0.0901161921666717,0.07525858780751606,0.0747640058887639,0.08086295889064424,0.08310329248781868,0.07432924128699178,0.08477172222387053,0.08605174396711408,0.07894811404767567,0.06682535137651713,0.08852886695532156,0.07412037946094814,0.07243115146443671,0.07331869799591396,0.07479154130753804,0.07744237274426777,0.08322664267128693,0.07444388478321437,0.07004876525797546,0.06609621182925712,0.07094555905378243,0.07544526792377261
9,4272,0.02640997264628404,0.02959837047512434,0.05536988012226148,0.036082850311151896,0.0764434053724304,0.09987000156907161,0.06774425356518343,0.0246099711419081,0.024849690975573685,0.021579667843421524,0.022819214905961078,0.023126717634023995,0.019212627162304995,0.024169508919773708,0.021474322840053614,0.017955417403978942,0.02420929884618086,0.019734401500703533,0.01934876257238782,0.020429024268975134,0.01873624136793898,0.018834970431252953,0.020418256981134766,0.018646819851579913,0.01668852714713004,0.02362785820184287,0.020013339853945364,0.01826486669604348,0.022386706321719883,0.017169913378462822,0.017720698007280117,0.021500682431089903,0.020581973162765634,0.016425936825487236,0.02094692672747944,0.020159207355573264,0.01776151065893605,0.018590943487599224,0.020815232818578982,0.019771992169044586,0.02431672480474461,0.0235976783239346,0.022776622015110517,0.02922426500275886,0.03217900000220313,0.029681859544265835,0.036035122469241856,0.03734684233433889,0.033434055841303614,0.04385581442448757,0.04387429666694894,0.04579564128837565,0.03778770415897044,0.03682847417792895,0.044880276169310965,0.033761229984782155,0.04074671599743435,0.03711451541723934,0.038085515825905254,0.0342298179034567,0.0336567200598023,0.04119585208116677,0.032758080100554594,0.034216835269226274,0.02932018968202033,0.029688247609449825,0.032468048924276675,0.06999434514011463,0.03906936850902235,0.037291424600037544,0.03037376588644195,0.032533680290555714,0.03016351289534281,0.037001444650848196,0.036277163155158956,0.04108365489718819,0.0434990627604094,0.04440061260957108,0.03331903923937386,0.08196456246417201,0.07971055188496332,0.05686882745674169,0.04077374925603978,0.037612383948466895,0.04383783037015538,0.046470674990542825,0.04419459868193008,0.04012552686848194,0.0481578591510551,0.037194688168028726,0.03513972444470744,0.06600542600667064,0.08867604828202315,0.06034950853911845,0.0666259185163039,0.06657511063581997,0.06427395759937642,0.11644559367791929,0.09613371295919598,0.07104137755361022,0.06980212901015338,0.06518447134063358,0.06955167979683972,0.06360641310258848,0.06384972205591555,0.06576906267041265,0.0738843344716244,0.061740648923742515,0.05582570872735501,0.07500003653460459,0.06110328406257756,0.050494048690188184,0.05373346199702169,0.04828467620929247,0.05753132566368449,0.04798407067471844,0.05310862845166926,0.05199914602718589,0.05585846455507326,0.055272018313983484,0.07299410009004327,0.10157819262082193,0.06375365490115058,0.05870295644886585,0.050693326177986504,0.057828233719630924,0.06730571812474268,0.04919453282016521,0.050476644214184865,0.06699835157341673,0.06176623682095025,0.044818244280498416,0.05227579662938048,0.04906885151087507,0.044147374931438395,0.046105749014451164,0.04509261226708235,0.04366988483982179,0.045631155564392616,0.040760666923923265,0.04079151827248219,0.03641139709779538,0.03947514150237934,0.03854117197490859
