,cellid,smsin0,smsin10,smsin20,smsin30,smsin40,smsin50,smsin60,smsin70,smsin80,smsin90,smsin100,smsin110,smsin120,smsin130,smsin140,smsin150,smsin160,smsin170,smsin180,smsin190,smsin200,smsin210,smsin220,smsin230,smsin240,smsin250,smsin260,smsin270,smsin280,smsin290,smsin300,smsin310,smsin320,smsin330,smsin340,smsin350,smsin360,smsin370,smsin380,smsin390,smsin400,smsin410,smsin420,smsin430,smsin440,smsin450,smsin460,smsin470,smsin480,smsin490,smsin500,smsin510,smsin520,smsin530,smsin540,smsin550,smsin560,smsin570,smsin580,smsin590,smsin600,smsin610,smsin620,smsin630,smsin640,smsin650,smsin660,smsin670,smsin680,smsin690,smsin700,smsin710,smsin720,smsin730,smsin740,smsin750,smsin760,smsin770,smsin780,smsin790,smsin800,smsin810,smsin820,smsin830,smsin840,smsin850,smsin860,smsin870,smsin880,smsin890,smsin900,smsin910,smsin920,smsin930,smsin940,smsin950,smsin960,smsin970,smsin980,smsin990,smsin1000,smsin1010,smsin1020,smsin1030,smsin1040,smsin1050,smsin1060,smsin1070,smsin1080,smsin1090,smsin1100,smsin1110,smsin1120,smsin1130,smsin1140,smsin1150,smsin1160,smsin1170,smsin1180,smsin1190,smsin1200,smsin1210,smsin1220,smsin1230,smsin1240,smsin1250,smsin1260,smsin1270,smsin1280,smsin1290,smsin1300,smsin1310,smsin1320,smsin1330,smsin1340,smsin1350,smsin1360,smsin1370,smsin1380,smsin1390,smsin1400,smsin1410,smsin1420,smsin1430
0,4263,0.004631288564572528,0.002015996345741653,0.006250755611424903,0.0028472126021757407,0.0035190886183818658,0.00040674465745367734,0.00040674465745367734,0.0011943929242705087,0.00182596442325087,0.0009942157881069503,0.0005976163443260477,0.0,0.0017928490329781434,0.0012025070308342989,1.6228213127580354e-05,0.0,0.0012202339723610318,1.6228213127580354e-05,0.0005976163443260477,0.0,0.00040674465745367734,0.00040674465745367734,0.0018980683396141028,0.0005080367201516758,0.002189448476759046,0.0,0.001094724238379523,0.003479755258374326,0.0,0.0,0.0,0.0012202339723610318,0.0,0.0008134893149073546,0.0016269786298147091,0.0,0.0009400897585260942,0.00010129206269799857,0.002232709080704547,1.6228213127580354e-05,0.0026306806675768686,0.0030982715033174534,0.0020447767617744477,0.005039880979931384,0.004574824330670883,0.012298019677191923,0.013079533541063181,0.020021105615238115,0.022032757609652773,0.021483574769516622,0.02529471584601305,0.0256316124716326,0.033493619030275944,0.02624125395176084,0.03774704850918243,0.033073697219609365,0.038140966979829126,0.033076933078027074,0.028874599136555528,0.030065215027101095,0.026246181817632396,0.029642371705640307,0.041921786202282825,0.031201960436234875,0.04774119921141134,0.03667970275707364,0.035596607439227,0.035384020932789854,0.03313199950507968,0.03367240749249009,0.028585670544061838,0.03475611302165577,0.030168947780237963,0.0391343423298811,0.03501277601061213,0.03209651674784743,0.027060779024126982,0.04266923333618405,0.03456035389338778,0.03752637229553853,0.03325617172905381,0.04114451209328662,0.03036034909239239,0.023943211717021986,0.0321875038144364,0.04114143096183708,0.03805950058749944,0.04098403125215786,0.030488432098509217,0.03242091814843854,0.02882239660030454,0.03348927501032533,0.03684368674477904,0.036419242579636656,0.043674740099607874,0.03322598227287,0.029510589015709902,0.0405636964432368,0.03543256144222023,0.036901943509073054,0.03797893372080894,0.05036994187941305,0.04277390888307823,0.04593422929587619,0.04113449325074645,0.030207426882446275,0.0331937757589662,0.027561305228535646,0.03260779479427539,0.025538059189082116,0.027773752118862936,0.03690996128989617,0.02434912856937618,0.03484925463091172,0.029646892289463884,0.037018838630714444,0.034492054485411025,0.037718813732058036,0.03666825447177603,0.03112506372111544,0.033797449896664535,0.028833628471672507,0.0317871936454641,0.0316687354224838,0.02971309048122499,0.020900279339045633,0.04165302744998824,0.027352484525273352,0.023505042004266008,0.026239319237655236,0.023560233079726482,0.023708588689423535,0.021681067954028965,0.024964388848750362,0.01631439478943991,0.0215179608292192,0.017112219533753893,0.007084377208651506,0.013085997144446826,0.012726377150031725,0.016348930941389308,0.011518038353458214,0.008680475818872739,0.012616578668328963
1,4264,0.014411033696069504,0.001457287170524244,0.0010865530186336969,0.0,0.004326748223780188,0.0030281506546010017,0.0,0.00032578807194055223,0.0018663724660381846,0.0003973313204716132,0.0010606614393950452,0.0,0.0031819843181851355,0.0008057110266431396,0.0017030630716277347,0.0,0.0,0.001611422053286279,0.0010606614393950452,0.0,0.0,0.0,0.0005959969807074197,6.534494214934509e-05,0.0025186541992617034,0.0,0.0012593270996308517,0.0014823006399921018,0.003788478382999657,0.0010093835515336672,0.0,0.0,0.0,0.0,0.0,0.0,0.0006419863297564663,6.534494214934509e-05,0.0018663724660381846,0.001611422053286279,0.008627268052715556,0.005377712328757818,0.0036084844036231543,0.007759035813202917,0.007129453156201959,0.016498603377233117,0.023424232833713834,0.015417227809463446,0.027748802373670566,0.03894671996148068,0.027261667362919975,0.03262484880413395,0.0318446042086359,0.04128731260684265,0.034734408820583616,0.040897555045147305,0.02978111907599561,0.026588406517003515,0.024481585551012895,0.016178901105710127,0.020003037711074555,0.03131353654768061,0.04022420226735793,0.027394637788969608,0.05521042564367153,0.05128189512153418,0.041983225400194085,0.04772251038097983,0.028731757797029554,0.04428489049271076,0.0378876238044075,0.04137036983226295,0.03656568107088447,0.03512461223993002,0.039404152769934433,0.041957742118867804,0.03193522732115923,0.04234224434591918,0.043020884305092995,0.04131397881538193,0.0322924761143814,0.04044995046018028,0.032815775405895954,0.014920430154381352,0.036406336542223805,0.03570938476793637,0.03819569106393991,0.03435929476295478,0.026536986684975967,0.03164860793707273,0.04217888008898799,0.02394463694422295,0.04630841401819841,0.03316699735519942,0.04018798312679674,0.04868486899885951,0.04123197782904471,0.03598336766920356,0.044116569267236644,0.04767527985097917,0.038376816398681755,0.041880266515280845,0.045910447795387235,0.03958318020532662,0.04160608084181575,0.023140770319126227,0.029819884149729834,0.02805689033321582,0.03828136749291739,0.03298058699790556,0.039227612678925015,0.03481274655283989,0.025808973822612383,0.02445616148696898,0.02476956185851707,0.04853364876721012,0.03622637411792975,0.0378640113206442,0.039386674654971546,0.030154440774011176,0.027448881623692564,0.02782256389818441,0.036421794378767754,0.026902405313520297,0.025964573378622527,0.018494559506849632,0.02747534842051224,0.02600132943294685,0.02902507578850091,0.024340682202595942,0.033730757096810324,0.017202291247994904,0.018774808742376383,0.019299297938723706,0.017051267950705096,0.02027641420421158,0.022590467196512688,0.009255700051805423,0.013474777281751279,0.016098340363330455,0.012770632661980755,0.014209644029364404,0.01121260743066627,0.016867163571133572
2,4265,0.012380684368481675,0.0061946118613743556,0.0015974786217449767,0.003210931169639456,0.005537239563031905,0.0021752738092001497,1.597392614950208e-05,0.0017834115364639062,0.0010382971297763193,0.0,0.0031949572434899535,0.0,0.0,0.0010462840928510703,0.0020845812226273895,0.0,0.0,0.0020765942595526387,0.0015974786217449767,0.0048004228283096825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009190307511015855,0.0007224289487084662,0.0,7.986963074750973e-06,0.0,0.0016134525478944787,0.0015974786217449767,0.0015974786217449767,0.004970381816879108,0.0,0.0010382971297763193,0.003682059844372367,0.005298152161603859,0.002635775751521296,0.006309848632818911,0.008961598310489708,0.01725311706128866,0.021431959926320677,0.03621683086469663,0.015169500561015794,0.02191627167363858,0.038270383650349446,0.035081860042093335,0.06804922036495002,0.03257067784086618,0.0697170209410043,0.06398637560139321,0.04026133056522422,0.038596213594999214,0.03849608080041309,0.026281561554604004,0.025448812356138027,0.048040523326708405,0.04246423718971427,0.05075027624011208,0.04669372903884072,0.03776126400752666,0.06797728138611321,0.05261544708743947,0.06745802923183533,0.04128378666404816,0.058429604450933675,0.04584991119510267,0.045219659302063044,0.04903144537493337,0.033682950710755104,0.05152640495065705,0.061130911361363977,0.036739053598149544,0.04707255509946217,0.06277525791166659,0.053442462019933655,0.04459484893704632,0.04143420498843998,0.05555591172858044,0.03336285114253153,0.050754614943834535,0.0360780146307348,0.0489175913513007,0.046472418028058814,0.04374790280138715,0.036118476479360076,0.04699505287198434,0.03015773750018353,0.04541353541219597,0.03165293514334213,0.0510759135799598,0.05317819478112185,0.058491018319630356,0.046531535211302176,0.05144896045611308,0.07616677191359292,0.030317007578960456,0.06766428025410919,0.04770528882840312,0.04143390166507192,0.036800171160530463,0.029036716337189225,0.044677447411821704,0.03754105418006233,0.05254263760293372,0.03851478340274636,0.0592552353329223,0.049727787766295085,0.03385713560879728,0.03483516541307007,0.03215003435057535,0.06986266456379811,0.05256465102626266,0.05058304993487155,0.03702592988282898,0.029652720356464504,0.032565932184651855,0.0477808235418837,0.036531260035556595,0.028564762852351214,0.025846999191559875,0.01532585845154288,0.021895177833478167,0.023479411205257397,0.031531170519978134,0.022568607487133907,0.043266141479257746,0.018307166315170622,0.01731873859758223,0.012926995187983382,0.01144475333768296,0.015350130049657747,0.0165686132846779,0.013372798635400161,0.00941321928519795,0.01935060893758823,0.004428449682305086,0.011454104638849596,0.010854118214371974,0.017591354513762064
3,4266,0.02292874158033878,0.005062524716663304,0.003617459888844709,0.008054644182691799,0.008762088205030778,0.004994158471693295,0.006907230014041893,0.004651799426689418,0.0004604819360226159,3.639421363282335e-05,0.001487793699343965,0.0015709278117402286,0.0014037894517069777,0.0008656712131063532,0.0012885348103790308,0.0,0.0,0.004615468485603949,0.0007620939564883941,0.004208115614505712,7.401255238276162e-05,0.00010918264089847005,0.006231748984896276,3.639421363282335e-05,3.639421363282335e-05,7.27884272656467e-05,0.0,0.00010918264089847005,0.0030407849235393938,0.00019872692961918838,0.002771184689781132,0.0035100425151458558,3.639421363282335e-05,0.006082339325542078,0.005779664486958251,0.001903483983649168,0.004712765645308097,0.0023293429581467922,0.007071452915480007,0.0032437733767356532,0.0040527140631096475,0.00522207528067608,0.005049547903247965,0.011111684969311267,0.015498706354677948,0.021292329819817997,0.020706923990785154,0.024636561302740737,0.040877308703250285,0.0710855545915218,0.05660121156105833,0.050667956500529174,0.04561675794778502,0.06814318197315997,0.06256581903626868,0.06760334955854054,0.03057963340869244,0.0531621479133424,0.04656714710877773,0.0372661433724177,0.044213588067424904,0.06151702186149016,0.07169552895161942,0.08076851827284873,0.06244600353670693,0.06234214170562209,0.04910187335628972,0.07266098746678877,0.050246457846052944,0.05862643683978616,0.04684536691002157,0.052350718988802836,0.03556038785139985,0.038623324538388654,0.050042489813444876,0.06569118747974496,0.042105273924596856,0.04340301176761812,0.048695083986151945,0.05708017146030936,0.0566859372538331,0.05642554173191479,0.05939961039692819,0.03025496713571174,0.06321413636158464,0.05866007548417561,0.0431664316902961,0.055730576511119255,0.04319174646585262,0.04671028895626551,0.07857556673524098,0.06103178885177303,0.05895073712124727,0.05657782539352284,0.0504050016086819,0.0437093313048944,0.062051820836664044,0.053360739033571074,0.06755510667735484,0.06990407376687977,0.04031740866675066,0.06995954982996998,0.06339057504912235,0.06767692190658044,0.05959594842460433,0.05789184206836788,0.05818400231467961,0.03991851829919405,0.04953590262896918,0.04468492072191249,0.06271884066285897,0.057312495084232355,0.0461528022788679,0.033764793563980315,0.05180118787613687,0.06209186991812153,0.04838647214621572,0.05387638996583218,0.046153987691495854,0.04574357238243678,0.031120268340389525,0.046485103361243875,0.040440879060701644,0.038073458946903366,0.04508234139230074,0.04008464237125628,0.0518648314023761,0.04055033135336438,0.03308389518751367,0.036692755423893254,0.034960110485472894,0.01814499699981339,0.02490978547677923,0.027936082379816176,0.019171460256428546,0.033843305386402824,0.024706467129746067,0.014906640920298735,0.015554197979597503,0.02036370619910729,0.01661822424312484,0.01899726143027327,0.012394890374338961,0.015918043994432814
4,4267,0.030923097770689256,0.003037288920366181,0.004447292277350346,0.009230521836091896,0.009819502540107225,0.006198799260598686,0.010464350704467973,0.005207024794497765,5.1127092107104184e-05,0.0,0.0,0.00242815450710359,0.0022747732307822777,0.0008592035289251399,0.0009614577131393483,0.0,0.0,0.006517557139704206,0.0,0.003031722575493209,0.00010225418421420837,5.1127092107104184e-05,0.009095653120794356,0.0,0.0,0.0,5.1127092107104184e-05,0.0,8.349517309457807e-06,0.0,0.004345038093136138,0.0052042416220612776,5.1127092107104184e-05,0.008235964197554487,0.00752159551471824,0.001583538342552739,0.003758840561557294,0.003167076685105478,0.01032474162093212,0.003031722575493209,0.0038909261044183484,0.006517557139704206,0.004452032645588658,0.011403040882659964,0.013552766716941262,0.018096312547739867,0.013534373290572861,0.02816370466370252,0.04903610432640008,0.08520596228986067,0.06481866262477724,0.034333419621423604,0.05334272432728103,0.06557440883453668,0.05807832143205101,0.07708700509808036,0.022805786924905046,0.05733833640098431,0.05478446877358573,0.04078237212289526,0.03699328622762086,0.06798412584315461,0.08131792719094849,0.09440456603160355,0.07360870472291886,0.05603252213968762,0.04169392041130385,0.07187823464674022,0.05045445045082266,0.056038305050168,0.04669055022100301,0.05609939000605308,0.02684889166723307,0.03699287274909047,0.04202157432172502,0.06789342005593263,0.045314758109642514,0.04034380153499342,0.038031591086987546,0.05473419836210068,0.059119704950327,0.0670179606944802,0.06102663923929469,0.02455931913018883,0.07003314984921133,0.07136275076627165,0.03818514896540911,0.05500122999559865,0.04094401499135086,0.0486060087494862,0.09302464205461095,0.07286686495365037,0.06660704991807834,0.06794203263318588,0.04889256020056911,0.040031727174516786,0.05800085291162743,0.053474767274990787,0.07416556554968537,0.06068847982294507,0.0437441032339377,0.06753243712623706,0.06852136689728183,0.07999270485264307,0.06987694858370007,0.06948321630116286,0.061782581950095915,0.038901737894356615,0.04670888667646641,0.04462192277949363,0.061568576589542956,0.056905406037719354,0.049197271697165756,0.033135388629356104,0.05796841506672972,0.05760695828743489,0.0446682819461288,0.0564869247449014,0.04954404368113425,0.05309060545484144,0.029646037142681006,0.04264236941419956,0.039484004778683884,0.0438011904967637,0.053253062857780864,0.05239004448227511,0.06609332137792602,0.04990792802158094,0.03219702302409321,0.042724992346491734,0.033819460785968106,0.017899787436961554,0.02710473255396202,0.03432560874195488,0.021830036687806295,0.04143278142778398,0.028655320999536795,0.013869164323832183,0.01757023745043002,0.019021814266834212,0.020351344567379154,0.022138290940877572,0.01290235220770754,0.014420176093778887
5,4268,0.009034093720730323,0.003313447713998756,0.008207349130241522,0.011434764269274866,0.008552986718847052,0.005381835274890349,0.0035431762923739717,0.002276970891209558,0.005859711628852121,0.0012881177917869562,0.0014037923942391043,0.0005310920744873873,0.006115630045861273,5.164133128922897e-05,5.164133128922897e-05,0.0011780528570323671,0.0021614906475342626,0.0015268072536899172,0.0,0.000516264436004371,0.0,0.0,0.003922579885173184,0.0,0.0,0.0011472142935393767,0.00010527309196832452,0.0010807453237671313,0.001413090172628358,0.0010807453237671313,0.0010621841489747749,0.00212810183425889,6.646896977224528e-05,0.0025778973004910158,0.0036230047308139315,0.0019780265910422728,0.002373007010068345,0.001275058901317179,0.0058355653740857875,0.001874024913480397,0.001987629278938882,0.0051295621979731984,0.006767159745661509,0.006261727171652932,0.00995795647942654,0.025003735963214736,0.013138132557359844,0.0221944312453704,0.04028219622249473,0.05811065249669988,0.055780324273034934,0.04097146570813576,0.035657938386602625,0.055822555912324504,0.04562762909761268,0.07210893608769578,0.04618348564557677,0.04429867852306574,0.04393623646752489,0.03823482246291787,0.048106093872943435,0.039863581138853625,0.058720422280976424,0.056740822428707476,0.05121189500622385,0.04264834837711543,0.03098197693046749,0.060411185573235354,0.04613705805689279,0.046843245755676305,0.04516460768746548,0.03868733251404004,0.039519712304378896,0.036437909223838334,0.03665867768345448,0.055591639136559144,0.0383622799627453,0.04794832654581099,0.0457343653194234,0.05102822693657458,0.05286200933162991,0.057304947420154906,0.050278282879484056,0.0630936046649592,0.040623017049639436,0.05952027864510263,0.05291027053530372,0.051721515128076344,0.04328444643264934,0.04558960405853586,0.06042650889361501,0.06103827071817306,0.047076225295038736,0.04478479218042775,0.04724660100826837,0.044224864282808245,0.05673840281287466,0.06711865272375735,0.04806049998332126,0.04464566536193165,0.05777162293825688,0.05815261242060076,0.05477842308033999,0.06137380448926593,0.07411765663909162,0.05549619490989692,0.05165456692450119,0.05049359791291855,0.040178917806490605,0.037298256884729444,0.0333326755608948,0.03395899729543145,0.04460098379729145,0.03485345726821964,0.03769718838351212,0.06725499123878576,0.04377196474351128,0.046853269951942327,0.04271008841678576,0.052608434554085114,0.05448650813261805,0.037329963488643356,0.03872127630935629,0.036644037879643286,0.047507772938294536,0.03867684421513028,0.05650531202071087,0.04290148765693187,0.03844423409826324,0.026895884495130643,0.03727422708565934,0.01895707119877739,0.04113565646249638,0.026017789093765228,0.019976082837324195,0.04003334912342694,0.016963419797926652,0.014833120563638552,0.017075935180701992,0.012971023107445556,0.018473737459063506,0.015058816488408224,0.012732373647618044,0.019356860058855264
6,4269,0.001738896703364922,0.0034397103310358544,0.009672244492115756,0.013650003292421019,0.007207166853218244,0.005148929391220853,0.0013292739176931098,0.0021354910640398444,0.008275463846373931,0.0017260088563124092,0.0013048954566110198,2.3593583171434316e-06,0.007693447874058708,0.0,2.311015823174139e-05,0.0017016303952303196,0.0035673075993022736,4.718716634287e-06,0.0,2.311015823174139e-05,0.0,0.00016876552547592132,0.001699271036913176,0.00016876552547592132,0.0,0.0017016303952303196,2.201910276494641e-05,0.001699271036913176,0.0019059790601387093,0.001699271036913176,4.718716634287e-06,0.0017016303952303194,2.3593583171434316e-06,0.0018941822685529914,0.0013453060009734205,0.0013429466426562772,0.001660817949160317,0.00019491123163981573,0.0054869593844041505,0.0017918889172236952,0.0016817459964584686,0.004899891352834943,0.008536931328540043,0.004945934421914874,0.010740650164036527,0.025250004188881937,0.013474599160230865,0.021223219225216326,0.041438050028898235,0.04981109647893746,0.05223809527236538,0.04531305126781585,0.03426444545319161,0.05648493227855982,0.04582694856672148,0.07132916469160847,0.05424013473298426,0.04149619767803727,0.04097404245988732,0.035594180178236616,0.05131864073526211,0.030626080525366143,0.05083256669566712,0.03838578730858772,0.04343104392195209,0.03576805293862827,0.02611454163013276,0.055772258393539,0.046146735871352096,0.04043218665393361,0.04605859923928201,0.03780410514682607,0.042019574081820624,0.031972844425842514,0.03720904405639361,0.05118739661476552,0.034202381380253194,0.04898411895934193,0.0462209098962893,0.04939470928926377,0.05177020853700943,0.04994013423918637,0.043872001663080036,0.07395261944931153,0.031564892817566,0.054545027240913264,0.057713973919298896,0.05132601584172942,0.04730582555678508,0.04959221929603151,0.04767484626341176,0.060689945962153595,0.042359798904733986,0.034369834861697195,0.04581774985527914,0.04817092017221666,0.05450360461795696,0.07239213202980607,0.04230171477939964,0.03627514426483508,0.06170873496057618,0.056910269686543655,0.05158366976518361,0.05534063125278862,0.07505173365040606,0.04901439849522148,0.05124304582342299,0.0538015865366983,0.033576084313160906,0.03632228062996468,0.025554807954267733,0.029936710266876373,0.04751265943648712,0.035228980652107625,0.030709746716394745,0.07421903384406599,0.04398054993825519,0.04503158396325401,0.03838757111549941,0.05143265324964635,0.061131275653708794,0.034072849817894525,0.03694531993933361,0.03885794127308844,0.05079228709222035,0.03328810996369415,0.05682508622069235,0.04359861857200895,0.042120841914742815,0.023622835823432713,0.036357529136592785,0.020739210298891243,0.043590591257160735,0.02355550882695655,0.020448229589689563,0.04185655135807099,0.014625020796832857,0.016730880898805124,0.017039983828966605,0.013090752487946049,0.017177859209486075,0.013627831963939904,0.012184022618777978,0.018369668658382153
7,4270,0.0030407939278479404,0.006758382764461607,0.005013313849592535,0.001835864849371937,0.0017250496245857598,0.002745178588132021,5.582064478947935e-05,0.0011796142707991848,0.0009171518307427369,7.12731623547578e-05,5.582064478947935e-05,0.0,0.0003254607766432325,0.0,0.0004381616644254353,7.12731623547578e-05,0.0007187848612437419,0.0,0.0,0.0004381616644254353,0.0,0.000576238536534226,7.12731623547578e-05,0.000576238536534226,0.0,7.12731623547578e-05,0.003797038651601621,7.12731623547578e-05,0.001891123267110845,7.12731623547578e-05,0.0,7.12731623547578e-05,0.0,0.0006254437165769714,0.0004939823092149146,0.0004939823092149148,0.0016464593822833667,0.0005541705542222135,0.0017823902422461485,0.0009475964912056287,0.0012082977178579314,0.00186749409691237,0.003153095617612247,0.004885820305147985,0.008443924687526194,0.009538785527778737,0.0056131443342928656,0.008868742310764937,0.0151338646565818,0.0168026710230252,0.021262682887165686,0.025885540765270887,0.024436059576226552,0.020766333745609745,0.02009823899211804,0.025865544767980374,0.02166873099473997,0.019788567124287258,0.016441730576009693,0.021759210406544504,0.02323467507402686,0.02295695861836603,0.02419170782787458,0.02536752680618501,0.02074553069014309,0.01685045669028006,0.017263238124424284,0.018745655515098165,0.0186334923941531,0.013334347863527312,0.0148255679839922,0.019531338558803166,0.0136231928977498,0.010419419498728204,0.020103380235471344,0.019424028339128402,0.017429686726104874,0.015456565539033662,0.013144193444840595,0.010204635964732742,0.020261768422465642,0.020809050871808007,0.019147352716146294,0.019482621853465,0.016588342936771482,0.017419781863438108,0.016913365165565304,0.02214799613686338,0.012447190970394362,0.019138767177691852,0.03190561083212875,0.028915542596476895,0.015610193654836959,0.011190398697491225,0.018521695255382397,0.014665196855141947,0.0242447747863306,0.019284701416201568,0.03626210018550774,0.013672620939778604,0.029166886152615763,0.024348023087827263,0.0179300581843797,0.021452109088327523,0.03206271311894503,0.023837378478256836,0.016701514887975707,0.010825712081091895,0.016659933129600187,0.02570494478558193,0.01995246555815622,0.023541206000946717,0.02174936785251982,0.017760129251347914,0.024195647476508028,0.02577194570280074,0.030691548740162968,0.028863528056504446,0.01793172068536665,0.02272305246709066,0.02598017867655087,0.020781194464300715,0.012217676381403938,0.0187799159749955,0.015732119520433248,0.019098744704482903,0.02199583114334615,0.01428003163084019,0.024560140306037065,0.019323804240148634,0.024455655879891684,0.0231090507557076,0.012093812392197792,0.014988487951211488,0.014339712949353451,0.008396181941816605,0.011578428335580076,0.013140414787776361,0.008225236549843301,0.016985137793532345,0.0047846040720135544,0.005725483246089542,0.0034431819065241977,0.005388605845553613
8,4271,0.0025035591736196016,0.0044930569986810255,0.003848931914993293,0.000502402405416466,0.002334039951393541,0.001004804810832932,0.0,0.001591869132564353,0.001022703213924587,0.0,0.0,0.0002084861914945679,0.0,0.0,0.0004563234053138304,0.0,0.001022703213924587,0.0,0.0,0.0004563234053138304,0.0,0.001022703213924587,0.0,0.001022703213924587,0.0,0.0,0.0015072072162493982,0.0,0.0012983369716986425,0.0,0.0,0.0,0.0,0.0007959345662821766,0.0004563234053138304,0.0004563234053138304,0.002501729833163004,0.0007959345662821766,0.0024834473770151623,0.000912646810627661,0.0020454064278491745,0.002823058537983509,0.0025505949432946496,0.004942268373160728,0.008062029235095145,0.01108521563448619,0.0065510070025149416,0.008837978856191009,0.018384994582190135,0.016944691554071443,0.016485727364328035,0.02330155767356046,0.03092712910812634,0.017364599285154037,0.021810831250352714,0.01821535523468206,0.01974180527520307,0.02066848075790284,0.012299564272606558,0.017936000670039247,0.015651760525617096,0.01881063728097081,0.01837776242607399,0.02101014337234862,0.020486911128212063,0.014364698444003983,0.018639943826843527,0.015349797584021324,0.018928287820707407,0.013603449385564173,0.0163825915147341,0.019022225097372555,0.012191164206816391,0.00834268848160867,0.01862877340152981,0.01961029625267311,0.019865561012204665,0.014638452797324718,0.01100077111112234,0.009049323294443967,0.018717689101920502,0.013602967279958637,0.014806576796147091,0.022948043570419765,0.015200940802183264,0.014540000936394414,0.01324538917772061,0.019096145100808964,0.016400851584235626,0.021866518792260287,0.023565249301357068,0.02240051149283441,0.016395587368039397,0.008879565344761151,0.011973192412469994,0.01116252760011498,0.022588984747878606,0.02362963562128685,0.03034357535076204,0.012746061673786628,0.024149816304512954,0.022473506247136114,0.01967148754583839,0.018953899700640483,0.02187773649062408,0.01950528381229696,0.016927492718914146,0.009088674316768663,0.013645085938131036,0.0275506645421047,0.019232458237284575,0.019668102734095482,0.02472559159875592,0.018752786340169462,0.02273716914544165,0.022552280428514884,0.028491735397269836,0.025001971389909693,0.01830814426464366,0.019291180941365393,0.0204443095568294,0.014269822871947726,0.009019798276253026,0.023302396794883846,0.01588513854886271,0.012685638486733724,0.018951442928978917,0.02018080659249283,0.0242213839316819,0.017809241360679837,0.0182336376908299,0.020081133249335685,0.00856741673868813,0.014665915352220045,0.014164925906161559,0.0083172939946267,0.013410937802706671,0.010913268370089636,0.009887010940023663,0.00966082173503359,0.003261483540205684,0.004853352672770037,0.004993350475356517,0.004891362872466132
9,4272,0.005830783465202625,0.002352980705606908,0.0004728288747099262,1.650546939609563e-05,0.004160430503715472,1.650546939609563e-05,4.9516408188286894e-05,0.0,0.0006062345419559287,9.495123927433031e-05,0.0,0.0010715909180985398,0.0,1.650546939609563e-05,0.0004563234053138304,0.0,0.0005277887720776939,0.0,0.0,0.0004563234053138304,0.0,0.0005277887720776939,0.0,0.0005277887720776939,0.0,0.0,0.0,0.0,0.00012388060096427806,0.0,0.0,0.0,0.0,0.0,0.0004563234053138304,0.0004563234053138304,0.001635781550433497,0.0,0.0020557030954900645,0.000912646810627661,0.0010720830135514837,0.0017232602911405116,0.0005677801139842564,0.002493468463693391,0.0022816170265691524,0.006907241591125069,0.008088891060934736,0.0062839859259935255,0.012803632967858664,0.006584876576086242,0.00829939409436107,0.016806383703024997,0.015160726260770621,0.011552055045220028,0.016020940335374396,0.008536079807693678,0.009011153097660622,0.007856980917647163,0.008797080803605941,0.01436600696465134,0.0041993534688135135,0.01075695279325014,0.009952537422435626,0.021035831782795104,0.019370655670850907,0.014889232114121088,0.012549635933387347,0.009975857642338298,0.012837526409830637,0.009421071645500373,0.009098871458701911,0.015839555173874996,0.007946944518312895,0.006422163825978943,0.013124420008812546,0.011490859315309496,0.015186550784387982,0.009935452334378325,0.010563207704338568,0.006536542918988072,0.014316969143536667,0.00774623183396891,0.0065659408178043895,0.025934366282474985,0.008238802197576835,0.008611728439285891,0.013026334437762424,0.011735233710343592,0.012599566307629042,0.013740257746449738,0.013736631319221,0.012605920797252913,0.010813648164737025,0.00794294976372153,0.014897927891460097,0.014100132825538542,0.0177415854094943,0.014504956986979088,0.021035821732847855,0.009952772227501908,0.01162215849990665,0.020277869042246332,0.01177751312572823,0.015476807587378925,0.011722102316727611,0.010003820314945835,0.009797909697133275,0.005122114313633961,0.010988899181419771,0.01569234014393133,0.009737689586143758,0.01470652128542651,0.017800799125543672,0.011610958587081867,0.0111076634367471,0.016969405273027507,0.01857626157634167,0.01560526602002786,0.01683988262269952,0.014448345801394834,0.01008294257594339,0.010830733252794322,0.008155681067417302,0.014364972196116635,0.011644061163652922,0.006812843074879739,0.007213828861654455,0.010022603807872761,0.011890494061778058,0.0062860384937079355,0.007695000051555989,0.014549418498930327,0.009202939854707657,0.011044738945359074,0.004893090309803031,0.006625461701171858,0.006923157391912724,0.0028968845393538617,0.005177553619899187,0.005281537830002298,0.0017508277407532226,0.0016517949243766484,0.010436373706289205,0.005892723765684765
