,cellid,callout0,callout1,callout2,callout3,callout4,callout5,callout6,callout7,callout8,callout9,callout10,callout11,callout12,callout13,callout14,callout15,callout16,callout17,callout18,callout19,callout20,callout21,callout22,callout23,hw
20,4363,0.007385333214504142,0.006004329752328055,0.0029152123809094515,0.000986110739783679,0.002521969285010852,0.0029620777056469315,0.007462664753878952,0.03670904506241554,0.11720106825329013,0.14865480384815175,0.189075978653671,0.20615616446662297,0.18697572981089866,0.14651329143088543,0.1457198614573425,0.1418238363828306,0.1621897076032608,0.1636097477322157,0.1729456106711887,0.1564034080011382,0.12558704374691446,0.08691416912116462,0.056038161821921804,0.04224694289702817,1
21,4364,0.025065583456120602,0.07687233870732409,0.10829843116661753,0.18647426536722433,0.09975989341324072,0.10225966843407754,0.045311034300492554,0.03614733932743118,0.10553913468679518,0.15438073887194928,0.17127088039431437,0.20657125330766962,0.20047475244848323,0.12877854864423527,0.15919401495565064,0.13064146443633914,0.1497774397485081,0.16349318295034826,0.1510648767237695,0.1286270339194856,0.10200691933149184,0.06231228797167585,0.028511124163481564,0.02655376691720135,1
22,4365,0.033059870615197315,0.06769116529210889,0.09548458115177934,0.16085779854284574,0.0852372915889845,0.08657304060156747,0.04769678257374757,0.047482968805092104,0.1116071079241053,0.18194186189775025,0.20784199330495715,0.2234933531662679,0.21970165472815512,0.16409264193960013,0.19867819452873894,0.19630569135407647,0.20817442353840587,0.1931222905012148,0.19871642159839176,0.16801887674251179,0.12423037906485006,0.08768482677615266,0.036504960783645915,0.023248731516063426,1
23,4366,0.037591744116902595,0.012469819375969181,0.008168606575219813,0.0077554027300675375,0.003692209883738487,0.0021086481129514805,0.024330479206346546,0.08888578774721081,0.21869052170168507,0.36335600963247644,0.40376071848486333,0.4320415751452903,0.36480621429125765,0.3140803869935566,0.3099340310256281,0.3631219887750865,0.37277364728339146,0.35943253434790734,0.3679141842731947,0.30835879985355036,0.2330999852963694,0.17817787819316436,0.07009103570892752,0.04876788264349979,1
24,4367,0.008885397223197854,0.004286652512256993,0.0034763992767409815,0.0028353952597574474,0.0015791356035950667,0.002863038017772658,0.008360726907490505,0.023075403411222068,0.07025338613774769,0.17444009237207234,0.20079632101898054,0.23226245215272154,0.2168095335949977,0.149010421305486,0.14639164194923604,0.17775184849769496,0.2180055564474084,0.21483207777846086,0.20717431303375924,0.2110822601148822,0.11328454273159416,0.04719426276430463,0.021561242019217997,0.01327461056999707,1
25,4368,0.004063122322412486,0.003156138490714933,0.0010777897230462817,0.00023596095326264906,0.0011062830818441122,0.0015916528554682761,0.007090561438895131,0.02679004950207635,0.09196682170289447,0.12265734703581783,0.1434751013699619,0.15326393928411788,0.12957358350003387,0.13018287776479007,0.12942395313402696,0.12148313571503766,0.1584591022245942,0.15334870001487313,0.17688044259981256,0.15888332094531674,0.11491694070145826,0.05805561428603461,0.030703037256759054,0.02159718490298472,1
26,4369,0.008258729060026723,0.0042168070527362385,0.0008110796830846381,0.0008110796830846381,0.0006324156630066201,0.0012220558338843692,0.004674337670297102,0.019222003712588618,0.0668272271395203,0.10079761790368472,0.10781335439095063,0.1171638881989426,0.11709164378850066,0.09626566171492122,0.10396112210401047,0.11893291098850202,0.12004515593423433,0.1309366456047907,0.13156263240024815,0.1358328023951492,0.098240985523561,0.05840374348358172,0.04567392369624896,0.03084088637121614,1
27,4370,0.006787903688678942,0.0035157278366283232,0.0014008564716653114,0.0010501451646987088,0.00044953912673762115,0.0013209501268236932,0.004264614605863305,0.014633808955341252,0.051708689433014716,0.06288894886016061,0.06671544424427933,0.08274432391603767,0.09189138598980301,0.06139635828761825,0.07111344939514536,0.09645935705574227,0.083827083042663,0.11102377202069369,0.11294819695219618,0.10821146894014305,0.08061308417206496,0.04256519109855197,0.03913755967255104,0.021710411009239167,1
28,4371,0.00629651220728844,0.003672149998723748,0.002057754833590999,0.0008596974458133143,0.0016536453516603638,0.003104785395742135,0.004401031330308321,0.012935940980105063,0.0372494566296338,0.05150111397647799,0.047295056613795586,0.05768723934429762,0.05539608743536082,0.048056458989601605,0.05610243310481821,0.06489226534323644,0.0684152769846179,0.07653474208974179,0.08729059356196801,0.07861209923276466,0.0572409341000355,0.03659591800500745,0.02336079588193657,0.013625456944502557,1
29,4372,0.008915914079456758,0.003400722590114174,0.0022885025885334815,0.0011562144029675138,0.0037428418369834632,0.0066487650294444955,0.008855731670873342,0.017486548468768393,0.048237407608575034,0.06399556813678989,0.05741290046390806,0.07407437087499534,0.05603788502536699,0.05693735823996444,0.05654595257686959,0.06680061965223674,0.07066864673856747,0.07642695261898787,0.08196156424449952,0.08308128194025181,0.07089489295829775,0.04996745181552198,0.020772194134354313,0.020589091906274597,1
30,4373,0.002426299123940967,0.0006943096033888424,0.0015981285143439245,0.005474263398484416,0.02730991749110471,0.0548295681798383,0.05801240781746733,0.05919363890820291,0.0645657293807896,0.062077710882641836,0.050449606396251054,0.04148334331658882,0.0260120924766463,0.01988168434258725,0.013642779286270435,0.01772838824131962,0.01495076803026367,0.019843078022134857,0.022438413126644827,0.02395596156818974,0.02230707542370111,0.017044872930132033,0.005871007120097808,0.008124985268423889,0
31,4374,0.0006991897193215329,0.0006991897193215328,0.0018989197331560612,0.007354704930133246,0.032160280556532875,0.06154980155790873,0.06909675893018863,0.07284603402132217,0.07880441696670266,0.07193949350653471,0.061000681847313505,0.04248949711123429,0.028338035435578873,0.016451810207112814,0.01100366393593527,0.015439776254355464,0.008191627207049856,0.011855864064451162,0.01812997924881396,0.013475809705301685,0.006575190543314714,0.0047033175362418324,0.0028847224705827713,0.0004929013687133551,0
32,4375,0.0007733283554031373,0.0007247663622830726,0.0018411199059467462,0.006963772001653286,0.0316044027453829,0.058182498856866806,0.06635956671690185,0.07008493287455526,0.0774083624186113,0.07078346797252706,0.06063067751646264,0.04387073848575871,0.030307400874704255,0.01854986098784953,0.01247392299739807,0.017236556270214885,0.00959064755872271,0.013267033684117606,0.020520768101566195,0.014712743495761061,0.007991949890577265,0.005776821813984053,0.0030793223133323455,0.000879757477969187,0
33,4376,0.002280237633260754,0.0014397831453089667,0.001328682297343799,0.0016979184099181954,0.01068537147840407,0.017759501460054766,0.02163219688825718,0.02288230670232824,0.042798996587389365,0.04535650171311515,0.04347625222179179,0.05046214151843963,0.037832452761665344,0.03355924699247994,0.028449696287032523,0.03964544871082057,0.03222990585260277,0.03337547799507978,0.04519438831353792,0.03452615518311747,0.02725735964592925,0.01688921671399603,0.009334665686082056,0.007081415409981488,0
34,4377,0.0025753472433478596,0.0015063429342646723,0.0013811877826493482,0.0013866685808482677,0.006123068850006155,0.010144927660404592,0.014704374123611409,0.017533862082153573,0.04240696254881149,0.0491850400309029,0.04826810178906701,0.05727645498905267,0.04173848479510736,0.037633044173032065,0.03296358619798226,0.04792190904876542,0.040346414944740894,0.04014541215378716,0.05633989943340472,0.044346087772710166,0.03448134492027397,0.02123009532120361,0.011378403149663494,0.009387673261574055,0
35,4378,0.0019234792994759454,0.0012566396185491977,0.001043783394775753,0.0013866685808482677,0.005310635623328835,0.010018959380177836,0.015346895692966083,0.017001959080729167,0.04395929622604682,0.05972112930934442,0.06154378146362762,0.07169343318168721,0.051493893536790986,0.04867656500208787,0.04308540155872197,0.060574674996899135,0.048310460779491894,0.04558160349812729,0.05894247269205968,0.047244269346934285,0.03668741649175612,0.02161453293678692,0.013198863990157917,0.009477820181862854,0
36,4379,0.0018283067319973098,0.0005080264267045158,0.0009242693186644504,0.0020178389084636516,0.0051020705221681015,0.010209087848199185,0.014796876392695647,0.02305326091909243,0.05112907461253311,0.0854478766497638,0.10820525270660317,0.11240367198368444,0.09632769353083377,0.06605081399092606,0.08001656591773282,0.11126470758552566,0.09192727083443339,0.06956956808654274,0.09884976742449265,0.0794289811368631,0.043317180961221384,0.02897665614569905,0.017751467580784386,0.02753214927441421,1
37,4380,0.0014822515127295387,0.0003269812926179799,0.0002856776382608069,0.0009669675498009212,0.002065859146184469,0.0036507893580705582,0.007425478173535058,0.01873681358071407,0.036435757930432335,0.0593452922017891,0.08427655901091706,0.0858720365047,0.07347372783896756,0.050771359023730686,0.06537375057835426,0.08448003702528258,0.07405592043572787,0.06509811498371837,0.07970333533937438,0.0656595618150289,0.03643009462405394,0.026846259330411845,0.015884715599510497,0.019902865819967443,1
38,4381,0.0015239765641167668,0.0003356765739731883,0.00029648930377647515,0.0004088830026703708,0.0007545354632402105,0.0008829189000527374,0.004971136764367086,0.01656133485163382,0.030702354912851476,0.03569029091147495,0.05260409753320223,0.053477906278435544,0.043761092612205586,0.03699917768148556,0.04420544354023292,0.04949576019829689,0.049597936344184475,0.05665109717373553,0.07219144850266522,0.05759147877424205,0.0333208389865337,0.020215038726599348,0.011501731433305523,0.006422861985669335,1
39,4382,0.0017748284862802981,0.00041520001334817837,0.0006385753893040257,0.0006006709542992207,0.000568372164244558,0.0013337226996740805,0.005351959579459888,0.015458035747261189,0.03295377426468757,0.03187541980958941,0.04264887467454177,0.045382754582523686,0.03807054295256451,0.03251720074188502,0.04178179616294534,0.044399253837840415,0.048258899968893265,0.052585964131756556,0.08682575056667753,0.06359037767715574,0.03181062505133287,0.012076431128374148,0.007363023385954744,0.003473940591414827,0
40,4463,0.0059103230147378805,0.0035715693923438698,0.002872374253573876,0.00016782850601704635,0.0016346844258672652,0.0017780518701420306,0.006213316477932026,0.026067660959275606,0.08580416739473055,0.11160467877237092,0.1387027254075594,0.14093330252095576,0.14013154733566047,0.10959358271092684,0.11180258384005545,0.11508563391886703,0.12535134656048633,0.1243944805623296,0.13022388413526267,0.12219336750217079,0.09498857849570759,0.06876444710292515,0.04751587403546279,0.031476656792690745,1
41,4464,0.0203077522800771,0.01958564820520572,0.022508814969531714,0.025438593697312033,0.02638318533672002,0.015863462766317508,0.019627962738611417,0.04286142276485387,0.09891475230919049,0.20025146559395327,0.21048902582052487,0.20746103231100563,0.22104405283006873,0.2100084226238174,0.19953573122128979,0.18269477613549914,0.21132502853972204,0.23723345278413524,0.21033507854452682,0.16505287586690903,0.11798659502850038,0.07920673227038175,0.06663424694211252,0.0344128058904622,1
42,4465,0.015597477535014637,0.0038144174602483187,0.0010648599125325576,0.00041350878144694365,0.0005483738152997667,0.003248503238648911,0.012356842164275387,0.03492920165160326,0.10060062530360477,0.1721776248604724,0.16652212201350006,0.21043855394358826,0.19104453845890793,0.17864673897033412,0.16162515599484,0.1845360820174056,0.1896252658997627,0.15836203780600988,0.17448310064074937,0.15605029054752173,0.12617288560419324,0.09522696849403194,0.055535967902159374,0.03136277571332306,1
43,4466,0.013597789560879522,0.003690231049912466,0.0026068627906524274,0.0010315989155845414,0.0008126194633008127,0.0020654903334632784,0.009164248086282857,0.030001804837087587,0.08843193021083144,0.14428393005139473,0.13808599299455515,0.1702464906872251,0.15506357677065322,0.1276041449403117,0.12257849480699251,0.14213496275984724,0.1473977300678065,0.1458728426350683,0.14066676166289124,0.126145309962016,0.09845567239612572,0.06992424202322936,0.03891298242948293,0.02443255920483007,1
44,4467,0.004844910622077259,0.0026134397366839018,0.002952814640568386,0.0006594622903277749,0.000775247095124064,0.0028233558428457897,0.005856816067514134,0.027542028583864554,0.08065579044479852,0.1064854996695166,0.11573759493524889,0.150405850615653,0.1347240891290134,0.1124555257304272,0.11679477170130415,0.12170654501437579,0.1431018937994511,0.15047341791355157,0.14658660470796445,0.14714160105611482,0.09262199308578165,0.0639930878898398,0.022953597905714832,0.014484038503216036,1
45,4468,0.005019356765576942,0.002359022752750359,0.002483929715527446,0.0006385282379710321,0.0012950081245448868,0.002811808236499308,0.006812566790628705,0.03958804063628928,0.10738439554261849,0.11981582201098921,0.14505228702443013,0.16884038148365887,0.15335146194824703,0.139110817342752,0.15244741831279512,0.14883473314288242,0.18065104862541317,0.1814145949946929,0.1857739048988909,0.17456625870643638,0.12147891275157187,0.06991930987459882,0.01987774532372884,0.019243932466009406,1
46,4469,0.007647117409868585,0.004376856502667367,0.0004679860292422509,0.0004679860292422509,0.002309035521108542,0.003735062540661434,0.0046936533184084635,0.027916954436169095,0.08712833546736456,0.12332068062527864,0.1412027301126885,0.15070201725750104,0.11017199909768453,0.1021369910001475,0.12923393487688867,0.11426382647350403,0.11712974952750639,0.14703231485211277,0.13005925964764586,0.12144060384389149,0.08825474475473195,0.059683215655668274,0.03333472099343268,0.030033812159455216,1
47,4470,0.010781988774347403,0.005537844473711081,0.0022368925905120016,0.0015354942027344656,0.002881467901637429,0.005209375644237027,0.007023372262943511,0.025291164885777723,0.07628005791560934,0.09734549135947765,0.1059528445684365,0.12586442503226883,0.11073945558747018,0.09477369567326022,0.10587095184795962,0.12255502919639191,0.11803446546930965,0.13373293098497088,0.13484422227630743,0.13230737226473474,0.09753262925633938,0.06143695190402632,0.03801641498973171,0.02555900719563613,1
48,4471,0.012588108228428534,0.006543811988861825,0.003562284793378266,0.002071521195636487,0.0033068837723641414,0.007225173265133469,0.00830155478725151,0.02527682013523401,0.06961910757448149,0.08722932418461894,0.08800739731419573,0.10708123204215408,0.0911665863246834,0.08281502158514406,0.08863106228361756,0.105706931309977,0.10989638371536666,0.11221172775238349,0.12446348499809895,0.11879134453201172,0.08500232457696241,0.057635302485697426,0.030047419321000583,0.01807100869987788,1
49,4472,0.011883899973969535,0.006378958422645112,0.0035304348463846666,0.0022223237901599848,0.005451996957974633,0.01108686831447564,0.01175923808945914,0.028101532633791556,0.06928825634976388,0.08623282077496437,0.08727310613708891,0.10308912581607652,0.08786420690557406,0.07875781743732498,0.08469681378866757,0.10100678108880068,0.10485281812882834,0.10761279926226826,0.11912248286281751,0.11451671067239984,0.08087795924379043,0.05444922943831961,0.029214199798689482,0.017584208849274304,1
50,4473,0.0018977009848016885,0.0016767644720897938,0.0013325855198299062,0.004092480395910459,0.023769983390651696,0.05030300356767661,0.048597369499665935,0.0486347354794741,0.04749198666142701,0.044855820727923684,0.037975240468347986,0.029378907945080447,0.020750945872460652,0.013480192870927797,0.014017022896199341,0.017108723704950406,0.013665267182692249,0.017407105718719958,0.018509736552866654,0.020604385385851378,0.01077527669822124,0.007412761745421828,0.006853512223125965,0.003091693493483083,1
51,4474,0.00043176454991402855,0.00043176454991402844,0.0011302629692546602,0.005082353382750154,0.026579495528457793,0.054103139484626674,0.05549626839021118,0.055203596766233834,0.0533699814841528,0.046873339426355694,0.04011094945952982,0.028285393958638227,0.01807654755029176,0.010736550201753275,0.006825717458378535,0.008855003252131191,0.005016143918480916,0.0068420233343508005,0.009338567402687426,0.007994356125028539,0.00483768933474663,0.0028985788390315267,0.0015812153678663615,0.00022547619930585075,0
52,4475,0.0007497754389678007,0.0005596696682948476,0.001094661826391805,0.004366127685483324,0.025065194823115124,0.05066895276715658,0.051159809249950804,0.04956793800313271,0.04840307522085269,0.041605768792066095,0.03616840475436485,0.02678540260123425,0.01764227131413311,0.011260565996269241,0.007935379656112285,0.009286306779276611,0.005969577969846643,0.007514963702902937,0.009239430755816286,0.007926156327929154,0.005390838447215911,0.0032368029666371982,0.0017420700099168873,0.0003297252993266315,0
53,4476,0.0025718127020283605,0.0013917587577823576,0.0014059142316908606,0.0016394640020895397,0.012168762419270715,0.020604409467327403,0.020388786937518152,0.020686887660512465,0.03278511295157795,0.03011081915419979,0.028958846421745888,0.033293503728953094,0.02762282094549907,0.023645727905021625,0.020530292605351313,0.02396742361021228,0.0189246002720214,0.02058564139757044,0.024360611669271805,0.01819839898993319,0.015023540230797586,0.01053975571800436,0.005156345927174721,0.0027711934286050173,0
54,4477,0.0032084825206070656,0.0015725862313836136,0.0018705628331846982,0.0013508804350603435,0.006029601271881382,0.009182373070779556,0.01062809799871582,0.01493836914191577,0.03728993825894267,0.0400736256609772,0.0402578009075148,0.04801697604226497,0.038793928850214786,0.035379028661975814,0.03039329073766502,0.04060525421521617,0.03199209277925359,0.03429697030552617,0.045046260850428226,0.03436961516398367,0.02697243722135235,0.017366581225161288,0.00846836114835969,0.006235834165615609,0
55,4478,0.0020262277004604095,0.0008983725250821522,0.0013590011135672043,0.0013863211998360668,0.005924362043565079,0.010621831417580342,0.01376457598106301,0.016393920332112084,0.04651633787750477,0.07022351338219261,0.07887880422951812,0.09039711037379641,0.0723296314703783,0.06935057374526411,0.061495814195873494,0.0783831220224196,0.056797835936875825,0.053063383198330816,0.05946814729847968,0.04802486301912847,0.039243671227766355,0.02039944915589901,0.01320421741778914,0.008315495988832829,0
56,4479,0.0011915591645909108,0.00039408120032525287,0.000602601496132951,0.0012030388602359823,0.003407088680990008,0.0073393036913845045,0.010501416774145773,0.01504385730791153,0.04309769988119209,0.07873368359036007,0.09807896330567739,0.1089242775579885,0.08903211057282333,0.07635888891792202,0.0799008783077651,0.10099042263883255,0.07645105750300224,0.06366987813374213,0.07161823512333935,0.05788588840170889,0.03909726458031865,0.021057081784215777,0.015228529008613855,0.014645486933227616,0
57,4480,0.0012681630058580717,0.0002664969122685991,0.0,0.0008852401731218899,0.0002664969122685991,0.0011349145497237723,0.0032232088888849756,0.013911858716568422,0.03142402670540547,0.06244471800798587,0.0921498365564674,0.09740243165198968,0.08544208065505347,0.05205077485883638,0.0801643213209293,0.10271195124686983,0.08815326837730358,0.0663814359330677,0.08673942886828853,0.06731980048188105,0.0302848465411585,0.021007920579565027,0.014109705757072573,0.02629295489693676,0
58,4481,0.0006689383996049904,0.0002685220187433064,1.2502081233657066e-05,0.0008554769874534569,0.00027054712521801374,0.0005272380751864484,0.002460176788766822,0.008819072943151755,0.023490986183670348,0.0317203266889191,0.04857702682792361,0.05022854759882295,0.04355319239893163,0.037436039216854296,0.04929284233285783,0.04791440555656977,0.04818769795669535,0.05764891839848158,0.0628252310248284,0.04218272766432577,0.02869801264435509,0.011497580239931228,0.006928470253793213,0.0068904371211664555,0
59,4482,0.0010260221975915283,0.0003219039176226659,0.0002465141865271651,0.0007573207602572148,0.00037731092297673275,0.0007570735656381974,0.00343319026494417,0.010631205954467314,0.026306679173338676,0.02697852085198037,0.04106049530511179,0.042014530284642734,0.035784345524106115,0.032917153215526025,0.0432283996202055,0.04031176296904006,0.04337457523641135,0.05458983609848167,0.06970070025666555,0.04761938683185913,0.029244636993891054,0.010682683322159353,0.006102446194433981,0.0034684994716765918,0
