,cellid,smsin0,smsin1,smsin2,smsin3,smsin4,smsin5,smsin6,smsin7,smsin8,smsin9,smsin10,smsin11,smsin12,smsin13,smsin14,smsin15,smsin16,smsin17,smsin18,smsin19,smsin20,smsin21,smsin22,smsin23,h/w
0,4263,0.013136250517266784,0.003123791334394451,0.0031047097967933004,0.00015298862565744592,0.0006333089588910944,0.0015033581248562722,0.003868500996581819,0.02485301539436557,0.0787487501887916,0.10050412796991744,0.09524230634274122,0.10894416355067195,0.11438329268521344,0.0989847377892615,0.09546162012561918,0.08632105975386427,0.07920181370381624,0.09022164927782132,0.08013841255890691,0.07963611477074581,0.07386368059935859,0.05043183562547212,0.04030858672657993,0.030212694929301835,1
1,4264,0.01257150118739418,0.0046363173577051815,0.0011738019086332153,0.000297124306714643,7.3262490661823e-05,0.0010846240361987755,0.0038462308792169067,0.020966513931426987,0.07365906386354809,0.08786979409639845,0.09996868787706899,0.12620609433925395,0.12552103777471238,0.09822293578119932,0.08922294524831284,0.07363728989234646,0.08051308026025787,0.09077102414839393,0.07955085873075543,0.06535122301781189,0.06761719136137294,0.04472610857153577,0.029768410151919226,0.027172609066429935,1
2,4265,0.012486344170799987,0.0036855023813346594,0.0005622780311473212,0.0003828957338885135,0.0,0.001704133794741872,0.0033890609996776655,0.016637780919219185,0.05253178553748998,0.052348270559599785,0.06120313860979299,0.06323657590135372,0.0804338309459978,0.06081827451058772,0.07268898422086557,0.05034709437944465,0.06116038718279988,0.0691358675300962,0.04687699943257374,0.052388218080870484,0.04794111365938472,0.027505494149263534,0.022822079466572047,0.012479859768447411,1
3,4266,0.014622666878716838,0.005811386167783328,0.0030213053450458337,0.0026763285567699027,0.004166105874762677,0.004154436805396402,0.006262036270095522,0.02448111298791436,0.07599744728178849,0.08754139085276731,0.08902639701651847,0.10006548683419826,0.11630557893987058,0.10849066752165358,0.08193588850576622,0.09857681532749406,0.114888715786119,0.12012466981130826,0.0838571448119846,0.07178565682637365,0.07065508023589094,0.06670340023267102,0.04113015543385227,0.02608032424382189,1
4,4267,0.015534902831013478,0.006882357355266104,0.003969674782096639,0.004005829597649277,0.006409327356238843,0.005277033978070357,0.00782714399878223,0.028830083780201174,0.08824148083317516,0.10732505527133752,0.10605875000746232,0.12174852866146424,0.13679984312656493,0.13597028932206703,0.08636254764949446,0.12833890000498488,0.147704799290679,0.15056955029056385,0.1067061793961419,0.08150342532019354,0.0859115848894888,0.08877218619959865,0.05075117669116971,0.03377753340984365,0
5,4268,0.022210488291535168,0.005233587362093194,0.002242280697498158,0.0028195512467935357,0.001450133690913942,0.0018866639764121061,0.003212186949749609,0.024093987995889365,0.057642285255782605,0.08611695863091791,0.0752135073577902,0.097875682598711,0.08811578497647247,0.07912605787502694,0.06442071061204015,0.06906940543182409,0.06563867118513643,0.08135864167443226,0.05595811557644157,0.04871942722231975,0.049903378046597176,0.046563276726787596,0.0348025078173039,0.019779449480239523,1
6,4269,0.019870522213535118,0.004066949729887432,0.0019409015934966835,0.0019567393340338,1.7110159269801043e-05,0.0009661895979341215,0.0017290512061561081,0.01877082371319009,0.04035366625695454,0.06592151735096373,0.055463226810666406,0.07676956745126398,0.061854720442022164,0.05310410335642579,0.04785285880664995,0.04326004303859094,0.0363591239172643,0.05170510640251921,0.03506699104747746,0.03266385637359206,0.03266671262762067,0.028566704531233864,0.026254708535069185,0.013045731572800102,0
7,4270,0.0023953975295986666,0.0009637664685862072,0.0006133359265744977,8.234054064043207e-05,0.0,4.117027032021599e-05,0.0008608407927856668,0.0058636415081084105,0.020798203256936158,0.022336703492845073,0.026607503564191445,0.029316007866436955,0.019573861469626745,0.024327518815658988,0.01835337431806924,0.01923506936065993,0.02154352574896816,0.01795955708325166,0.019629546888495407,0.019504367564958307,0.016474701548332814,0.012808918470684971,0.012281135328131151,0.010806014288162677,0
8,4271,0.0013986504945798168,0.0012997150231901869,0.00018010708614423315,0.0,0.0,0.0,0.0012997150231901869,0.00555911969176869,0.02395898281371488,0.02192941988453295,0.022123762266962752,0.03150424769373843,0.021754370892495965,0.025846283384019064,0.01696303468742445,0.021192015163559622,0.02394279391755712,0.019775646239064255,0.02306591334453634,0.023982546817976312,0.015216784929644993,0.013741278860898662,0.014663061281884833,0.009535165762225241,0
9,4272,0.0016395796848101161,0.0008343864819789312,0.00047264870967430797,2.8928665761068696e-05,5.17705634512732e-05,2.8928665761068696e-05,0.0008983305815719329,0.005342312283451849,0.019802489476786013,0.019953933793442027,0.02384806642440747,0.02595361549201201,0.01753741153122219,0.022294967695229168,0.01671573784998413,0.018284412468267265,0.02075641370553041,0.016388344365914714,0.018368554034060257,0.018451984783909393,0.014924675860290882,0.01202152385106108,0.011424266414351519,0.010247905253708493,1
10,4273,0.0010424782383095096,0.0004958456192106804,0.0005834950826454639,0.0009323872361082951,0.0040929012443873,0.011855857183182831,0.012472877546660011,0.011212026455036396,0.017022265619273648,0.013418317633127461,0.013581190228479808,0.012401579250630944,0.01008027694878233,0.010449338655129856,0.009182432614865777,0.00973148556280634,0.010436939181632196,0.008019740785757585,0.007301274186810495,0.008392836667184128,0.006647033576976044,0.005815131623209148,0.003947116860840607,0.0038668711341344627,0
11,4274,0.00025646913818034916,0.0003335397422278612,0.000782770680055815,0.0017329590488955572,0.00794629798571215,0.024433833932678457,0.025177981270776126,0.01795318738142857,0.01809130720465552,0.011385627555169938,0.01020193181491752,0.008938177828493791,0.0064405506162855215,0.005094210206414155,0.003970486419377058,0.0030258138699374403,0.0032712828912238572,0.002826630618438375,0.0021609024831400194,0.0033027436770458364,0.0022795333042969664,0.0014082379888543917,0.000409521254368967,0.00023691584724510698,0
12,4275,0.0010226673657876438,0.0004683153883293205,0.0006176834816259691,0.0010211182001347526,0.004135003807965353,0.011379431125385699,0.013196085697443523,0.011388396563244306,0.015966759740203642,0.013867082133138042,0.012783244615450232,0.013626359499360963,0.012857356735967695,0.013122766810262112,0.011748995418850055,0.012390583828163548,0.012498027439428913,0.010348414247001354,0.009616759655319843,0.008630757914846495,0.007356614359843748,0.004608362681120127,0.002527416559246329,0.002038990096369482,0
13,4276,0.0037895705500553345,0.0009467248871836554,0.0010588497232512145,0.0009658618595779177,0.003882944391697849,0.003137832297099452,0.007499209869464835,0.011348435738246154,0.024485600166120152,0.02729486486752181,0.02405852204293023,0.032357449308886906,0.02658284868396483,0.02549782135249235,0.025783761339103074,0.03370864033172226,0.035080100937416175,0.03304855158870496,0.025736555671154265,0.027525722306113373,0.023695141250132622,0.015991608924465245,0.012924969351453985,0.008703563761710414,1
14,4277,0.004345625195932841,0.0009035309125980982,0.0013134192339007652,0.0013152434272741217,0.004901448987668926,0.004601091581923364,0.008889056404487674,0.013915819546085855,0.028418394858664042,0.030532159110051277,0.027454189687938755,0.0381278624077451,0.028782440407163722,0.02666502776902977,0.027161684245083858,0.03813817306599719,0.03949917995335175,0.03839332220105954,0.030939668048583346,0.033399632478519126,0.028785216353585025,0.018410394097210767,0.015607877875604876,0.010300188953379998,1
15,4278,0.0042288773447640435,0.0009069779473820214,0.001290778828242215,0.001296853454902301,0.0047451420144028296,0.004499317230947005,0.008653251834673033,0.013753535363550064,0.028242312065739864,0.030204611066007674,0.027416910948420227,0.03770245145914293,0.02860258866764076,0.02641035427294634,0.026757743380414683,0.03766751313973367,0.03897896000270956,0.03780675361002474,0.03079190993539832,0.033005405248814706,0.0283691024825022,0.01815776481585199,0.015388959627616796,0.010197374269900942,1
16,4279,0.002729504154098371,0.00275386950688568,0.0008732753214000897,0.0005951774365288599,0.0026296777192466292,0.001387014293029329,0.004751393300330257,0.01103106954770071,0.03273474384208034,0.03721405242532841,0.0349687225672226,0.04110298086212469,0.042565545082679346,0.03533657417542312,0.03179289601065733,0.0430415802002834,0.04362881016906121,0.04402761333211072,0.03019378963263152,0.0347657854297559,0.026349570179547276,0.02739294845138237,0.023498810779765164,0.016031552627815433,1
17,4280,0.003008161031410073,0.00467605389632111,0.00036697667818271407,0.0002110811303728568,0.0016710900029307185,0.00042469080722267746,0.0022846386361880184,0.010910292133743246,0.037632802428080994,0.033224283358666916,0.034000126490393814,0.04083906409602856,0.03911510725277593,0.03802059201865958,0.03029971225947895,0.043159895174007555,0.0376435415105455,0.04682569382903229,0.02758811323577126,0.039200150489851704,0.029307355919263593,0.04050184756107713,0.027028242949710606,0.013877404594257946,1
18,4281,0.0027855800593079533,0.004032352921380147,0.0008875389612084749,0.00120937314476442,0.0015470682378471944,0.006027702038995616,0.002588028593372558,0.011287899933002212,0.0368350485360452,0.034105943274693046,0.03385676963641014,0.038755464422330015,0.0356158988341746,0.03381124970092315,0.028946455921575645,0.03946889794825825,0.036391352432567775,0.04483931275076605,0.03210614207505753,0.0392379012884223,0.03044473595799986,0.03329453797380879,0.022241875636118933,0.01113111069101289,1
19,4282,0.0020400714291726597,0.0035290991625412465,0.002519036954610611,0.0024323286841599944,0.0023795807492611428,0.011444211612584132,0.005752243472330116,0.011826470842620649,0.029572665044413037,0.029046534987248167,0.03144999982763673,0.030600633675159312,0.024151178968587327,0.023719051787168356,0.022227125237178087,0.02684765018878223,0.027347603416166443,0.03316456063304087,0.035280063865183044,0.03616730142903725,0.02271653006902031,0.014442530765852463,0.010168321366021646,0.00562955118977785,0
20,4363,0.017805848918751723,0.010206695491879515,0.006451912103501191,0.0008843333930659814,0.0010833371200303712,0.0025076916927813434,0.006632616472316814,0.0447790674687382,0.12500194476920046,0.1372943614208792,0.1360709923885699,0.13936424244010107,0.14658440471530373,0.14400842999028143,0.12314725147250086,0.1315540871266452,0.11317294511443322,0.12417992707160332,0.1104561599992204,0.12751374458527098,0.11310248835126127,0.10442252695361497,0.08178822849654235,0.046600848249125776,1
21,4364,0.01637300133642727,0.006913132644382571,0.0030104060627350196,0.00038034779722806943,0.0002715456277790473,0.0015509369066801233,0.004742627267411776,0.03265926811418675,0.110944920774604,0.12386929523577886,0.1384230060766881,0.17215127886277207,0.1717194409205048,0.13648289899080054,0.11540796844093908,0.10368031480314852,0.10739867851543534,0.119098607219777,0.11257484564554995,0.0924384074926103,0.09372131620932168,0.07675237544653013,0.04470682715522256,0.04297025921564121,1
22,4365,0.01875048948931106,0.007395734244672647,0.0021171860135035664,0.002120923176905127,0.0027022407867442373,0.0012499794363549533,0.006122844346705765,0.025848576071171404,0.08323176380584121,0.10143524609687264,0.11317968650337502,0.12720721074744465,0.12531082170485616,0.10473531605966434,0.11431827604386025,0.08973825502619577,0.10499515494507611,0.1136053508331859,0.08569951730952872,0.08583782048382682,0.0853080090032831,0.053235871826094294,0.04233520502222501,0.028654494669045162,1
23,4366,0.03330756536433022,0.011419607201496226,0.0035351461150945947,0.005051157984453281,0.007203244544851574,0.0022667043480852317,0.009750396001798183,0.04585530663458263,0.15281543196267483,0.18691055320547253,0.19134353079377195,0.22834968467600492,0.21549133102058354,0.1830828738859684,0.20053319395075808,0.15267364639411127,0.1733057940653683,0.19737096823335096,0.14845230274292337,0.15906341709592076,0.14075996704638827,0.09559981679404493,0.08241758192418802,0.052172934064071544,1
24,4367,0.007394805844873587,0.0017822063904332232,0.0011133633974823923,0.00017342842577212084,0.0008869729373041256,0.0011635374922315286,0.010314809691285533,0.007479144153064014,0.08814463396209736,0.12251738739887418,0.11738375734846662,0.16587813801974052,0.17614157784633294,0.13053347304296595,0.1248186460937996,0.11887912856476406,0.17085781939273909,0.1367980365459433,0.13031106852502553,0.08297456604492424,0.08514891075850416,0.03757092068774394,0.014636751151581338,0.007564717522264706,0
25,4368,0.014922278212259228,0.003620620763231382,0.0029326527492996766,0.001258707088024904,7.622256294374859e-05,0.001295496331524821,0.006635172630840468,0.017702998445219498,0.04652196655059449,0.0719922345971334,0.06500814114072333,0.09183609444155476,0.08221083675997798,0.07141772017415866,0.06352347424398568,0.06264945581143183,0.06079602733163919,0.06840682071560884,0.051504484139610576,0.03935346663981783,0.05187541240626606,0.03509021264792795,0.024403912254571194,0.01233349336824245,0
26,4369,0.017641627730967724,0.004359891447666101,0.006277200283247505,0.005896392501246497,0.0001656469221142603,0.0005778160419897183,0.009266879691048474,0.020208963919474257,0.06223161068913795,0.07530117079802584,0.0669956710256905,0.09148683870360866,0.06892669195510824,0.0674695097375625,0.05988176262311216,0.0571249830186909,0.04092147888302049,0.0625463953214832,0.04965062125699434,0.04233570216361089,0.04480705413556441,0.03143519967738337,0.02962437682856983,0.017374644290673983,1
27,4370,0.007540145304319696,0.00282578463213906,0.006670019749705971,0.004875780607025512,0.0001321741472584896,0.00020630320170525056,0.009407848823089595,0.012606342095135255,0.0515231405832658,0.048445997918981354,0.055596144337452476,0.06378797127416672,0.04450666771726927,0.053432536084660594,0.044069376570454934,0.04413630581018062,0.032024925674411946,0.04339558538904897,0.0415278521907193,0.03563459631674997,0.03935419262657046,0.02471429890423338,0.020451182996155785,0.017007915921114215,1
28,4371,0.004483407652064912,0.0017932543464304705,0.0013366602732800348,0.0005002867897553065,0.0006598429478871712,0.00118174805300219,0.0021123666626941995,0.007326376139557189,0.025022042881842115,0.025892560871148843,0.032201074676215094,0.03360319161162174,0.027590466270580722,0.028614586671961224,0.02738141149308866,0.028930325279950833,0.02875715177571103,0.027258725724087562,0.024400184470498663,0.02251534016201351,0.022777165317312244,0.019467552656465593,0.011288209830837571,0.01270104969709355,0
29,4372,0.005483428116523377,0.002461675384083679,0.001479677508263679,0.0007422545948053136,0.0011044079827519392,0.0020217131777415637,0.0032063451470051223,0.008352655346801284,0.029152369684290302,0.028363731556508696,0.0325189857002071,0.03801134564185471,0.033600414262196246,0.03187446374917033,0.031129884051271747,0.03459619810050714,0.03315875981754368,0.0330660452540601,0.02845478829156244,0.02654607177828975,0.025007291181992075,0.023131417430176042,0.012306394632557905,0.012369290000679586,1
30,4373,0.00017973547098887994,0.0003282601498121657,0.0007884383017140396,0.0017120556572863647,0.007908924034068312,0.024181845374982046,0.024779202032378385,0.017585343460106494,0.017878668098757485,0.010799603177702741,0.00983459842928097,0.008511322895594444,0.006120854437515941,0.0045306599588088425,0.0033676228510563927,0.002631001196797212,0.0028270955479111166,0.0021537822183640516,0.0014711863144835757,0.0029333672382293808,0.0020341658593730086,0.0014679308010368895,0.0003489209539067148,0.0002768128237868914,0
31,4374,0.00013026091990570238,0.000270169049639967,0.0007863891243484953,0.0016065434830969587,0.0074875557112905776,0.022800366652311638,0.023234561856257274,0.016586478510592393,0.016842200332709632,0.00999627842389889,0.00893489664499615,0.0074923793162048604,0.00532137970925656,0.003845097146065304,0.0027788917622482796,0.0018525945081655196,0.001997326242814066,0.001707862773516974,0.0010565581739884623,0.0023784617927026103,0.0015968962732683964,0.00092629725408276,0.00013026091990570238,0.0,0
32,4375,0.0001639084122821156,0.00031208655844015533,0.000794927006683998,0.0012766095337656419,0.006106785052994898,0.017701040751740168,0.018157177950930553,0.013433754770526003,0.01523970654100353,0.010116439213431654,0.00910511430500032,0.008222052856772917,0.007286141279454944,0.005439939183617597,0.004185783544115558,0.004189091868983714,0.0037685222497267105,0.0023413449492277346,0.0018758849112593878,0.002846735753476421,0.0030917557903233587,0.0013522500532342132,0.0003684232470111165,0.00026615469628771146,0
33,4376,0.0024991898563535976,0.0010947614952807002,0.001660001261826959,0.0007578817266106784,0.003979056229753666,0.003823396058873422,0.006508913571129717,0.008448144982763472,0.021158656411147572,0.027746109719909685,0.02068389840393683,0.027825330815958792,0.02716026266926266,0.022908808666233522,0.024039346683464344,0.026665387623095775,0.028608622118035585,0.025750527733318904,0.01920754317459935,0.021637507414603744,0.01925620202962196,0.013214843612108621,0.010650012619122124,0.007113338617149444,0
34,4377,0.003221417861495304,0.0011151401894209968,0.0017460343645511148,0.0010098699488236525,0.004326165336272764,0.0034987235736613316,0.007239979387134311,0.010218847944597865,0.02448652705760697,0.032045427028370994,0.024785866635951073,0.03407587874261268,0.03131974730657083,0.02685893938842671,0.02819875798058841,0.03323327541510661,0.0363431806864257,0.03298832140839187,0.025597341007851156,0.028247551594004695,0.024520536220953553,0.01647447038900369,0.013582005583361556,0.008758626590611879,0
35,4378,0.003469917828187758,0.0008292119811535738,0.00142645301774898,0.0009966665018208967,0.004230660541344536,0.003198436384059295,0.006923359141820414,0.010694349055481386,0.027535340246162266,0.036890514527940885,0.03627765930983656,0.03928881286995293,0.03909787149229878,0.03218650303801374,0.03496078481849972,0.04279236823205405,0.040618188351094084,0.038862436319357874,0.025935460680391157,0.030637624217799572,0.024677508254349074,0.018054680892985193,0.016266854610247662,0.009578561964604602,0
36,4379,0.0020861371128611875,0.002419796755130029,0.0013132007193965595,0.0008754778499219977,0.0033111604994595124,0.0018499375240807864,0.0077206913889883285,0.012228123970656672,0.03683592047075346,0.05983760630495945,0.054777289947427844,0.060205184023922984,0.07480083491849182,0.05275372934461279,0.050253879982604346,0.06563646869027075,0.07201214575235311,0.060684050327238954,0.04356915445292092,0.04056343198309748,0.031570613405307604,0.023193360839749665,0.033658540933841845,0.030645378719069596,1
37,4380,0.002156603750341995,0.003845444631120586,0.0005221574052747344,0.00038686390040655654,0.0017197363998537709,0.0011528549420646251,0.004581372238925096,0.010463169352443596,0.03326892426496741,0.047178216764173664,0.044237954630546035,0.05122692463257859,0.058879769096030724,0.04452379177647615,0.03900180760099974,0.051949685503601295,0.05348324490216208,0.05114926833271116,0.03552331359190944,0.036462016578984985,0.027242516164040383,0.027262096583578487,0.031051144363002613,0.02558070765448241,0
38,4381,0.0023135616884032133,0.0050343900873919675,0.0015786595552110445,0.0014101563367682722,0.0020252068192290855,0.006644662317918235,0.00465992485519771,0.010830324572167182,0.028958315609601482,0.03126234499523476,0.03305743546894432,0.037567559957882544,0.032169882574287295,0.03121057391308887,0.02562958631497361,0.032419740984950575,0.03034991244523483,0.03592070747221878,0.02852192375929617,0.03545106935127185,0.02337474075315032,0.02526035640192103,0.019628172391434908,0.011147735178044526,1
39,4382,0.0018892944582171113,0.005104180619298656,0.0031703572989516234,0.0028729689057635363,0.0029961777397427146,0.013699095602143259,0.007428237444160686,0.012186168875415392,0.025181861390894157,0.027052289954675058,0.03062370217161475,0.031689763793564286,0.021341215919518458,0.023678472610313,0.019873261847865073,0.023240959951367456,0.024207017309434736,0.028618086785291482,0.031818439728667554,0.03556984713349432,0.02089975010746508,0.014267498749583558,0.010797084798396486,0.005625456596560873,0
40,4463,0.014427856261183796,0.009560146189093071,0.0046000886709208315,0.0008405570865365277,0.0008506143520732619,0.0019896203907800673,0.006095033446366011,0.03536026677613354,0.09465214318232118,0.11098635879375693,0.10419767344581206,0.09736548923719894,0.10135379394182961,0.11205343142261133,0.09948801706373042,0.10575226960215978,0.09447739010524409,0.09581420328824136,0.07809545762845208,0.10206732348346165,0.09117103021591266,0.08159515892328059,0.07074474917033194,0.034521836145424804,1
41,4464,0.011488554084403869,0.011628907098280818,0.0031265831769852733,0.0015573618113818822,0.006050690311574264,0.005341606817506565,0.0035444312296653265,0.03524009340443622,0.11962567712003805,0.12597116474717326,0.17370681092105647,0.15323710408993857,0.16907687316265035,0.16223100831634804,0.15529930409301163,0.145167212623805,0.1634123463121033,0.13732823250681273,0.1575284921747278,0.1108953313634673,0.10999668076799735,0.07733718799399114,0.07374679563065348,0.05034320221345939,1
42,4465,0.008042333140653219,0.003726376703124958,0.0011898044933296025,0.0006080068171327722,0.0014968749355671327,0.0013189319080101514,0.0022016260287235348,0.0097481458766135,0.034885371619245265,0.05224152560148091,0.05687011368415829,0.05851408271583556,0.05541660346512622,0.0504144501863635,0.05804149527702891,0.054351038940699085,0.04990653862701253,0.04713440128175174,0.05165383438352815,0.04186869982712919,0.042237604323672004,0.029389842288696462,0.02285716519471337,0.01332831924919236,1
43,4466,0.009058813763739506,0.0029689134857489737,0.0007536470046817697,0.0008060519249513555,0.001645480780405164,0.0011101355709967722,0.002210834028450231,0.010509204266673705,0.03517191303786627,0.048092191112703166,0.05155262664263736,0.0578019629556334,0.05531762666797609,0.04563029895658729,0.048557600468812176,0.046103439420849546,0.04493610405332847,0.04629051686781907,0.03945788774173429,0.03456116762720814,0.040900840118243735,0.027610573128514664,0.023388978366546943,0.01338687884489591,1
44,4467,0.005710158949801734,0.002887747332022351,0.00278189770390198,0.0,0.0003324999409253494,0.00131156055648956,0.008233113573998052,0.013329457614136498,0.035857479099870096,0.05025529168368708,0.05610696707158231,0.07103972906185187,0.07247918547698776,0.06528084025147626,0.05422792025161063,0.06294220381174007,0.06044961599455256,0.05629509597644634,0.04807651180498327,0.036141003781051395,0.0563899113066225,0.035246335798172275,0.01901053994062432,0.009597374562235868,1
45,4468,0.006204545311747446,0.002928660779311356,0.003714877659412366,0.0012119270256317537,0.00022482554852238753,0.0013357001316803621,0.011370174665135917,0.014892609495397256,0.05132079048513499,0.07130190956276025,0.06556961435141247,0.09287534249607092,0.09341068816191711,0.08160232103629228,0.0750229808102457,0.07852900317808527,0.07489498509505173,0.0774489113854351,0.06200425955643168,0.04356172433734384,0.0662651312205718,0.04273349552187958,0.018245150005923794,0.012430796555333384,0
46,4469,0.014463274421496213,0.0010061855665928253,0.0020693237451378734,0.007146632169858676,0.0021773455717626245,3.887005549214354e-06,0.012493004369384868,0.019551054427110588,0.06721477612654245,0.08731908302670305,0.05511192427156973,0.07899959117120567,0.06751482714659453,0.056333980288762596,0.07439608537101353,0.06732452634098826,0.05444289137543872,0.0652376662536988,0.054011319097625965,0.03862045481366417,0.0412513757548316,0.022621414286747143,0.025162448833332046,0.027441421366894335,0
