,cellid,smsout0,smsout1,smsout2,smsout3,smsout4,smsout5,smsout6,smsout7,smsout8,smsout9,smsout10,smsout11,smsout12,smsout13,smsout14,smsout15,smsout16,smsout17,smsout18,smsout19,smsout20,smsout21,smsout22,smsout23,hw
0,4263,0.009751046494209359,0.00679977069935416,0.005112994943813012,0.014049408499200423,0.006805845159399669,0.005450827718899901,0.005612189946412016,0.013509963433077211,0.030878812651634908,0.03710816904655925,0.04436164903986839,0.04162115429565901,0.04363913889341891,0.03764988510246448,0.04184777445380753,0.03735261072190568,0.05332160553743799,0.04670092320813619,0.051923578893146666,0.04276242355370811,0.04053227195927047,0.04869332379747399,0.03940196688390595,0.025366090347088713,1
1,4264,0.006037998760474161,0.002832243868265897,0.0020256879240221105,0.00566403220053942,0.0035573702523562334,0.0016344209424641028,0.0027950694746665342,0.024918507972209507,0.03220457968148627,0.03260297499352375,0.03670576350247599,0.03866559028597365,0.05213705452234722,0.04271366551209006,0.042359063109258424,0.041203300849057926,0.050611644792069616,0.0422896567016166,0.03445797256101622,0.05652586927038399,0.031665449172083235,0.03620934602289681,0.031461637578649254,0.024711353304239066,1
2,4265,0.0073368327818016015,0.0031805803390672406,0.0007772999258280447,0.0023618696101630073,0.00464935467057354,0.0018634770204153587,0.003239214219721283,0.03693304490239565,0.04980061134148694,0.04498649939742764,0.038040778591634856,0.0382353259878411,0.06116197559816646,0.05453326973218276,0.046681892987729574,0.04265907378519686,0.05524380323371506,0.06037852138092777,0.0467333855854694,0.055568525537697616,0.02634595676739874,0.036391600364112445,0.01797035536695515,0.025599827724017282,1
3,4266,0.009392976205642894,0.007073791385324338,0.002452430814366288,0.0020362500494572056,0.0055349036102985034,0.0023296478280436573,0.004558764685987397,0.028024928109538896,0.054691738138001995,0.04371311166907302,0.04804089363644129,0.0496150049478583,0.04038494496129887,0.04683680384710276,0.047187697891817926,0.05578725358869314,0.05593792121674668,0.048147613215622755,0.05686866173553039,0.04123756739920105,0.036592871593411305,0.03244928291501118,0.03608140429272175,0.026304710122871455,1
4,4267,0.009938733738335691,0.008838386241047344,0.0032910992185383,0.0016646872355627032,0.005173916936513029,0.001973014858187369,0.004831315533011134,0.02575167485863894,0.05463859303371063,0.04009996208874913,0.05144750089992657,0.053753563318430786,0.029233795951622232,0.04084566726586871,0.046817921147263145,0.060719179736861376,0.0589611105189746,0.03908743127395075,0.05488146334074034,0.03580816261169204,0.0410433780959688,0.029077372353425793,0.04611864846237936,0.025519764228600077,1
5,4268,0.007875075960834425,0.0030017951924810344,0.0016535223195012466,0.00043141642424067905,0.000714766033449488,0.00044691652007790457,0.005645053999898241,0.0199992105493029,0.05003213606244983,0.03953687804656215,0.038361868069307914,0.05252244293325723,0.04585729382610863,0.06051999942613796,0.05152659063481861,0.05584080401843454,0.04893760683085254,0.053065337373332216,0.05535899882445939,0.04895447998797941,0.05141133648632963,0.03876645257043727,0.03005927089399494,0.02646766862808491,1
6,4269,0.008136967437362141,0.0016276634467625169,0.0011327459992325098,0.0001063348557371229,0.0008549367313703675,1.6484151265717288e-05,0.005724080411701811,0.019771411275486987,0.04966924345066716,0.038641149939791966,0.032088313119232256,0.04996060871064461,0.051258721117183416,0.06595003729844205,0.052820801868432174,0.05136507167686676,0.049496559548217446,0.05581783587536276,0.0536883584824289,0.05191346953649608,0.0508676382544617,0.04453133950769837,0.030730784403680007,0.028313201194541452,0
7,4270,0.014912688456452394,0.0010159927110072902,4.757309060832222e-05,0.0003714446172637338,0.0015965064153212309,0.0,0.0022192538901622907,0.007218566843881163,0.015617257033786979,0.014790003278658941,0.01366704031709172,0.01576333172004367,0.0192187720094111,0.018690153053585287,0.021337935710629984,0.02079687424359251,0.0279944468675533,0.01906251364603947,0.021666568966867215,0.04032954546456844,0.018619968074842272,0.026946202329057558,0.018890588113105084,0.008853994828858895,0
8,4271,0.006632054865088891,0.00037611329287809897,0.0,0.0004687386685971335,0.0012699035118711852,0.0,0.0020286859777281147,0.007685837062022395,0.015533874598383292,0.01466280869967709,0.012878762523542262,0.013350136328560625,0.015208274222316593,0.01314795204159838,0.0193907456211712,0.01745238204111952,0.021044387870269705,0.01463425100417939,0.017252942612808457,0.028485077890343886,0.013978113436471817,0.025217322870759718,0.021176209944193815,0.007498915057154529,0
9,4272,0.0013850034882904633,6.796065281484852e-05,1.2356482329972447e-05,0.00017080859559943806,0.0,1.2356482329972447e-05,0.0006110279410542638,0.006024743399033587,0.009164209890589633,0.009349359359942343,0.009530407786633627,0.009662214482606802,0.009434957529252103,0.008781500034265834,0.011433911425313484,0.01064989148338888,0.011321535887465517,0.012508542666227479,0.013079461249006165,0.020904201541362338,0.013868215088270608,0.009592598215529631,0.01041004417735411,0.007854264116134206,1
10,4273,0.0007136749674643265,0.0006237890711141942,0.00021118697232683098,0.0011081071818264542,0.001207096808440349,0.0009337014732599866,0.0012876483563179887,0.004705306363922389,0.006133125261074618,0.007696016637727176,0.006779657235614862,0.006559046958322993,0.0057745599672823274,0.006254010164229469,0.005633109814757939,0.006666907343782394,0.008641242437186501,0.009840662001835091,0.010295927641544068,0.013278708425507484,0.010991362464798897,0.0047512977748370685,0.007295613093186386,0.0063181339555670605,0
11,4274,0.0006111802661169941,0.0011669452472548815,0.0002610168154330794,0.0021737429872737764,0.002761335050142449,0.0022091423438462625,0.0033273207563173685,0.008519981334388896,0.00979803375423074,0.009795245530687986,0.006140900007918054,0.006996617776202985,0.006384464903171835,0.006018077300833212,0.008934841319747719,0.006547463019194698,0.007106330367733859,0.00809408904142839,0.010563216201601848,0.003635473704389454,0.004217880226507409,0.002905764888718909,0.0012898975502811762,0.0013953732970629358,0
12,4275,0.001915377406681583,0.0012989112016629852,0.00024524503300265654,0.0018777022313180634,0.0022674982316800677,0.002132656082467574,0.0033168000806787766,0.009934636442697447,0.013762945251249641,0.011752670948976071,0.008606542943172433,0.009100487204803649,0.00874444295078879,0.009697140959835409,0.01159914736727552,0.010677670265829435,0.009880856708078553,0.01293890295140821,0.015674317570096796,0.02142925648993478,0.01185660197731349,0.004642033762085899,0.002242923537055361,0.0017336097575653578,0
13,4276,0.003426033752636723,0.001771944503156336,0.0005074759900343111,0.0007967399801384965,0.0008027576543203928,0.0004904425947314424,0.0057497373815341484,0.005888066862946274,0.008732482020314401,0.007418195770223178,0.013764324454259992,0.0062965459821080925,0.014940478512641379,0.021277011109589475,0.014734688808894024,0.014318251801043487,0.0181824239097854,0.016311699304990556,0.02109720967599748,0.05907895581376703,0.021802647499516548,0.01703753466239875,0.010582875597671314,0.005049555186827209,1
14,4277,0.0034352958186165544,0.0022360980656609196,0.0005925144644030199,0.0005925144644030199,0.0008887716966045297,0.00014812861610075494,0.007448937277486534,0.0056713938842774736,0.00727247101308659,0.006884760461382705,0.015349988852820124,0.0055090964440271265,0.01731816733457872,0.02261730756624189,0.01611252920701828,0.01471496791596832,0.020898854610079412,0.01697167518038364,0.021396212539591872,0.06986775995192937,0.01824944550363204,0.020436596722239363,0.012817633554957693,0.006144117380878929,1
15,4278,0.00337512048032424,0.002178877728536762,0.0005835659800249275,0.0006010634897922291,0.0008657498666264803,0.00015340794702157888,0.007229858414741076,0.0056697257721501255,0.00721834057850544,0.0068279663875786606,0.014941721249402856,0.005568148941138463,0.01692131646539101,0.02194339548222831,0.015647407702271972,0.01439244526701399,0.020303869535574996,0.016696738167637802,0.02075364516448119,0.06885059992892449,0.017790785599671337,0.019860926319438508,0.01256959768704706,0.00603472889152381,1
16,4279,0.0035349061593667676,0.0012411187319981533,0.00036382414280547725,0.0005461202198825411,0.0005309988353696722,0.00042101242189193763,0.005398422832983086,0.008278790613346753,0.00920585628164837,0.008498914508775272,0.011845893065373326,0.011633837762101555,0.014043188212090421,0.020677263797140938,0.01559132130223621,0.017795493467124987,0.01619094760447959,0.016652714239658074,0.014112348500882494,0.029712776417242258,0.01402081693272878,0.0170666736902481,0.012155260783371664,0.007322079794017891,1
17,4280,0.004429311577177142,0.00033457235469295404,7.144335260281424e-05,0.0003395122663617349,0.00015569694105520908,0.0007922041715725377,0.004200690449296163,0.010382385465185821,0.009830324270796949,0.00784641463858937,0.007833970663640857,0.010587874972881214,0.00939265733406773,0.021313824065477983,0.013206787909810174,0.02157047954424356,0.01154320159171783,0.013875727513300093,0.013285141725958967,0.01725617950654969,0.011077445107479145,0.0150497232722066,0.011418809323008898,0.0075344293314206934,1
18,4281,0.003523769702367494,0.00028606732747856335,0.00010691631946356333,0.0002637412530618715,5.997171946751796e-05,0.000668805703321433,0.002700287709505999,0.009604711473287,0.010194744170799207,0.008033475895563382,0.007808620790078977,0.010454802743784651,0.010741776056104844,0.01911922826468215,0.010367483972583507,0.01789843237644713,0.011077069098282752,0.012295231399412649,0.012698489905948598,0.012146774768598729,0.008940317590607528,0.00985814576701042,0.008320732539456411,0.005952125199023341,1
19,4282,0.0014866114611064767,0.0003219801281351586,0.00013311319828622378,0.00024741475306830265,5.56352555035996e-05,0.0002994699421107832,0.0005365311331474843,0.00679409677217866,0.007908010160022882,0.010213382447093348,0.007632863209093397,0.011506619564833306,0.01088330187819553,0.013598696297795195,0.007798466157894191,0.009435374200211946,0.010199023672333675,0.010798576880193578,0.01028243903785569,0.008395656351770944,0.007619018684743496,0.003675162439046051,0.004045620034512243,0.003590954297922122,0
20,4363,0.015457841452913412,0.006599731499575481,0.005260215485874608,0.005268692864064627,0.005961866484124022,0.006134991015934112,0.007788390315596276,0.01937090139165152,0.04921391288286642,0.053892197992858604,0.04857157219637588,0.051152888540836515,0.06350242426658682,0.057762656208747015,0.06463634053658952,0.04057899635934609,0.05366825910229193,0.06316456960869321,0.06345875277794487,0.07541138195005731,0.06419669003609164,0.07716307853717191,0.07481471664003603,0.0532962415573836,1
21,4364,0.006821357181093871,0.002407690156627371,0.002486103501566793,0.0021686247483698427,0.0029409490540438063,0.002171975630592079,0.003715018055455233,0.021152608230712678,0.037303046454844814,0.03818123250785277,0.04216581021704339,0.04902913330411104,0.06293341358423327,0.054718010316603484,0.05540444877334918,0.04726787996147511,0.058691244865909487,0.04994359926585965,0.04827244232269401,0.07206017232865333,0.0483592663908987,0.048618853075052974,0.04708485229874821,0.03321322576942334,1
22,4365,0.018128015944640943,0.0035650764688648375,0.0024696029991539544,0.003023022273848676,0.003657237131068008,0.0032886274276321165,0.003698147997988384,0.03754643982845473,0.045986747059324054,0.05088135710591983,0.04796921775683087,0.047297180226105594,0.058125293399167166,0.05002805976632859,0.05051075354149477,0.06451623091740057,0.05998397084078675,0.06920114574624053,0.06505376678112043,0.07524166802909008,0.047295446137129264,0.06225318966544718,0.04294797589973027,0.0484476604765695,1
23,4366,0.034456960092839044,0.006222723873097745,0.005237704053160864,0.006126076497676411,0.005778206828959672,0.008554244461166437,0.005843231638720704,0.04260370728016839,0.07345874858616387,0.0919533814807285,0.08674527710276114,0.0778895608543278,0.08043001948506495,0.07822829830902989,0.07264847061843842,0.11728792554053767,0.0857293582251395,0.11564663177087707,0.12977135964626024,0.10858380244746951,0.08722915174357587,0.10876111494920968,0.07105803755213354,0.09017896632349844,1
24,4367,0.007881738256179539,0.005946399014448902,0.004187121262112263,0.003498060417751106,0.004239156026841018,0.003911172353769219,0.005122234600666067,0.025395405601709612,0.04741338732978116,0.08313202305080555,0.061330071368977876,0.06554548027171556,0.10903052452361042,0.08786777109370066,0.06953005299773664,0.057565208410365484,0.06927012401403598,0.09481974621884201,0.04826560604883694,0.045263327080151954,0.04465132840259343,0.030381234040898274,0.03713751648506363,0.024774711044415518,1
25,4368,0.0043659058555218545,0.001117749993942802,0.00043098995972174853,0.0,0.0002820029137137948,0.0013216525624217975,0.0029832348878833953,0.01187398970232282,0.05925333499429771,0.0420582705723876,0.043472937152659735,0.051642245343134094,0.04820968303078599,0.06330324329519563,0.05249380813746764,0.05539869290255385,0.05394620281600423,0.06107956868081103,0.046765955248965735,0.04152386801602669,0.04718575545018029,0.02857371886690062,0.025249748429310496,0.02610020177010356,1
26,4369,0.010867521559163802,0.005644531005855645,0.0006657391994403406,0.0028240063138157156,0.0013138248523658753,0.0,0.007139161591461291,0.026240408335110623,0.04692772005642323,0.048897908113881235,0.04029013630570774,0.05281130398957167,0.04684510628850991,0.06275221972000042,0.05768289138863667,0.05397655951113411,0.05524695157217559,0.050596002317608364,0.05343705392673399,0.05341441521437724,0.0547132074669849,0.05636240432515902,0.042086309513908626,0.028820175219522976,1
27,4370,0.02033716155643848,0.0065424606955262485,0.00023025981447694224,0.0033514442028937234,0.0022039052094909224,0.00017665499791519473,0.005692644990361625,0.02015993023053088,0.026242945585711972,0.030525433752357833,0.02996516964378064,0.030481430443635275,0.02795880142306357,0.03556027391758406,0.03927014226785628,0.03494461547205233,0.045965903091224884,0.030364113778730613,0.036393934603637546,0.0543488400313999,0.039951116598264155,0.0455232544075444,0.03412008077519095,0.01625473161938928,1
28,4371,0.010779203800953286,0.0019954678878484314,0.0014986885141381053,0.001381011981694114,0.002085347649897211,0.0012681210504245507,0.002332405724165923,0.0095571571965313,0.016250041021355553,0.01505611131687005,0.02109164104554397,0.019561070541765074,0.018674074411780716,0.02147698961410967,0.01909622197579178,0.015603313651988247,0.026433666251789785,0.01791382881049088,0.02236900475599083,0.030890878650780093,0.02124568865889241,0.024159814882021995,0.019553368114266476,0.011146418559234733,1
29,4372,0.004311069482584821,0.0021403557018837846,0.0021403557018837846,0.0019931363979050574,0.0022395432536267638,0.0018969260796277726,0.0027317933454095566,0.009717842042255176,0.01767358678256795,0.015946374313663244,0.022957176038430095,0.019961492142749827,0.016313302004250484,0.01928576360456901,0.01716935851083873,0.0125195284594925,0.021120570015047836,0.01801531602337416,0.021442613713093778,0.02248995768604492,0.021301850517781266,0.01958674266643427,0.020120868223473854,0.0118453789085121,1
30,4373,0.00043598261591438933,0.0009706938734889598,0.00025974999982636204,0.0019169994310230052,0.0024180824449388893,0.0016542219359631089,0.0020495741042812154,0.0050891966465394884,0.006553669244603889,0.0062288266994721545,0.004768948215013757,0.004870706377706169,0.0037581093647523736,0.004254525553740095,0.003872783811894994,0.0036278788375527274,0.005006455032933513,0.004759606881131279,0.006834646645264484,0.0055013400783229605,0.006322798472816672,0.0034232736680021784,0.0035623405636705328,0.0033830655087111403,0
31,4374,0.0006318406456747992,0.001528118302315295,0.00026443701096569674,0.0022184627114689793,0.0029825218626266265,0.0019540257005032824,0.0024536478406952337,0.005642102950808672,0.007324671188739075,0.0057228381444198164,0.003952514261271085,0.003981766143010528,0.003739560562177092,0.002953269980887184,0.0027917995936648935,0.002475879270827494,0.002556614464438639,0.0017925553132809916,0.005583599187329787,0.0012121979794778952,0.00337215692746799,0.0021599589479900944,0.0003159203228373996,0.0009477609685121988,0
