,cellid,callin0,callin1,callin2,callin3,callin4,callin5,callin6,callin7,callin8,callin9,callin10,callin11,callin12,callin13,callin14,callin15,callin16,callin17,callin18,callin19,callin20,callin21,callin22,callin23,h/w
0,4263,0.0032085733846363242,0.0015451489577942411,0.00041658575011978716,0.0002835331226150514,0.0007001188727348386,0.0007100153759286337,0.003382137919914301,0.023424846783200035,0.05281556416341721,0.09672028771486844,0.10879341009191863,0.10324699629159,0.10517416527218801,0.09194329078967035,0.10692727390252381,0.11636860552150538,0.1400975160024943,0.13295006111133395,0.12838676883600822,0.10392492548946915,0.07211484201668251,0.044835773490702044,0.029770321701978464,0.013369342953857253,1
1,4264,0.0033975619149126295,0.0027860539929622096,0.0007393647204408619,0.00022709999419860027,0.0009664647146394622,0.0021890037716943956,0.0023304203637591805,0.01696168135273653,0.0587394774781143,0.10853466457084998,0.11523630708091501,0.11597338418783354,0.13225659610725943,0.10532446226032502,0.11575825227024614,0.11949100114996963,0.1452912556368957,0.12166579010592209,0.10457577869749914,0.10337184702014096,0.07018807840594897,0.04414154786258568,0.024828839680616496,0.016442880753097938,1
2,4265,0.0007404776624125954,0.0025722538077352277,0.0011135686569791645,0.0012376110270553512,0.001243178570572633,0.0034145036661548823,0.004583667952895219,0.02471685242919453,0.09858254077991684,0.15940978154785207,0.17350623354145553,0.16029898695667294,0.1625871109458674,0.14544221867542173,0.14022696035152202,0.15006001844452296,0.17929485455602553,0.15865330425200858,0.15223029302575516,0.12109317330625645,0.07447146690594124,0.05417793341055067,0.022475007225744477,0.024308702125092844,1
3,4266,0.005319463020491011,0.01023122430993213,0.0014844220073820945,0.001378074843285021,0.0019150173202675436,0.003417582414731965,0.008354564243647184,0.0399475111534818,0.12405024866286532,0.20854898185174203,0.2034805596233678,0.21932517461462822,0.1718734365323155,0.1759876915677251,0.1719739783781761,0.21692511631343836,0.22733548587021768,0.23589859324046164,0.22511098270340824,0.16700387724999974,0.10773993152217218,0.0933928623034986,0.03807362644456636,0.027482404827386613,1
4,4267,0.007527443652223072,0.014459302618760715,0.0015500568273875265,0.0011157045053379155,0.0021275535864560364,0.0036330115807241834,0.010284368577839638,0.04707851601576922,0.1299531161463091,0.22104105854230574,0.20708553286297013,0.2385023997285749,0.1683134956401417,0.18049825524013352,0.18113366381725884,0.2429644634716014,0.24122416024753848,0.26260080382599155,0.2507914188671831,0.18523065565251431,0.12109855738391428,0.10806245728671005,0.043556422775732274,0.028048936381204904,0
5,4268,0.007534752048434956,0.005086041145018983,0.00204931652756867,0.0014190875916791344,0.001192475416796936,0.002538553561474337,0.0063662771684454495,0.02227853843929956,0.0816126727674818,0.14508958440034256,0.15716940636422755,0.19710342228609404,0.15470076911075387,0.15581970418384875,0.16374954880563924,0.18717209208556368,0.19315639855653235,0.212918276775885,0.18352178367793529,0.14398265013747302,0.1048147896449291,0.07433046997737715,0.03545780489421024,0.017813356240175923,1
6,4269,0.008325628276177562,0.0018909179346977456,0.0019286498000539618,0.001336916865365225,0.0013497371514340408,0.0018739242236102398,0.005069764062530114,0.0170639310535712,0.06674691978638814,0.12080796645303354,0.13542010927133052,0.17547432693406514,0.15374433673628662,0.14287991293016844,0.15566150049736707,0.1630536113980615,0.1771399296067513,0.19521443345918524,0.1647643924252862,0.13721725056130607,0.10156501344303376,0.0652193072666537,0.031189586686968345,0.015146402282288945,0
7,4270,0.0036667635986771733,0.0015709678216541852,0.00047950651964981714,0.0007568000051127393,0.0010622332607146286,0.001570967821654185,0.0024242287350412887,0.014834281061283375,0.031199539528699707,0.0679275973667786,0.06424900773241451,0.08068217682635208,0.06977665324460754,0.05306693136840446,0.05638054599195166,0.06921729319640747,0.07575167870255767,0.08401257262360114,0.0886802265192922,0.07044478153720399,0.041273670373543084,0.02981658849718352,0.013779942798106397,0.004878256347167614,0
8,4271,0.0032358963270204505,0.0012770636200213094,0.0007129048419904833,0.001030998264141207,0.001639754340678763,0.001131732292827893,0.002899383714671304,0.01624116742956298,0.03809093620575287,0.06731087344186205,0.05978852434079614,0.0685812464480812,0.06961302065540755,0.048594284197704445,0.05117934780666647,0.06088664470788291,0.07473447270010093,0.07920566883966265,0.08598588480253493,0.06898858460294882,0.045061383922769996,0.02894589604583049,0.012484822740359948,0.005362823732755075,0
9,4272,0.0007473264589084978,0.0021416593180158855,0.00037941603676510473,0.0006860038442941167,0.0024980641255375672,0.0014378531656373623,0.004172522050786856,0.013151276110248035,0.03062941642860071,0.0468807439402005,0.0464647650835495,0.035600105052798335,0.04410855914155908,0.04209901497301806,0.03215424977136453,0.04513235540245933,0.05440616245801402,0.06262275213815986,0.0549895041203169,0.05889834955553435,0.027502513431518327,0.026972087920018026,0.01087161694451916,0.006045904946644688,1
