hour,cellid,smsin,smsout,callin,callout,internet,h/w
0,4273,0.0019853599565167156,0.0020181867463560893,0.0010584635771695708,0.0031457064263173923,0.0323789568868818,1
0,4274,0.001998646037188047,0.002107136149177944,0.0019529402830332295,0.0018535542648427626,0.020053999577329878,0
0,4275,0.00517109756313214,0.007259743584403057,0.003669381516475419,0.004889312910448386,0.0259018038779106,0
0,4276,0.03558878185999299,0.032842234506591475,0.016765590150040404,0.021200473037996246,0.049809900350255586,1
0,4277,0.04818620437567789,0.04038412002441234,0.022351100911332945,0.027751878843719255,0.05834816541552732,1
0,4278,0.04695591358776097,0.03920681531221086,0.02184819052522111,0.027114763086218206,0.05683326012036631,1
0,4279,0.09865740308109645,0.08088554790013652,0.0660306689841547,0.06721642472039194,0.13020590891921593,1
0,4280,0.016644986514671643,0.008605015087394367,0.013523470364817306,0.013869852864804492,0.042103626803515946,1
0,4281,0.007283072840462205,0.0029438927465515767,0.00781983192166155,0.007321144420094503,0.034081884561774876,1
0,4282,0.004098525711721807,0.003165946098955004,0.004297418138308397,0.005396071807361432,0.022913447642680735,0
0,4373,0.0014391297910693347,0.0008490972324329002,0.0007829456844019748,0.0016007038586110653,0.021454423521678336,0
0,4374,0.0012526913997560447,0.0,0.0005529019421758519,0.00048451645966678976,0.009743672985351509,0
0,4375,0.0022315384535817376,0.0009999111089918579,0.0008810754074711208,0.001157125831844912,0.011265997245339446,0
0,4376,0.03238299550729264,0.029864622064884053,0.015336795965719787,0.018800963956213772,0.04670591308649449,0
0,4377,0.0444622358198232,0.03967801966266879,0.02109462745609533,0.025922545245179382,0.0566490494046272,0
0,4378,0.051784532829387345,0.04417327507340686,0.030112193515723158,0.03298541326439023,0.07342515972660127,0
0,4379,0.32756741719814875,0.27575196208463976,0.22612251392859756,0.22464636206694125,0.4115148222211578,1
0,4380,0.21957968874786918,0.18165411514571847,0.1561011258559367,0.15307460138576368,0.2872168992345794,0
0,4381,0.0311007960863812,0.023014586576867245,0.025930606802258085,0.025158944565844218,0.058310989917490896,1
0,4382,0.004945141292303342,0.004034824651708249,0.006789190363026521,0.007363885206062212,0.023943740045082405,0
0,4473,0.002123378049046473,0.0012793820840143763,0.0014412339824035985,0.0010963347652689494,0.029517244788051542,1
0,4474,0.0006255350934137856,0.0,0.0002529232751697501,0.00022164054872066388,0.0045366080939597065,0
0,4475,0.0007119684333143763,0.00020094297501504615,0.00028977458987079313,0.00035521038627679696,0.006079984219124282,0
0,4476,0.010232365342970576,0.009369821253340859,0.0048796567649119025,0.006511352630361944,0.02487338684867478,0
0,4477,0.03255864020874824,0.029523942498007535,0.01585108053424545,0.019742890897036024,0.04497630210311283,0
0,4478,0.05656032294903337,0.04814281342622288,0.04237246548883721,0.04175132640880757,0.10155977224839867,0
0,4479,0.15884560433147368,0.13156172973657143,0.12003542244624991,0.11502183673421053,0.23524378040277996,0
0,4480,0.3329599446313803,0.27741752388277524,0.23925212882535363,0.23250286882199409,0.43190395441928897,0
0,4481,0.05599797955991899,0.044982022986984005,0.04164824047065963,0.04119717840358587,0.08755094278281565,0
0,4482,0.005101270862930339,0.0033746951696315875,0.0061732765635683666,0.006527625357720403,0.024967328852309924,0
0,4573,0.000368954074616069,0.0001556873476673802,0.00043921691811165276,0.0032927293142982054,0.003366017010753934,1
0,4574,9.926829617541504e-05,6.253160064924627e-06,4.288905289676959e-06,8.411016291492052e-06,0.00015994714982319185,0
0,4575,0.00029966200379688627,0.000220070754522072,0.00015094170201515402,0.0011895037948475194,0.0006253530455924463,0
0,4576,0.0010418134664177837,0.0009920269617698864,0.0005108489196084588,0.002167977612585559,0.007468638667453776,1
0,4577,0.002527648457823899,0.0019294217617854016,0.0010747961916578754,0.009155740101738249,0.022737405513831452,0
0,4578,0.018083299757402124,0.014670330725268447,0.013144492888056795,0.02590623636941104,0.04898713914612656,0
0,4579,0.02193171166200487,0.015354565118650207,0.026135135635597596,0.024787313342708058,0.06827694845342502,0
0,4580,0.06489991421818637,0.053343081486772255,0.051599374674028434,0.04889672504106976,0.10354327389441499,0
0,4581,0.004867834129845253,0.0027874376979838676,0.006307794017524596,0.006048988525774461,0.026026481702976983,0
0,4582,0.004003578349668454,0.002147834818319745,0.007471974928437755,0.006348701958913866,0.024351894832152717,0
0,4673,0.0014551877208698143,0.00030800322499058524,0.0018605257644513842,0.0014089515406514428,0.010268690836395025,0
0,4674,0.0006496932816921693,0.00022937668491378172,0.0007135846467717108,0.0011682702184314673,0.003912375334011933,0
0,4675,0.0004686792343166085,0.000403061400413364,0.00027645097108486006,0.002344703673133512,0.0010236594884492798,0
0,4676,0.0007149182545613794,0.0004848335184228881,0.00036057952348983447,0.0023331729524670923,0.003006095954377568,1
0,4677,0.00293288902890258,0.0016922563777015593,0.0011901665468936678,0.016557708462112727,0.025915958588962115,1
0,4678,0.0071313335947309105,0.004255321450061697,0.005188558978436222,0.01385877548043532,0.05440663930377791,1
0,4679,0.010253051432308615,0.0053602574077577765,0.010750634767182948,0.009252366996251753,0.06886823369397618,1
0,4680,0.0039012259774456235,0.0026197837036926485,0.009087970068556772,0.006712813270389826,0.029699944896583695,0
0,4681,0.0026072566048881128,0.0014842984246186178,0.009775650651936842,0.00690681006308351,0.025007211500525126,0
0,4682,0.0021426889019595507,0.000944333647860896,0.010216005826721416,0.007031482216817626,0.02235111972531227,0
0,4773,0.001687394010808205,0.00045817426264794603,0.0020866749213108854,0.0013045918239262047,0.012562797631211774,0
0,4774,0.0015256040321068307,0.0004925039786184303,0.0016653850158520984,0.00174727624060735,0.009040589191898055,0
0,4775,0.0014275289357366468,0.0012437134971668444,0.0009645341921985328,0.003649214892551053,0.0035617905156349813,0
0,4776,0.004149463385210625,0.003758976186242627,0.0035776025327037423,0.004831995387021225,0.05180789695906119,0
0,4777,0.008837158422699396,0.008913316282270446,0.008201906298936792,0.00915673282196242,0.11893797802104415,1
0,4778,0.010825104473370765,0.010215165893615786,0.010683470909613945,0.00861628298246695,0.08686610048236686,1
0,4779,0.008840434140214142,0.008037111600562826,0.01078651581233888,0.006916238106236586,0.05765245953502287,1
0,4780,0.004189455019429708,0.004093602787514329,0.009550563373574182,0.006531538893458199,0.03149017733748616,1
0,4781,0.0036473999354725713,0.001812827200860364,0.01031929522288528,0.006738245887795887,0.025725899363118147,1
0,4782,0.004758688450038824,0.0023011881286734035,0.009465978887025689,0.005953060663598162,0.02751402119807807,1
0,4873,0.005526687339425739,0.003347362436458824,0.0045213822555523805,0.007921568191723231,0.053557507182186666,0
0,4874,0.0145160525188176,0.013158459340751522,0.01451104113001779,0.017196839895082385,0.05760435170624529,0
0,4875,0.00566714268645757,0.005923768401631581,0.0050228154650887044,0.018731603358399084,0.01749250958419652,0
0,4876,0.006440277719638917,0.006602469919560819,0.005815140289941372,0.01519433781884625,0.05190192289127367,1
0,4877,0.010032894649418903,0.010423806675765705,0.009459655111423227,0.008424528828719571,0.12419588797744648,1
0,4878,0.008378454161142615,0.010161294963103633,0.009937594085583814,0.007181615327773004,0.06516826655753315,1
0,4879,0.0070538543375248276,0.010219139599587252,0.010371002569721994,0.005791700591982698,0.04303956769552043,1
0,4880,0.00549583656950149,0.006372419406259692,0.00899887988946365,0.005388728518026596,0.0352999529209049,1
