cellid,smsout3,smsout8,smsout11,smsout13,smsout18,smsout21,h/w
4778,0.0027067809231927902,0.021906249236168147,0.01636687451686945,0.020232857727799487,0.022959794179858915,0.021437199921520343,1
4779,0.0018846820637167044,0.016918060470801084,0.013254435667377036,0.01439621317173858,0.01641627261831919,0.01568797804947532,1
4780,0.0005898428445839563,0.009635435489335969,0.009180684922037816,0.00617075963909235,0.00637884933420101,0.005567738519458488,1
4781,4.2293537464245245e-05,0.00956296051149012,0.007813358646762109,0.004531932783355088,0.00734920854603405,0.004363626569717266,1
4782,0.0,0.008349912556094477,0.00719324042618738,0.005175290470566342,0.0060036050778481806,0.0038774019490240975,1
4873,0.0001332592682181872,0.015789477975941588,0.014164697060013996,0.012544695532477359,0.015313451426826512,0.010952769799766802,0
4874,0.0002614662541539732,0.45760597827013033,0.11319357177423987,0.19822383061978555,0.8994120781989378,0.06528596820623624,0
4875,0.0018656759713465624,0.03220798845375239,0.013761585022137096,0.020277743833713106,0.06443133194635005,0.011030077698531529,0
4876,0.0018970563700263462,0.010832847859246104,0.010514343272169385,0.013261744586400278,0.014789509037214665,0.012165310376701021,1
4877,0.002240479112088385,0.0246695698786826,0.01876892823156834,0.023341648072229305,0.02564160785884014,0.023919399730090576,1
4878,0.002347861729455162,0.016192286506913362,0.017283170947438455,0.016938924047224163,0.021865882763796845,0.02018375449836701,1
4879,0.00233540159415763,0.012827363027992627,0.016267553783403218,0.014326178276578113,0.019173503833841362,0.017451949213445585,1
4880,0.00077061448421674,0.009714317649805524,0.011686746357120399,0.008978743445317397,0.011647658555496569,0.012255353393300344,1
4881,3.754405758888465e-05,0.0057337582964585515,0.00613434202733467,0.0066031288934845535,0.0031653668941785357,0.0027574048434922,0
4882,0.0,0.005448719094683415,0.0058410562031144635,0.006493729149852841,0.002550802321803488,0.0023711339263534294,1
4973,2.1469285853487645e-06,0.04778972564416675,0.03643599152822417,0.032338658138277104,0.05093148382399633,0.042466609502107545,1
4974,3.443139244180963e-05,0.013553797889400306,0.011502791362283611,0.008403759119986974,0.012853027707570658,0.01388669140717312,1
4975,0.0015670057594766298,0.005859780206560736,0.007670867161895786,0.008385914686156034,0.010630169890716749,0.007717643648314514,1
4976,0.001853506662515864,0.005915843200049656,0.007794565735099069,0.009278958078246755,0.011402665516181599,0.007904438565228948,1
4977,0.002017439872539774,0.019555364612471846,0.015595016668005722,0.0199296307508302,0.021217241786657185,0.019597038679244023,1
4978,0.0023733063737169514,0.013510676493826944,0.01659606587587563,0.0149942712522391,0.020124700817208484,0.018421043081529646,1
4979,0.0023787308169355764,0.012891811906338115,0.01637092720874848,0.014461234711600027,0.019313820295140054,0.017573413678152332,1
4980,0.0008929471652018249,0.008556843922931651,0.010022906431244353,0.00816317873331535,0.009878081966960568,0.00935826639065415,1
4981,0.0,0.0030432683826199804,0.0041952972673991,0.0037929428774932613,0.0034553413379208226,0.0015245779737042872,1
4982,0.0,0.0025946526804843336,0.0028881148610114134,0.003461067689076079,0.0016987255211807033,0.0010901683839042123,1
5073,0.05375240054491216,0.1003549260188279,0.05394699748810935,0.08319303096351584,0.09910692081474379,0.07659632348325095,1
5074,0.0011578143066121496,0.015158313238179283,0.015423283117909246,0.018742581483807846,0.020141692421050877,0.022333833625348718,1
5075,2.5051776824732407e-05,0.005290431433518648,0.003609458753089822,0.004704402499948621,0.004538151414541939,0.004291745092743584,1
5076,0.00021643917044081223,0.005237296507452888,0.003895044540854409,0.004968509134668982,0.0050965279714113845,0.00429336837585957,1
5077,0.0005643167873433801,0.008886887297625778,0.006758725982344481,0.008718258026419047,0.00886151691758289,0.007906975957268058,0
5078,0.001125006850648661,0.00920956210012842,0.010752874603830648,0.011263048518678915,0.013493039547830118,0.010280517745388695,0
5079,0.0012280350373862462,0.009239079140022661,0.010417754955121372,0.01140524125707722,0.013273930748948953,0.008797143969479025,1
5080,0.0005104536742015746,0.007318294733605194,0.009741913807660192,0.009130898019165369,0.007272594900349949,0.004523954706446098,1
5081,0.00014626477828074696,0.003090960272752224,0.00424547193695548,0.0037662956909262236,0.0040835979389878445,0.0018286697062613612,0
5082,0.0,0.0021461101109363718,0.0029939555545977783,0.0029624813501529616,0.0022424810309768168,0.0010894025349829945,0
5173,0.127372887676381,0.13764261819975446,0.06350852705779361,0.10951870301689096,0.1087807327241925,0.0509375939395291,1
5174,0.0385466434203857,0.04571335708759407,0.03437436772105284,0.055782496421381715,0.049488644718659464,0.037996922512500336,1
5175,0.0015217885744199689,0.008617879241873521,0.012916029609743848,0.018569746107759338,0.016369475091914824,0.018426874449488973,1
5176,0.0,0.005303665021436385,0.0035087702665333375,0.00451651771415141,0.00445305752997155,0.004074258045375587,0
5177,0.0,0.006500246262387269,0.00481849358739754,0.00519710498272058,0.006675133645302547,0.004862070916255349,0
5178,0.0,0.007772535558442486,0.006707915974266347,0.008360578280078816,0.008094273537660021,0.006547558289836721,0
5179,0.0004377663016002836,0.007568643540526109,0.006801344834560119,0.008325612790275284,0.008581428554282693,0.005533602269529126,1
5180,0.0014276464398608173,0.006401614799451273,0.006553887294660441,0.006674794019207762,0.00794060613574112,0.00545345491908185,1
5181,0.0010730410458087208,0.005095285704605475,0.005690665899122454,0.005946121647901042,0.006814572773356942,0.004328687121883835,1
5182,8.462377640983723e-05,0.0015479907432223883,0.0024243691504818453,0.0024336292991792748,0.0013416973606185576,0.0010776451595562733,1
