hour,cellid,smsin,smsout,callin,callout,internet,h/w
96,4273,0.0055843452481705285,0.0032784811223202826,0.0018787862901173537,0.0019640708700138973,0.03358900818641232,1
96,4274,0.0022177054173205257,0.0015069484505300698,0.0020592351299046877,0.0010822632829931278,0.02273409603944828,0
96,4275,0.002362791471961904,0.0017905725933272509,0.002337511855498729,0.0013638189494553487,0.02690281016413139,0
96,4276,0.003219212126138175,0.0016152975309515968,0.0025510476351722844,0.0039319957000912885,0.02793437595043944,1
96,4277,0.004382850908481023,0.0017879841534379002,0.003188566199293846,0.0050442584237310115,0.02965839505011729,1
96,4278,0.004317909179790834,0.001792250830765854,0.0031125553877042267,0.00493153078941501,0.02923141936875247,1
96,4279,0.004510286267544158,0.003526408474873109,0.0035111970456891193,0.004685693275381135,0.03653984082752805,1
96,4280,0.006429184416681214,0.0061405199379934074,0.004831399340293487,0.00347563646708446,0.05432195006572755,1
96,4281,0.0048588811335947765,0.0050998392383536815,0.0040762599327589695,0.002700366292203243,0.04484280203389514,1
96,4282,0.002348281233084342,0.0017957260694020732,0.0020291078139344147,0.0013493531369538024,0.01583981381877163,0
96,4373,0.003445958110998973,0.0019799482005117466,0.0021272522111180077,0.0013958169930525087,0.02935925150426163,0
96,4374,0.0021774396647849443,0.0013435380013927802,0.0027645097108792596,0.000608337332688366,0.024034143833940896,0
96,4375,0.0024584632588095868,0.001564198086913742,0.00277218098746121,0.000727504005133722,0.02480093240301179,0
96,4376,0.006827823883608452,0.004840496642139051,0.002717978281904958,0.004234916047847668,0.031071693194579558,0
96,4377,0.006973964137694087,0.00456806943182016,0.003029232852250403,0.005092029287569121,0.033185891551183004,0
96,4378,0.0045533406461493,0.002568982840796153,0.002396390302236645,0.005324105607181986,0.03209471661101602,0
96,4379,0.0034959093519286023,0.001699793084133443,0.003791831500573727,0.008431459458396798,0.025613047706988933,1
96,4380,0.004081841688412149,0.003709341592013635,0.004191194214837586,0.005404451670720668,0.033801720748062786,0
96,4381,0.004327137969535722,0.004057352508815572,0.003397135994029866,0.0020813120251781036,0.032183062219639146,1
96,4382,0.0028350621315116134,0.0018584920616706397,0.0022424261790689563,0.0010687441713553123,0.012986584009492609,0
96,4473,0.0021940171537127647,0.001545632642598258,0.0007766412963138223,0.002732751860216949,0.03171295689826039,1
96,4474,0.0010485583133688784,0.0006145972833627777,0.0012646163758487507,0.000608337332688366,0.011536523049070236,0
96,4475,0.002405813643297789,0.0017059419379680293,0.0013422493360961182,0.0010131751227374685,0.012594448403634672,0
96,4476,0.010022399006841112,0.007630771509602042,0.0026717917593064547,0.0035319720084759313,0.027393269942785292,0
96,4477,0.011515648349940854,0.008590038401223358,0.003200728105124468,0.005123764523539971,0.03495811785845069,0
96,4478,0.006416538674199577,0.004245782720326755,0.0017555565871186206,0.00651390477586051,0.037201461309554686,0
96,4479,0.0027518552544262853,0.0017065842636157123,0.0017450936017951548,0.006552625757178083,0.029824549113519866,0
96,4480,0.0018296538036428553,0.0019746421026409088,0.0035975808663841896,0.005488411819225853,0.016376655056917794,0
96,4481,0.001235621531123697,0.002104859111242665,0.0008365181243194062,0.0021849087035453723,0.014406915142118473,0
96,4482,0.0017127379081917937,0.0019973934106603123,0.0010663523584710083,0.0013334309094396616,0.013616332529901572,0
96,4573,0.00041380456523688923,0.0002868147240119374,0.00021629960986576516,0.0021506687564799257,0.004183394710407809,1
96,4574,9.926829617541504e-05,2.580272186531629e-06,0.0,0.0006148273718343853,0.0009909362989350776,0
96,4575,0.00029966200379688627,0.0002238821189045535,0.0,0.0010766939049909902,0.0011147238655803983,0
96,4576,0.00356709238326655,0.0027778165933854924,0.0008745961490880438,0.002024055202603671,0.00946996673172245,1
96,4577,0.005417069988393735,0.003754857460404846,0.0021393110709256482,0.009990270052573812,0.018439919712146775,0
96,4578,0.0021759225918588847,0.0007552873389397948,0.001736213381514844,0.016088550748392074,0.018261927944332186,0
96,4579,0.002062635314817133,0.0021139082329312054,0.0009238610796599466,0.006185798704454328,0.0223653945535907,0
96,4580,0.0012073462167402915,0.0017902395084500402,0.0014616630393816683,0.0022141516424262035,0.012879681952120607,0
96,4581,0.0009502032237252391,0.002001823887610154,0.00043269773567443175,0.0015104755890711441,0.01364449661736894,0
96,4582,0.0008320698512001864,0.001911444380307201,0.0008926422012164827,0.0012591487475371714,0.014626501959900721,0
96,4673,0.0016853672519378455,0.0018931023406529397,0.001226767801828878,0.0025739176498561977,0.013076767739418097,0
96,4674,0.0007487695959040543,0.000799951975477867,0.0004171951584597954,0.0015318556496043102,0.0052605886633174245,0
96,4675,0.0004686792343166085,0.00041038978951218517,0.0,0.0014667634642484568,0.0012186282395166173,0
96,4676,0.0004686792343166085,0.00041038978951218517,8.412855240497442e-05,0.0014667634642484568,0.0018957567443398599,1
96,4677,0.0012937088491351873,0.00016610017239622634,0.0017389760713462162,0.016936421661761215,0.011610300787716302,1
96,4678,0.005082500752335257,0.00459988953347585,0.00114935938865095,0.014325289189505383,0.03540881891775139,1
96,4679,0.007498935396762196,0.007841755978926588,0.0005891202057621542,0.007283635525965622,0.049311186733123326,1
96,4680,0.0015569460089467982,0.001818379200693959,0.0010089137712710292,0.0019077203710652717,0.012991467407639717,0
96,4681,0.000741121315369583,0.0016707441462154313,0.001504378443132522,0.0010242662692923179,0.014206639054326866,0
96,4682,0.0006249793896374422,0.0016707441462154313,0.0018227891079813634,0.0007986690387112268,0.015782687574883384,0
96,4773,0.0019246438821617139,0.002129669545311623,0.0013911166142072569,0.0026794850645277275,0.014997148234520776,0
96,4774,0.0015216204966392844,0.0016969388984215477,0.001010463067737309,0.0022649331845969716,0.011086472823609214,0
96,4775,0.000592430130186529,0.0006692414150702167,0.00016724758869828267,0.001294434080397846,0.002342469226111444,0
96,4776,0.00210157990096139,0.0026137144087750638,0.0017646838498982986,0.0015840217034691502,0.036264481003676144,0
96,4777,0.004384606031798521,0.00556145808656085,0.004613272930249196,0.0039291352713451575,0.08444550080038962,1
96,4778,0.0059398499083057905,0.007179106824910416,0.002247262040391877,0.004544303807839251,0.06470955930944935,1
