cellid,smsin0,smsin1,smsin2,smsin3,smsin4,smsin5,smsin6,smsin7,smsin8,smsin9,smsin10,smsin11,smsin12,smsin13,smsin14,smsin15,smsin16,smsin17,smsin18,smsin19,smsin20,smsin21,smsin22,smsin23,h/w
4576,0.00356709238326655,0.00011338444037293095,0.00018068451942165824,0.00038318745446322546,0.0009852109945400265,0.002012381138627556,0.0027898507485900944,0.002927466352956714,0.006909910120696955,0.008404043300197396,0.008311110805544952,0.007419866360541712,0.006689283297283135,0.006859869667238855,0.00753336136310339,0.0058122585850433365,0.006112234056180928,0.0069048116433535036,0.008312809129905452,0.007685034901326104,0.005152875866909851,0.004518542986254204,0.0031942588465248213,0.0010890391073184306,1
4577,0.005417069988393735,0.00011559353312733055,0.001118663748098991,0.00023565010699382573,0.0006584050675186847,0.0012871281268947634,0.0017138607510773785,0.00311496675860896,0.010201848974418903,0.010585643789503328,0.013317992407460944,0.013178221842984299,0.01184650041562613,0.013070291204624418,0.013454941792211666,0.011107647360854787,0.00914258513947997,0.014508893473013398,0.01274905136394876,0.013648095195203184,0.0073631188077787,0.0067649532014810295,0.005198304325261592,0.0016488403901380245,0
4578,0.0021759225918588847,0.000297534281739165,0.0021937528303219273,0.00022730459890838052,0.00037445175180171413,0.0012747015402616562,0.002098067978724077,0.005759001775320146,0.015936677023445003,0.017710914552468274,0.019647803370412723,0.02451205566769763,0.019602853093478728,0.021542790698061108,0.02376273787617391,0.020846790633118718,0.019037915555684605,0.023283277761588228,0.01961261916689733,0.021473730180243275,0.011158960695648654,0.0096638568053676,0.007165295162702127,0.002559051415557309,0
4579,0.002062635314817133,0.0007148639610427922,0.0016339797254166922,0.000121931457934707,0.0001454677869881717,0.0003963493098193773,0.002065068142324096,0.007264222666187741,0.018985664510019578,0.024433407213267214,0.026250664280051402,0.030589303537364273,0.025331234291534274,0.025914142640897028,0.02954024381543351,0.027257845460255784,0.028336713540895928,0.025096155438420042,0.019688722874793667,0.023088131728102573,0.01329596749426162,0.012079117857348765,0.007620062176994562,0.0025717317432536386,0
4580,0.0012073462167402915,0.0007710055874178493,0.00042719759602719557,1.986907543750299e-05,0.00016746923082518002,0.00015479949108374288,0.0019028943671107966,0.004055100383226863,0.013340600077962884,0.015438462582065608,0.019729665190578834,0.015065191608816466,0.012428039501637254,0.013552768920806561,0.012527290133066263,0.012103001674718407,0.014561343149304821,0.014681158204322938,0.008582962976195485,0.01014955085606268,0.00712029512823323,0.0044791363827328045,0.005003774926309469,0.0015242962578700919,0
4581,0.0009502032237252391,0.002351838236671107,0.0006598376120893685,0.0,0.00026775073304722327,0.00012499587792748844,0.0016809764438876274,0.004920086022065277,0.011305125542319371,0.018374862791993674,0.020988655107480342,0.018278435805244166,0.015635731726709505,0.014955735663691681,0.015180601142783457,0.010636526520605217,0.01509136808307272,0.01902166872312556,0.011061276980249566,0.010411930278736176,0.00680784164293535,0.005308860370617284,0.005574895371767481,0.0027463445724078047,0
4582,0.0008320698512001864,0.00188235642985036,0.0005820780953452097,0.0,0.0002648260266914292,0.00012499587792748844,0.0016733397817971579,0.005140980803569254,0.01235513169110257,0.018191843465093283,0.020734701005697267,0.0171575477133808,0.015067411555644328,0.01601928456239389,0.015366019161297057,0.01046418808167972,0.015191898467490078,0.018823912954341094,0.012803276744470592,0.011067500776635939,0.007979830497012142,0.005181917728121493,0.005493251371351422,0.002819356982513933,0
4673,0.0016853672519378455,0.0002842916897583154,4.58355891541751e-05,0.00023338168169112508,0.0013258075095137567,0.0025555863571944523,0.0036094658676742394,0.0048706146654025045,0.01076912601044086,0.01030934793071948,0.010841732135349025,0.009074709968276988,0.009492792350990877,0.008572061487358309,0.007826601138376103,0.007304764057030623,0.005592205946721211,0.0035133634163426043,0.005025665812370477,0.0035087858592349665,0.004000621154067251,0.003488831685546791,0.0028365825202344946,0.0006888647015257807,0
4674,0.0007487695959040543,0.00017221455676525094,0.00011961081297657114,0.0004660934113934967,0.002546810175666556,0.00580682718194981,0.006688962030617096,0.0064715089034232285,0.010887220130117758,0.00962904172271091,0.008381179578818372,0.007222231497889369,0.005160883710602908,0.0048411310325749985,0.004672990084660449,0.0038865114738719218,0.003384332771146499,0.003001189306991653,0.003975859430828564,0.0031826902372554962,0.002702696219830876,0.002093276568495275,0.0015739248234864214,0.0004584506698525173,0
4675,0.0004686792343166085,0.00011559353312733055,0.0,0.00046867923431660855,0.0009436635704405033,0.002240412842070285,0.0035371621137000662,0.0030684828793834575,0.005823812369017531,0.007248765377389214,0.005952016105759435,0.00609283004611591,0.003974315838980243,0.004789775672678843,0.004455605276911423,0.002921363837219695,0.004199197803427617,0.00466157193593694,0.007114256538840027,0.005952016105759434,0.0036275352395982504,0.002677566567350461,0.001855801631844575,0.0008154598336986001,0
4676,0.0004686792343166085,0.00011559353312733055,0.0,0.00046867923431660855,0.0009436635704405033,0.002275589844962395,0.0035371621137000662,0.003209190890951898,0.006245936403722853,0.007530181400526097,0.006409317143356867,0.006796370103958112,0.004255731862117124,0.005598846739197375,0.004877729311616745,0.003273133866140797,0.004480613826564498,0.005611351014023913,0.007536380573545348,0.006725910169385858,0.003979305268519352,0.0029589825904873424,0.0020316866463051253,0.0008506368365907102,1
4677,0.0012937088491351873,0.00011559353312733055,0.0017253471032354967,0.00025850058719388937,0.0003131276290723458,0.0011512178038839205,0.002260405257291453,0.003875196057435343,0.011697783104407332,0.01067851168399912,0.013858101562459065,0.016522728197327554,0.011770758814150357,0.015346317010639491,0.013494803698051162,0.01086706682803929,0.008410055798602357,0.017856831376127907,0.014773177277391365,0.016261392725571797,0.006666978467760117,0.005448543980010764,0.004591108705026504,0.0016774755195427492,1
4678,0.005082500752335257,0.00031673015213808526,0.00222218000063666,0.0006557187884653236,0.00023276288814423775,0.0013424971478836966,0.005181398654908664,0.011770659575197339,0.024402135108356895,0.021917669299410407,0.02227677977069133,0.02713044645379957,0.01989075913664226,0.022653684848380335,0.023273025687856465,0.022743047488061146,0.014570386869696573,0.026068694774421138,0.026029051004709404,0.025464271006252898,0.01395053673444024,0.014741912594566793,0.014071238341968956,0.007290064795283735,1
4679,0.007498935396762196,0.0009041526586550599,0.0026611696138899533,0.0008959427740340871,0.0001341631360997356,0.0014655504972700942,0.007129351075200626,0.01724442606439181,0.03379815312108913,0.029905610931001813,0.03060313024465436,0.03348867714867695,0.024953205371369917,0.026559078103287736,0.02711276275310898,0.030426931718495396,0.021073200687671732,0.031197784330676128,0.02835531266380222,0.029683259889102007,0.01961117301238862,0.019539937638054942,0.01808263327744059,0.009649474453209406,1
4680,0.0015569460089467982,0.0007057334746186218,0.000883068761167536,0.00025404056369253533,0.00020372555898988878,0.0005060567234662915,0.002151890943817808,0.00481412656153374,0.01571399901144791,0.015551109567493546,0.018936525554822267,0.015047280517971488,0.012604597575831997,0.012603180429270243,0.011256842442093873,0.011775653484609464,0.013622416119757239,0.016072184156523117,0.009923056142120022,0.011661828658073019,0.00808669245626804,0.004519285755374502,0.005719941412818652,0.0015997706553322801,0
4681,0.000741121315369583,0.0006427383668296886,0.00037498763378246544,0.0,0.00026775073304722327,0.00012499587792748844,0.0016580635376524835,0.004741473376921185,0.013817488088837666,0.01625385761565027,0.018445322515419173,0.013733597008058254,0.012166244728782825,0.014643565344837295,0.013204629760827334,0.009670277806748149,0.013319788004735192,0.015943269036668598,0.013013847785358777,0.010771777485957838,0.008410460344308075,0.004112441694667114,0.005421534379367289,0.0020209448768850505,0
4682,0.0006249793896374422,0.0006427383668296886,0.00037498763378246544,0.0,0.00026775073304722327,0.00012499587792748844,0.0016665617273396913,0.0052655284076602036,0.01459365608030415,0.017146167532848894,0.01938862157074105,0.01402820091722176,0.012942412720249314,0.016889920152274338,0.01469464568606108,0.009905394388101198,0.014469876342459723,0.017243492058874103,0.015441497306136856,0.01187087668555912,0.009840988941731361,0.004503358420299575,0.005390374350507226,0.00253650171793686,0
4773,0.0019246438821617139,0.0002779163668800206,1.2920166985844616e-05,0.0001389581834400103,0.0006094193962723977,0.0007206312511717407,0.0018729632142183352,0.0037134932342876978,0.009896448912080283,0.009843666826929883,0.01113027010780818,0.009467685312873036,0.010696507159736069,0.00953212990617398,0.00879072796900381,0.008427822863561089,0.006472268999454426,0.004178619245778105,0.005788914049668243,0.004223324271179245,0.004350658959100762,0.003768985891369032,0.0032745903391339336,0.0006255032166625229,0
4774,0.0015216204966392844,0.00029176713946635227,2.4707635784071547e-06,0.00022849592123850464,0.0006373727297078012,0.0009935158136162251,0.0021692706822919305,0.003384627928678114,0.009361547455256311,0.009864994229604627,0.010230582289663424,0.00863381367818281,0.009479633031538853,0.008562391813572951,0.008218761778059035,0.007161271308660364,0.006390001900115991,0.004984140965937201,0.006538327606656995,0.004595223717273632,0.004310436237410099,0.0037378314613465873,0.0030055122141796784,0.0007513480397579852,0
4775,0.000592430130186529,0.00032681306100158124,1.3986378567450694e-05,0.0004780634841292918,0.0007086739087382636,0.001760323632051624,0.0029798098981743916,0.003325334458545399,0.009651720575037078,0.011653446561266484,0.010055460747284207,0.008301397679845966,0.008108067774558027,0.0074972010160529266,0.00847133297848548,0.006318275172813666,0.008304009466135373,0.009662255989376237,0.010169068086975423,0.007972104943077618,0.005050091348920298,0.004407047578325497,0.0028849546981718948,0.0016888442502278023,0
4776,0.00210157990096139,0.0009599438413892127,0.00014034790596560923,0.0010988537484991573,0.0018758903022583263,0.001730832762846093,0.0033113718853019954,0.006562896929496712,0.0215960267290173,0.022648393120451523,0.023994682519527317,0.02015379805307228,0.018769487094561832,0.01989885435849073,0.02102740048750884,0.01806187574763825,0.022093206520829318,0.023334327588504622,0.02225141467548549,0.019170096951620724,0.014562156906341878,0.013184167835597005,0.009245613940831052,0.004999130452793569,0
4777,0.004384606031798521,0.001446940252950359,0.0004815297070633979,0.002901015076078016,0.003699244481098789,0.002365421386240745,0.004610614450575954,0.012547159282579805,0.03876895965209352,0.034670611662392437,0.04265727849361895,0.04324972674413083,0.030711829409543357,0.03519086337920991,0.03874397780711524,0.035342669306376716,0.037304930810675554,0.03794844807000366,0.03962739381890408,0.03758390692938377,0.029533740081944548,0.02456755878626674,0.01980098973402418,0.010189504257419416,1
4778,0.0059398499083057905,0.0008087845841462204,0.0011160797788565937,0.0018803726821418813,0.0015638012735934407,0.0018218711109968338,0.005399636736608625,0.015392346045106624,0.036895704607297124,0.03331997820566301,0.03544778940098113,0.03896314479922606,0.029217344307424585,0.02979415973005304,0.035949840032739794,0.03314232773957214,0.029462477457807373,0.035919578736034644,0.03811376314580681,0.034405649084878656,0.023634578689595512,0.023265521572062544,0.02083110905640568,0.011823427147400792,1
4779,0.005458776353458555,0.0007709049372031826,0.0013670426960465652,0.0010765408114906897,0.0006445164047413108,0.001524549174288424,0.004360751582131037,0.013069716726536177,0.029509983514276934,0.026150549024203346,0.027988839477893535,0.02914998289400882,0.02270029127084316,0.021907099401928542,0.026365646195612758,0.02489816655673855,0.02353741440193597,0.029347540672065228,0.02739250460790094,0.026033522760891877,0.0173583280802513,0.01869405348695503,0.015536994939786906,0.009597892984829113,1
4780,0.0017452443931636735,0.0007923452862165604,0.0006191962259808355,0.0005248741239925447,0.0004399097560713723,0.0007796813981593265,0.0017974669078001724,0.005420042560356086,0.016886553302784595,0.016583955122670267,0.020323610080052987,0.016889093409009955,0.013389792452336171,0.012842554779255246,0.013793695907398222,0.012460164352804195,0.016229006833715923,0.017783063630968408,0.011964162235029533,0.012727697391735836,0.009150331528043072,0.007106738801834718,0.006535614455095634,0.003511389860061422,1
4781,0.0009760935261301812,0.0006619589424064327,0.00036629646823339374,0.0,0.0002575107742549167,0.00012717529367903006,0.0016010118731704173,0.00489851235974563,0.014069412222745142,0.01655485966836739,0.01963929626571756,0.01469731917313127,0.012743654641064759,0.014960425583459579,0.013516518735948464,0.01154704440350188,0.013079165201037855,0.016542737044070742,0.013332529429563386,0.010784017504413481,0.009419256207649006,0.004878096854447088,0.0059722785609516845,0.003629379473474075,1
